time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,gpu,gpu_mem,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,memory_percent_ipykernel
27-5-2021 15:4:48,1622142288.297435,1000.0,73.3,5145.94,2795.66,9618.99,24.2,99277802,136528482,0.00026103522622434574,0.00032614454811272665,0,0,88943,471,0,602112,49192959,734390,410.08,278.53,0.02,0.07,6.523594023976763
27-5-2021 15:4:53,1622142293.3011942,1000.0,87.8,5155.02,2800.92,9624.18,24.2,99407193,136693917,0.00025858758631546803,0.00033062142917281303,0,0,89967,473,0,602112,49271320,736596,414.73,282.51,0.02,0.07,6.515837196437575
27-5-2021 15:4:58,1622142298.3054268,1000.0,70.4,5165.02,2805.97,9628.93,24.1,99542793,136869203,0.0002709706155139342,0.00035027548164436186,0,0,90993,476,0,602112,49350809,739905,420.8,286.76,0.02,0.07,6.529207517590647
27-5-2021 15:5:3,1622142303.3074749,1000.0,89.6,5174.71,2811.84,9632.79,24.2,99671086,137040378,0.0002564809446051522,0.00034220982978640246,0,0,92024,479,0,602112,49430640,743214,425.65,290.77,0.02,0.07,6.521756880612218
27-5-2021 15:5:8,1622142308.3130372,1000.0,83.8,5185.02,2817.18,9636.8,24.2,99805262,137214478,0.0002680538005768081,0.0003478130714913419,0,0,93053,481,0,602112,49509331,745418,432.09,295.34,0.02,0.07,6.519001165565401
27-5-2021 15:5:13,1622142313.316907,1000.0,94.9,5195.33,2821.88,9641.15,24.2,99953880,138053044,0.00029700613080077044,0.001675834980157712,0,0,94084,484,0,602112,49589164,748727,437.54,298.72,0.02,0.07,6.520327991328684
27-5-2021 15:5:18,1622142318.3174684,1000.0,64.7,5205.21,2826.94,9645.57,24.1,100087460,138224813,0.0002671300025960868,0.0003434994266800961,0,0,95113,486,0,602112,49667895,750933,443.06,303.03,0.02,0.07,6.44398447817984
27-5-2021 15:5:23,1622142323.3210595,1000.0,88.3,5215.26,2833.16,9648.93,24.3,100218672,138399178,0.000262235659169273,0.00034847971764053815,0,0,96144,489,0,602112,49747710,754242,448.42,307.6,0.02,0.07,6.522981642855247
27-5-2021 15:5:28,1622142328.324818,1000.0,56.2,5224.87,2837.87,9654.11,24.3,100352893,138568662,0.00026824036744535403,0.0003387133938512482,0,0,97173,491,0,602112,49826439,756448,453.77,311.11,0.02,0.07,6.496343064069354
27-5-2021 15:5:33,1622142333.3274322,1000.0,86.5,5233.23,2843.06,9660.03,24.2,100474277,138719927,0.00024264113461108157,0.00030237190426205473,0,0,98202,493,0,602112,49905122,758654,457.77,315.06,0.02,0.07,6.516959895160351
