time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,memory_percent_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel
23-6-2021 0:50:56,1624423856.7629304,1000.0,50.1,20049.28,8079.05,10848.65,23.1,2610163462,427458141,0.0,0.0,62.322,0,0,31.63,4.21,0.01,0.08,6.238224421350872,13544,243,0,471040,43392297,446813
23-6-2021 0:51:4,1624423864.5725806,1000.0,81.7,20070.37,8082.68,10854.11,24.6,2610689180,429420137,0.0006731645946997206,0.002512271297810752,62.322,0,0,37.18,4.6,0.01,0.08,6.25139061546344,14588,246,0,471040,43472634,449753
23-6-2021 0:51:9,1624423869.5802908,1000.0,84.2,20085.02,8084.77,10857.24,24.2,2611011347,429884089,0.0006433419386256593,0.0009264753345601872,62.322,0,0,41.57,4.85,0.01,0.08,6.263025856772221,15637,249,0,471040,43553306,452693
23-6-2021 0:51:14,1624423874.5876129,1000.0,84.6,20100.01,8087.45,10859.22,24.4,2611746463,431197320,0.0014680821191158215,0.002622621394947994,63.296,0,0,45.86,5.12,0.01,0.08,6.263025856772221,16686,252,0,471040,43633954,455633
23-6-2021 0:51:19,1624423879.5908504,1000.0,86.4,20114.56,8090.8,10861.31,24.3,2612418838,431890283,0.0013438798415961726,0.0013850291975043816,62.809,0,0,48.56,5.31,0.01,0.08,6.263025856772221,17735,255,0,471040,43714603,458573
23-6-2021 0:51:24,1624423884.594108,1000.0,69.6,20126.27,8094.34,10866.84,24.0,2613106390,432432685,0.001374208633961942,0.001084097655854721,63.296,0,0,52.78,5.72,0.01,0.08,6.269762049108883,18784,258,0,471040,43795262,461513
23-6-2021 0:51:29,1624423889.6078417,1000.0,74.2,20137.31,8097.78,10873.26,24.0,2613923786,432964005,0.0016303139757107322,0.0010597292151841044,63.296,0,0,57.03,6.06,0.01,0.08,6.276498241445546,19827,258,0,471040,43872992,461513
23-6-2021 0:51:34,1624423894.6156495,1000.0,67.4,20148.31,8101.27,10879.61,24.1,2614669013,433399678,0.0014881302157294888,0.0008699874742561845,62.322,0,0,60.8,6.36,0.01,0.08,6.283234433782209,20876,261,0,471040,43953647,464453
23-6-2021 0:51:39,1624423899.6198173,1000.0,70.8,20159.02,8104.12,10887.02,24.0,2615269286,433824322,0.0011995461075026868,0.0008485806579245958,62.809,0,0,64.39,6.65,0.01,0.08,6.283234433782209,21925,264,0,471040,44034340,467393
23-6-2021 0:51:44,1624423904.6322818,1000.0,91.5,20170.81,8108.83,10891.2,24.0,2615947892,434087171,0.0013538370133962462,0.000524390743869329,63.783,0,0,69.49,8.93,0.01,0.08,6.469398294722703,22969,264,0,471040,44112082,467393
23-6-2021 0:51:49,1624423909.6463003,1000.0,70.3,20181.9,8114.52,10894.82,24.0,2616622345,434772987,0.0013451346364386882,0.001367797097535092,63.296,0,0,74.31,11.86,0.01,0.08,6.486851156685875,24016,266,0,471040,44192042,469595
23-6-2021 0:51:54,1624423914.6537776,1000.0,88.1,20193.2,8120.05,10898.51,24.1,2617321284,434942605,0.0013957906555186093,0.00033872944478381586,64.27,0,0,79.36,15.27,0.01,0.08,6.47960464674795,25063,268,0,471040,44271990,471799
23-6-2021 0:51:59,1624423919.6622014,1000.0,65.5,20204.9,8125.53,10901.74,24.1,2618007502,435114237,0.001370127662284668,0.0003426866548724197,63.783,0,0,85.22,18.65,0.01,0.08,6.510427829864194,26110,270,0,471040,44351941,474003
23-6-2021 0:52:4,1624423924.6657982,1000.0,88.8,20215.78,8130.56,10906.38,24.0,2618574893,436172944,0.0011339662739482505,0.0021158919193165395,64.27,0,0,90.26,21.68,0.01,0.08,6.483687187558049,27160,271,0,471040,44431076,475105
23-6-2021 0:52:9,1624423929.6672187,1000.0,94.8,20227.56,8136.28,10909.33,24.1,2619228430,436345083,0.0013067027662944039,0.00034418021854486035,63.783,0,0,95.99,25.35,0.01,0.08,6.484605759240321,28212,273,0,471040,44511355,477309
23-6-2021 0:52:14,1624423934.675476,1000.0,92.2,20239.46,8142.48,10911.7,24.1,2619861887,436518786,0.0012648251692946742,0.00034683321264425654,64.757,0,0,101.2,28.77,0.01,0.08,6.478584011545426,29264,275,0,471040,44591652,479513
