time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,gpu,gpu_mem,memory_percent_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel
27-5-2021 14:9:43,1622138983.5539837,1000.0,53.3,166.46,71.73,4215.54,18.6,4858081,9464079,0.0,0.0,0,0,6.232202673655976,37.96,4.14,0.02,0.06,13546,305,172130304,602112,43389418,553183
27-5-2021 14:9:50,1622138990.2107174,1000.0,48.2,177.44,73.37,4228.99,18.6,5141273,10013187,0.00042542185188768127,0.0008248910359273598,0,0,6.238632675431881,42.93,4.41,0.02,0.06,14570,311,172261376,602112,43467742,559063
27-5-2021 14:9:55,1622138995.218819,1000.0,69.7,189.98,75.66,4233.98,19.4,5404728,10457988,0.000526057632677156,0.000888162916142915,0,0,6.248941090977381,47.19,4.58,0.02,0.06,15596,314,172523520,602112,43544462,562003
27-5-2021 14:10:0,1622139000.2228823,1000.0,41.2,197.34,76.24,4245.69,18.9,5597361,10977053,0.0003849531587426924,0.0010372870242522081,0,0,6.235672833344561,51.0,4.72,0.02,0.06,16622,317,172523520,602112,43621240,564943
27-5-2021 14:10:5,1622139005.2267885,1000.0,40.3,204.61,76.84,4257.37,19.0,5837961,11540731,0.00048082435597189695,0.0011264759406713505,0,0,6.235672833344561,54.83,4.85,0.02,0.06,17648,320,172523520,602112,43697987,567883
27-5-2021 14:10:10,1622139010.227433,1000.0,82.2,212.51,79.08,4267.08,18.8,5987913,11923269,0.00029986535062967527,0.0007649774027633825,0,0,6.436840031762167,59.93,6.99,0.02,0.06,18663,320,174190592,602112,43771485,567883
27-5-2021 14:10:15,1622139015.2311647,1000.0,60.4,221.79,84.35,4272.35,18.8,6123263,12100811,0.000270498114943738,0.00035481918229287874,0,0,6.340798259204599,66.43,11.73,0.02,0.06,19681,322,174247936,602112,43847195,570087
27-5-2021 14:10:20,1622139020.2349648,1000.0,74.6,230.37,90.18,4277.83,19.0,6260173,12283677,0.00027361204643210974,0.0003654542435384865,0,0,6.44980209883423,71.84,16.94,0.02,0.06,20701,325,174247936,602112,43924038,573391
27-5-2021 14:10:25,1622139025.2374802,1000.0,93.8,240.58,95.49,4282.27,18.9,6397434,12459333,0.0002743839675227468,0.00035113535672314503,0,0,6.451230988117765,79.0,22.33,0.02,0.06,21702,327,174247936,602112,43998833,575595
27-5-2021 14:10:30,1622139030.241191,1000.0,61.1,248.5,99.98,4289.69,18.9,6530254,12620606,0.00026544300164806127,0.0003223068002167428,0,0,6.457048608772155,83.97,26.29,0.02,0.06,22708,329,174247936,602112,44073922,577797
27-5-2021 14:10:35,1622139035.2449877,1000.0,88.9,256.49,105.41,4296.04,19.0,6662826,12789184,0.00026494281218509446,0.0003369001704171232,0,0,6.447046383787414,88.84,31.16,0.02,0.06,23714,331,174247936,602112,44148984,580001
27-5-2021 14:10:40,1622139040.2475686,1000.0,66.6,265.34,110.42,4302.09,18.9,6800217,12965186,0.0002746402372394506,0.00035182239764335206,0,0,6.453884639644329,94.83,36.26,0.02,0.06,24722,334,174247936,602112,44225132,583307
27-5-2021 14:10:45,1622139045.251242,1000.0,19.1,271.98,113.84,4311.97,19.0,6926765,13116325,0.00025291019623406515,0.0003020560905634255,0,0,6.449393844753221,98.06,38.84,0.02,0.06,25727,335,174247936,602112,44299130,584409
27-5-2021 14:10:50,1622139050.2551165,1000.0,49.4,276.05,114.75,4326.92,18.9,7047219,13241385,0.00024072146299671367,0.00024992633007097324,0,0,6.384889699953663,99.56,39.5,0.02,0.06,26732,336,174247936,602112,44373066,585509
27-5-2021 14:10:55,1622139055.258954,1000.0,89.7,284.52,120.45,4332.54,19.0,7179186,13408412,0.0002637315815040641,0.0003337978044805089,0,0,6.462866229426546,105.25,45.16,0.02,0.06,27732,337,174247936,602112,44446745,586611
27-5-2021 14:11:0,1622139060.2628527,1000.0,75.9,292.71,125.46,4339.29,19.1,7311003,13573184,0.0002634285983676668,0.00032928724679090856,0,0,6.45725273581266,110.47,49.8,0.02,0.06,28734,339,174247936,602112,44521470,588815
27-5-2021 14:11:5,1622139065.2666407,1000.0,60.4,300.42,130.17,4346.73,19.1,7447551,13744954,0.0002728892594035433,0.0003432799315094079,0,0,6.460212577899982,115.19,53.83,0.02,0.06,29738,342,174247936,602112,44597367,592121
27-5-2021 14:11:10,1622139070.2674906,1000.0,91.5,309.14,135.9,4352.12,19.0,7581204,13919814,0.0002672605677221332,0.0003496605603457626,0,0,6.449291781232969,121.19,59.47,0.02,0.06,30740,344,174247936,602112,44672157,594325
27-5-2021 14:11:15,1622139075.2712753,1000.0,77.2,316.92,141.07,4358.99,18.9,7718833,14092087,0.0002750498061912784,0.0003442853996032094,0,0,6.4526598774013,125.71,64.11,0.02,0.06,31750,347,174247936,602112,44748371,597631
27-5-2021 14:11:20,1622139080.2751472,1000.0,54.9,324.64,145.9,4366.31,18.8,7853929,14259183,0.00026998292966186007,0.0003339334074641601,0,0,6.345493181136212,130.59,68.63,0.02,0.06,32758,349,174247936,602112,44823499,599835
27-5-2021 14:11:25,1622139085.2774384,1000.0,71.6,332.9,150.7,4373.0,18.8,7985862,14421298,0.0002637451412921992,0.00032408149273180234,0,0,6.354678897958934,136.07,73.25,0.02,0.06,33766,351,174247936,602112,44898627,602039
27-5-2021 14:11:30,1622139090.281241,1000.0,17.5,339.64,154.95,4381.89,18.9,8113205,14573155,0.0002544924565568149,0.0003034831987258683,0,0,6.458273371015184,139.89,76.94,0.02,0.06,34772,352,174247936,602112,44972635,603141
27-5-2021 14:11:35,1622139095.2872298,1000.0,79.9,346.77,158.73,4390.85,18.9,8245173,14730102,0.0002636202443029096,0.0003135184778325712,0,0,6.444290668740598,144.33,80.51,0.02,0.06,35774,354,174247936,602112,45047437,605345
27-5-2021 14:11:40,1622139100.2911158,1000.0,82.7,354.91,163.9,4397.35,18.9,8380182,14901867,0.0002698083058253933,0.0003432632168973822,0,0,6.452251623320289,149.39,85.11,0.02,0.06,36782,356,174247936,602112,45122593,607549
27-5-2021 14:11:45,1622139105.2949655,1000.0,69.7,362.68,168.26,4405.08,18.9,8520317,15076190,0.00028005437242738793,0.00034837776690091373,0,0,6.45061860699625,154.17,89.26,0.02,0.06,37794,360,174247936,602112,45199951,611955
27-5-2021 14:11:50,1622139110.297441,1000.0,51.6,370.17,172.27,4413.54,18.9,8648592,15225051,0.00025642304494497,0.0002975746707741428,0,0,6.468071468959422,158.94,93.14,0.02,0.06,38800,361,174247936,602112,45274047,613057
27-5-2021 14:11:55,1622139115.302068,1000.0,78.4,377.6,176.91,4421.36,19.0,8779985,15385529,0.00026254304322624724,0.0003206592626004559,0,0,6.4580692439746805,163.32,97.44,0.02,0.06,39808,363,174247936,602112,45349233,615261
27-5-2021 14:12:0,1622139120.3058157,1000.0,84.2,386.08,182.45,4427.35,19.0,8917960,15564865,0.00027574331926176666,0.0003584033622259698,0,0,6.461539403663263,168.79,102.23,0.02,0.06,40818,366,174247936,602112,45425525,618567
27-5-2021 14:12:5,1622139125.3090963,1000.0,26.9,394.15,186.95,4434.57,19.2,9135506,15814599,0.00043480671117278395,0.0004991404999771268,0,0,6.351923182912117,174.37,106.77,0.02,0.06,41826,368,174247936,602112,45500707,620771
27-5-2021 14:12:10,1622139130.3105958,1000.0,63.7,403.2,191.86,4440.5,18.9,9265310,15980051,0.00025953017134248865,0.0003308047973017583,0,0,6.465111626872099,179.95,111.24,0.02,0.06,42834,370,174247936,602112,45575885,622975
27-5-2021 14:12:15,1622139135.3144124,1000.0,60.9,410.84,196.26,4448.28,18.9,9398937,16143352,0.00026705015502921544,0.00032635288801234716,0,0,6.452047496279785,184.64,115.46,0.02,0.06,43842,372,174247936,602112,45651064,625179
27-5-2021 14:12:20,1622139140.3181973,1000.0,21.0,415.44,197.98,4461.97,19.0,9519550,16272287,0.0002410435351085735,0.0002576749454803705,0,0,6.452047496279785,186.03,116.49,0.02,0.06,44846,372,174247936,602112,45724053,625179
27-5-2021 14:12:25,1622139145.3220394,1000.0,92.1,422.65,202.52,4470.06,18.9,9648694,16429178,0.00025808967793465056,0.00031354106780683006,0,0,6.4591919426974576,190.45,120.69,0.02,0.06,45852,373,174247936,602112,45798093,626281
27-5-2021 14:12:30,1622139150.3258662,1000.0,60.9,430.23,207.19,4477.64,19.0,9781491,16592486,0.0002653908774331246,0.0003263662086632131,0,0,6.46429511871008,195.05,124.96,0.02,0.06,46860,375,174247936,602112,45873314,628486
27-5-2021 14:12:35,1622139155.337436,1000.0,85.9,438.3,211.66,4484.94,18.9,9913361,16753905,0.0002631311283366778,0.0003220926943579146,0,0,6.4591919426974576,200.17,129.13,0.02,0.06,47868,377,174247936,602112,45948528,630692
27-5-2021 14:12:40,1622139160.3414848,1000.0,52.4,445.99,216.32,4492.52,18.9,10050310,16925521,0.00027367638647865386,0.000342954287668553,0,0,6.3733565221651345,205.39,133.56,0.02,0.06,48878,380,174247936,602112,46024829,634001
27-5-2021 14:12:45,1622139165.3424418,1000.0,47.4,454.5,221.15,4498.98,18.9,10182277,17088632,0.0002638834920569841,0.00032615957226357146,0,0,6.386114462196693,210.9,138.14,0.02,0.06,49881,382,174247936,602112,46099749,636207
27-5-2021 14:12:50,1622139170.346162,1000.0,30.7,461.84,225.57,4507.03,19.2,10314556,17249860,0.00026436130020292443,0.0003222162528376923,0,0,6.463784801108819,214.83,141.86,0.02,0.06,50873,384,174247936,602112,46174029,638413
27-5-2021 14:12:55,1622139175.3474567,1000.0,69.9,470.12,230.59,4513.55,19.1,10450943,17423081,0.0002727033909352885,0.00034635232156438376,0,0,6.460927022541749,220.56,147.02,0.02,0.06,51870,386,174247936,602112,46248597,640619
27-5-2021 14:13:0,1622139180.3512945,1000.0,75.8,478.19,236.21,4519.75,19.1,10585309,17596131,0.00026852588898682494,0.0003458345495822608,0,0,6.458477498055689,225.51,151.96,0.02,0.06,52869,389,174247936,602112,46324285,643928
27-5-2021 14:13:5,1622139185.3551593,1000.0,56.4,486.57,241.13,4526.37,18.9,10724163,17769581,0.00027749351054925903,0.0003466320696902428,0,0,6.3884619231625,231.04,156.8,0.02,0.06,53866,391,174247936,602112,46398870,646134
27-5-2021 14:13:10,1622139190.3589537,1000.0,82.0,494.42,246.63,4532.92,19.0,10858685,17937465,0.00026883998101149566,0.0003355133834773044,0,0,6.469296231202451,236.05,161.91,0.02,0.06,54863,393,174247936,602112,46473470,648340
27-5-2021 14:13:15,1622139195.362761,1000.0,72.7,501.85,251.02,4540.85,19.0,10991982,18101770,0.00026639115345718586,0.00032835996660677224,0,0,6.455007338367107,240.83,166.16,0.02,0.06,55860,395,174247936,602112,46548068,650544
27-5-2021 14:13:20,1622139200.3667727,1000.0,48.7,509.67,256.19,4547.73,19.0,11130466,18279241,0.0002767459594653147,0.00035465744903576487,0,0,6.445923685064637,245.41,170.58,0.02,0.06,56859,398,174247936,602112,46623754,653853
27-5-2021 14:13:25,1622139205.3674445,1000.0,53.0,517.24,261.06,4555.1,19.0,11262563,18441262,0.00026415850430559475,0.0003239984634480478,0,0,6.463988928149322,250.59,175.13,0.02,0.06,57850,400,174247936,602112,46697977,656059
27-5-2021 14:13:30,1622139210.3774195,1000.0,76.3,525.44,266.11,4561.71,19.0,11390956,18596058,0.00025627473413435397,0.00030897559637255503,0,0,6.454088766684834,255.56,179.8,0.02,0.06,58839,401,174247936,602112,46771101,657162
27-5-2021 14:13:35,1622139215.3808699,1000.0,59.1,531.74,269.46,4571.85,19.0,11520048,18747662,0.00025800595557646264,0.00030299890689751527,0,0,6.459600196778467,259.33,183.13,0.02,0.06,59830,403,174247936,602112,46845342,659368
27-5-2021 14:13:40,1622139220.3846521,1000.0,75.2,539.17,274.43,4579.43,19.0,11651966,18912191,0.00026363657093804547,0.0003288092707580897,0,0,6.458681625096195,263.84,187.7,0.02,0.06,60821,405,174247936,602112,46919602,661574
27-5-2021 14:13:45,1622139225.3874931,1000.0,86.0,547.41,279.33,4586.11,19.1,11785517,19077943,0.00026695031905356206,0.00033131574667180343,0,0,6.461743530703769,268.93,192.37,0.02,0.06,61812,407,174247936,602112,46993854,663780
27-5-2021 14:13:50,1622139230.3930817,1000.0,58.7,554.68,283.56,4594.43,19.0,11915761,19234223,0.0002601971759774727,0.00031221103975430294,0,0,6.462764165906293,273.4,196.27,0.02,0.06,62803,409,174247936,602112,47068115,665984
27-5-2021 14:13:55,1622139235.3968637,1000.0,68.6,562.7,288.33,4601.55,19.0,12048315,19398283,0.000264907622077512,0.0003278719953983782,0,0,6.450516543475998,278.19,200.82,0.02,0.06,63794,411,174247936,602112,47142386,668190
27-5-2021 14:14:0,1622139240.405156,1000.0,82.7,570.87,294.19,4607.35,19.1,12183891,19571193,0.000270703055323403,0.00034524742798112945,0,0,6.462968292946798,283.23,205.89,0.02,0.06,64785,413,174247936,602112,47216615,670396
27-5-2021 14:14:5,1622139245.4091346,1000.0,80.7,578.65,298.39,4615.25,19.3,12405141,19822596,0.0004421481624348301,0.0005024062123417111,0,0,6.452966067962057,287.79,209.67,0.02,0.06,65778,416,174247936,602112,47291947,673705
27-5-2021 14:14:10,1622139250.4129825,1000.0,72.7,586.37,303.14,4622.62,19.0,12539266,19985702,0.0002680437222655466,0.00032596115089539047,0,0,6.4590898791772045,292.41,214.07,0.02,0.06,66780,418,174247936,602112,47366819,675907
27-5-2021 14:14:15,1622139255.4168787,1000.0,60.2,594.06,307.99,4629.93,19.0,12672952,20152150,0.0002671638133241013,0.00033263679368198627,0,0,6.445821621544384,297.33,218.59,0.02,0.06,67782,420,174247936,602112,47441701,678113
27-5-2021 14:14:20,1622139260.417483,1000.0,46.5,601.9,312.44,4637.49,19.1,12807241,20317655,0.0002685455386934,0.0003309699929365113,0,0,6.464601309270838,302.01,222.7,0.02,0.06,68784,422,174247936,602112,47516609,680319
27-5-2021 14:14:25,1622139265.4217584,1000.0,57.2,609.69,317.49,4644.46,19.0,12935913,20473721,0.0002571241423015713,0.0003118653350568657,0,0,6.456027973569631,307.1,227.3,0.02,0.06,69784,423,174247936,602112,47590394,681422
27-5-2021 14:14:30,1622139270.4256802,1000.0,78.6,617.18,322.36,4652.05,19.0,13068178,20632434,0.000264322678654614,0.00031717722222288395,0,0,6.448169082510191,311.94,232.07,0.02,0.06,70786,425,174247936,602112,47665316,683628
27-5-2021 14:14:35,1622139275.427452,1000.0,47.3,624.21,325.63,4661.46,19.0,13197935,20783979,0.0002594220646140951,0.00030298262738767884,0,0,6.338450798238791,315.83,234.84,0.02,0.06,71788,427,174247936,602112,47740232,685832
27-5-2021 14:14:40,1622139280.4316537,1000.0,55.2,631.97,330.28,4668.97,18.9,13330791,20947375,0.0002654889016783582,0.0003265176174101058,0,0,6.362129534937363,320.73,239.09,0.02,0.06,72790,429,174247936,602112,47815130,688036
27-5-2021 14:14:45,1622139285.4356222,1000.0,56.5,639.62,335.03,4676.55,19.0,13465046,21113260,0.00026829705384915736,0.00033150688449418993,0,0,6.462049721264526,325.61,243.81,0.02,0.06,73792,431,174247936,602112,47890024,690240
27-5-2021 14:14:50,1622139290.4374008,1000.0,40.5,646.97,339.36,4684.74,19.0,13596786,21272031,0.0002633863080855218,0.000317429083961184,0,0,6.462253848305031,329.52,247.39,0.02,0.06,74794,433,174247936,602112,47964920,692446
27-5-2021 14:14:55,1622139295.4609706,1000.0,38.8,654.86,343.77,4692.24,19.2,13729545,21434983,0.000264272230098946,0.0003243749082102415,0,0,6.458681625096195,334.78,251.62,0.02,0.06,75796,435,174247936,602112,48039854,694650
27-5-2021 14:15:0,1622139300.4658327,1000.0,55.6,663.22,348.21,4699.24,19.1,13858911,21592811,0.00025848064979308935,0.0003153493498720198,0,0,6.465417817432857,340.16,255.76,0.02,0.06,76798,437,174247936,602112,48114717,696856
27-5-2021 14:15:5,1622139305.4696524,1000.0,89.1,670.85,353.09,4706.4,19.1,13989820,21750128,0.00026161813922650584,0.00031439382172880566,0,0,6.4580692439746805,344.85,260.38,0.02,0.06,77798,438,174247936,602112,48188481,697959
27-5-2021 14:15:10,1622139310.4734747,1000.0,84.5,678.8,357.81,4713.59,19.1,14120254,21910126,0.00026066872779445646,0.00031975156101673985,0,0,6.4591919426974576,350.24,265.12,0.02,0.06,78805,440,174247936,602112,48263714,700165
27-5-2021 14:15:15,1622139315.4772198,1000.0,86.1,686.71,362.98,4720.39,19.0,14253281,22074227,0.0002658548704993342,0.0003279563555053578,0,0,6.462968292946798,355.18,269.73,0.02,0.06,79812,442,174247936,602112,48338997,702371
27-5-2021 14:15:20,1622139320.4774492,1000.0,68.5,694.14,367.96,4727.73,19.0,14385069,22239797,0.00026356390986627143,0.00033112481073055633,0,0,6.455415592448116,359.8,274.15,0.02,0.06,80821,445,174247936,602112,48415337,705680
27-5-2021 14:15:25,1622139325.4812992,1000.0,86.9,701.55,373.14,4735.07,19.1,14518919,22402629,0.00026749403049447897,0.0003254134327491744,0,0,6.455007338367107,364.35,278.93,0.02,0.06,81826,446,174247936,602112,48489475,706783
27-5-2021 14:15:30,1622139330.48525,1000.0,62.1,708.87,376.93,4743.81,18.9,14650090,22557051,0.000262134869714449,0.0003086001543865995,0,0,6.458783688616447,368.9,282.69,0.02,0.06,82833,448,174247936,602112,48564713,708989
27-5-2021 14:15:35,1622139335.487471,1000.0,65.3,716.77,381.69,4751.11,18.9,14781230,22717092,0.0002621635413193259,0.0003199398758295427,0,0,6.462355911825283,373.78,287.24,0.02,0.06,83840,450,174247936,602112,48639933,711195
27-5-2021 14:15:40,1622139340.4912558,1000.0,55.5,724.11,386.6,4758.73,19.0,14913922,22877916,0.0002651832744780033,0.00032140471870685804,0,0,6.363150170139888,378.26,291.42,0.02,0.06,84847,452,174247936,602112,48715209,713401
27-5-2021 14:15:45,1622139345.495105,1000.0,54.9,732.45,391.46,4765.58,18.8,15050002,23043847,0.00027195063782464604,0.000331606711382138,0,0,6.385808271635936,383.64,295.99,0.02,0.06,85854,454,174247936,602112,48790455,715607
27-5-2021 14:15:50,1622139350.4988718,1000.0,68.8,738.82,395.16,4775.3,19.1,15178344,23191877,0.0002564907713881892,0.0002958371296114573,0,0,6.463682737588565,387.08,299.38,0.02,0.06,86859,455,174247936,602112,48864554,716710
27-5-2021 14:15:55,1622139355.502714,1000.0,75.2,746.36,399.51,4783.19,19.1,15309651,23351369,0.0002624123562888339,0.000318739073539253,0,0,6.454905274846853,392.01,303.62,0.02,0.06,87866,457,174247936,602112,48939812,718916
27-5-2021 14:16:0,1622139360.5076084,1000.0,69.2,754.28,403.76,4791.01,19.0,15445566,23516005,0.0002715641661087967,0.0003289499911818994,0,0,6.464805436311343,396.7,307.52,0.02,0.06,88873,459,174247936,602112,49015060,721122
27-5-2021 14:16:5,1622139365.5113928,1000.0,52.5,761.84,408.02,4799.03,19.2,15670800,23766811,0.00045012730601461554,0.0005012326252355402,0,0,6.3395734969615685,400.95,311.09,0.02,0.06,89880,461,174247936,602112,49090328,723328
27-5-2021 14:16:10,1622139370.515252,1000.0,47.9,769.64,412.7,4806.52,18.9,15803610,23928893,0.0002654151376517692,0.0003239139849474743,0,0,6.345084927055201,405.69,315.71,0.02,0.06,90887,463,174247936,602112,49165608,725534
27-5-2021 14:16:15,1622139375.5174193,1000.0,53.8,777.83,417.43,4813.36,18.9,15936731,24092742,0.00026612664874090886,0.00032755602248743006,0,0,6.353862389796914,410.86,319.96,0.02,0.06,91894,465,174247936,602112,49240876,727740
27-5-2021 14:16:20,1622139380.5212846,1000.0,24.9,784.93,421.59,4821.96,19.1,16069215,24254615,0.0002647633251348931,0.00032349592199481104,0,0,6.456538291170894,415.0,323.77,0.02,0.06,92895,467,174247936,602112,49315826,729946
27-5-2021 14:16:25,1622139385.5257902,1000.0,70.4,793.05,426.99,4828.33,19.1,16196261,24409178,0.00025386323701795746,0.00030884768905126137,0,0,6.461233213102506,420.08,328.85,0.02,0.06,93894,468,174247936,602112,49389665,731049
27-5-2021 14:16:30,1622139390.5274105,1000.0,30.3,799.16,429.72,4839.23,19.0,16326715,24557376,0.0002608234779264456,0.00029629998146276374,0,0,6.350902547709593,423.34,331.68,0.02,0.06,94895,470,174247936,602112,49464609,733253
27-5-2021 14:16:35,1622139395.5301056,1000.0,44.9,806.38,434.35,4847.21,19.1,16457845,24718105,0.0002621187136297764,0.00032128482210783447,0,0,6.460927022541749,427.72,335.71,0.02,0.06,95896,472,174247936,602112,49539557,735459
27-5-2021 14:16:40,1622139400.5338862,1000.0,45.6,814.59,438.82,4854.33,19.0,16590751,24881517,0.0002656111659041528,0.00032657706832445047,0,0,6.464601309270838,432.88,339.73,0.02,0.06,96891,474,174247936,602112,49614177,737665
27-5-2021 14:16:45,1622139405.534536,1000.0,76.8,823.02,443.47,4861.1,19.1,16720350,25038291,0.00025916432467342686,0.00031350726345382156,0,0,6.458783688616447,438.36,344.13,0.02,0.06,97884,475,174247936,602112,49687680,738766
27-5-2021 14:16:50,1622139410.5374942,1000.0,59.6,830.8,446.93,4869.69,19.0,16848569,25186222,0.00025628636572523503,0.00029568705393194256,0,0,6.389788748925781,442.71,347.26,0.02,0.06,98879,477,174247936,602112,49762288,740972
27-5-2021 14:16:55,1622139415.541247,1000.0,75.1,838.9,451.73,4876.7,19.0,16980188,25351615,0.0002630405770815247,0.00033053791751376787,0,0,6.4647033727910905,447.8,352.08,0.02,0.06,99874,479,174247936,602112,49836870,743178
27-5-2021 14:17:0,1622139420.5443132,1000.0,61.2,846.06,455.9,4885.16,19.0,17112001,25512074,0.00026346442773413233,0.00032072131436042836,0,0,6.456130037089883,452.04,355.74,0.02,0.06,100875,481,174247936,602112,49911858,745384
27-5-2021 14:17:5,1622139425.5478578,1000.0,67.5,853.87,460.4,4892.68,19.1,17245548,25676511,0.0002669047875120191,0.00032864102184335017,0,0,6.461641467183517,456.81,360.16,0.02,0.06,101876,483,174247936,602112,49986801,747590
27-5-2021 14:17:10,1622139430.5526612,1000.0,67.3,861.68,465.94,4899.15,19.1,17376647,25840967,0.00026194635237687414,0.0003285963228284824,0,0,6.4535784490835715,461.72,365.15,0.02,0.06,102877,485,174247936,602112,50061752,749796
