time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,gpu,gpu_mem,memory_percent_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel
27-5-2021 14:17:15,1622139435.5674617,1000.0,80.6,869.22,470.47,4906.97,19.1,17510702,26005546,0.0002673187072986752,0.0003281865318601221,0,0,6.459600196778467,466.82,369.53,0.02,0.06,103878,487,174247936,602112,50136675,752002
27-5-2021 14:17:20,1622139440.5722113,1000.0,84.2,877.46,475.52,4913.57,19.1,17641841,26169766,0.0002620290966475336,0.0003281283085234596,0,0,6.462662102386041,471.95,374.05,0.02,0.06,104885,489,174247936,602112,50211907,754208
27-5-2021 14:17:25,1622139445.576004,1000.0,60.8,884.29,479.08,4923.08,18.9,17774830,26325796,0.0002657763946377803,0.00031182346551468813,0,0,6.464907499831596,475.84,377.48,0.02,0.06,105892,491,174247936,602112,50287150,756414
27-5-2021 14:17:30,1622139450.5774975,1000.0,19.1,891.53,483.09,4931.69,19.1,17904959,26481863,0.00026018028654313535,0.0003120407962862045,0,0,6.461641467183517,480.05,380.89,0.02,0.06,106899,493,174247936,602112,50362395,758620
27-5-2021 14:17:35,1622139455.5813398,1000.0,79.4,898.93,487.39,4939.77,19.0,18033790,26635462,0.00025746414633072537,0.00030696210859384066,0,0,6.448985590672211,484.64,385.39,0.02,0.06,107904,494,174247936,602112,50436557,759723
27-5-2021 14:17:40,1622139460.5850813,1000.0,58.1,906.92,492.24,4946.81,19.0,18170320,26808825,0.00027285582183780193,0.00034646673874801765,0,0,6.466846706716392,489.65,389.4,0.02,0.06,108913,497,174247936,602112,50512925,763032
27-5-2021 14:17:45,1622139465.5874104,1000.0,55.7,914.81,497.14,4953.95,19.0,18305141,26976313,0.00026951645324746254,0.00033482003338879704,0,0,6.444903049862112,495.03,394.46,0.02,0.06,109920,499,174247936,602112,50588190,765238
27-5-2021 14:17:50,1622139470.607451,1000.0,48.6,921.99,501.75,4962.05,19.1,18437095,27135758,0.0002628544524338826,0.0003176169587001562,0,0,6.456640354691146,498.89,398.21,0.02,0.06,110927,501,174247936,602112,50663407,767444
27-5-2021 14:17:55,1622139475.618379,1000.0,82.8,929.32,506.03,4970.32,19.1,18565938,27285112,0.00025712402181891957,0.00029805655840630003,0,0,6.456538291170894,503.63,402.44,0.02,0.06,111927,502,174247936,602112,50737231,768547
27-5-2021 14:18:0,1622139480.6216063,1000.0,77.9,937.27,510.86,4977.37,19.1,18698328,27450040,0.0002646092088388995,0.00032964323283769174,0,0,6.452455750360794,508.86,406.87,0.02,0.06,112929,504,174247936,602112,50812146,770753
27-5-2021 14:18:5,1622139485.6253965,1000.0,77.9,945.48,515.92,4983.97,19.2,18933020,27720704,0.0004690284632777821,0.0005409179690173402,0,0,6.455415592448116,513.53,411.15,0.02,0.06,113933,507,174247936,602112,50888170,774062
27-5-2021 14:18:10,1622139490.6274393,1000.0,47.9,953.6,520.59,4991.1,19.1,19070339,27888858,0.0002745258413482346,0.00033617065610782947,0,0,6.458477498055689,518.68,415.41,0.02,0.06,114935,509,174247936,602112,50963123,776268
27-5-2021 14:18:15,1622139495.6330233,1000.0,77.1,962.24,526.1,4996.83,19.1,19204252,28060656,0.00026752722551208886,0.0003432126999509072,0,0,6.462457975345536,524.88,420.86,0.02,0.06,115937,511,174247936,602112,51038084,778474
27-5-2021 14:18:20,1622139500.6367075,1000.0,79.8,970.59,530.85,5003.53,19.1,19334153,28224453,0.0002596107041753949,0.0003273527879832885,0,0,6.452353686840542,530.06,425.27,0.02,0.06,116939,513,174247936,602112,51113051,780680
27-5-2021 14:18:25,1622139505.6374483,1000.0,77.4,977.71,534.89,5012.33,19.1,19467130,28382574,0.00026591460387257425,0.0003161951546427977,0,0,6.452047496279785,534.39,428.85,0.02,0.06,117941,515,174247936,602112,51187998,782886
27-5-2021 14:18:30,1622139510.6412039,1000.0,23.1,984.49,538.47,5021.91,19.2,19598493,28538446,0.00026252881096313995,0.0003115100204962322,0,0,6.4685817865606845,537.77,431.9,0.02,0.06,118943,517,174247936,602112,51262945,785092
27-5-2021 14:18:35,1622139515.64508,1000.0,67.2,992.92,542.91,5029.03,19.1,19726118,28694880,0.00025505227280372413,0.00031262563952029606,0,0,6.45725273581266,543.23,435.96,0.02,0.06,119945,519,174247936,602112,51337906,787298
27-5-2021 14:18:40,1622139520.6489272,1000.0,24.1,1000.4,547.26,5037.03,19.2,19861367,28861606,0.0002702900322437151,0.00033319563113860833,0,0,6.438575111606459,548.0,440.22,0.02,0.06,120947,521,174247936,602112,51412865,789504
27-5-2021 14:18:45,1622139525.652697,1000.0,45.7,1008.56,552.09,5043.86,19.2,19994476,29025860,0.00026601742953130013,0.0003282604998176996,0,0,6.338348734718539,553.1,444.84,0.02,0.06,121949,523,174247936,602112,51487869,791710
27-5-2021 14:18:50,1622139530.65648,1000.0,82.8,1015.86,556.87,5051.62,19.1,20122184,29178412,0.000255222898987854,0.000304873333592219,0,0,6.455517655968368,557.2,449.29,0.02,0.06,122949,524,174247936,602112,51561724,792813
