time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,memory_percent_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel
22-6-2021 22:50:12,1624416612.2692766,1000.0,61.8,4100.55,1563.86,4664.62,24.2,67321334,93310509,0.0,0.0,63.296,0,0,6.239653310634406,36.06,4.01,0.04,0.05,13558,246,0,471040,43395670,449753
22-6-2021 22:50:20,1624416620.6009161,1000.0,79.7,4121.8,1567.95,4671.95,24.7,67952427,94269695,0.0007574655598796626,0.001151257200632449,64.757,0,0,6.228834577487645,44.37,4.43,0.04,0.05,14613,252,0,471040,43478983,455633
22-6-2021 22:50:25,1624416625.6025422,1000.0,73.6,4135.53,1569.46,4676.44,24.5,68208858,94739872,0.0005126952699899039,0.0009400482935294213,64.757,0,0,6.257310299638083,47.98,4.66,0.04,0.05,15656,255,0,471040,43559052,458573
22-6-2021 22:50:30,1624416630.603393,1000.0,97.3,4150.73,1571.84,4678.28,24.5,69037228,95034591,0.0016564580986903083,0.0005893377046342926,66.218,0,0,6.2538401399494985,51.18,4.88,0.04,0.05,16699,258,0,471040,43639136,461513
22-6-2021 22:50:35,1624416635.6114025,1000.0,90.2,4165.75,1574.63,4680.38,24.4,70060771,95479935,0.0020438120445678133,0.0008892635005818106,66.218,0,0,6.234039817020521,55.58,5.18,0.04,0.05,17742,261,0,471040,43719199,464453
22-6-2021 22:50:40,1624416640.6192796,1000.0,72.2,4177.52,1576.83,4686.03,24.3,70842384,96447303,0.0015607671326743875,0.0019316927681614262,65.731,0,0,6.267618715183581,60.1,5.46,0.04,0.05,18785,264,0,471040,43799280,467393
22-6-2021 22:50:45,1624416645.626316,1000.0,76.6,4189.89,1579.51,4691.03,23.9,71942411,96914477,0.0021969622380994306,0.0009330349497074739,65.244,0,0,6.340798259204599,64.02,5.81,0.04,0.05,19822,264,0,471040,43876453,467393
22-6-2021 22:50:50,1624416650.6383703,1000.0,98.5,4203.01,1585.13,4692.31,24.0,73026167,98039330,0.002162299040843677,0.002244295360754757,66.705,0,0,6.490627506935216,70.61,9.1,0.04,0.05,20862,265,0,471040,43954692,468495
22-6-2021 22:50:55,1624416655.6416507,1000.0,95.6,4216.84,1590.47,4693.16,23.9,77647553,98248997,0.009236711975734991,0.0004190590636264593,66.705,0,0,6.495628619427587,77.29,12.62,0.04,0.05,21905,268,0,471040,44035133,471801
22-6-2021 22:51:0,1624416660.6785266,1000.0,82.5,4229.56,1596.0,4694.54,24.2,84694072,98484167,0.013989860086822096,0.00046689654801440996,67.679,0,0,6.492566713820012,82.51,15.79,0.04,0.05,22948,271,0,471040,44115574,475107
22-6-2021 22:51:5,1624416665.6830766,1000.0,94.7,4241.38,1601.0,4697.14,24.0,90339520,99206638,0.011280630670843011,0.0014436283039706717,67.192,0,0,6.487667664847894,88.76,19.54,0.04,0.05,23996,274,0,471040,44196351,478413
22-6-2021 22:51:10,1624416670.6883652,1000.0,98.7,4255.14,1606.03,4698.02,24.1,98563055,99460340,0.01642969198316714,0.0005068678756171732,66.705,0,0,6.504304018649046,94.49,22.65,0.04,0.05,25044,277,0,471040,44277136,481719
22-6-2021 22:51:15,1624416675.6975093,1000.0,99.5,4267.92,1611.51,4699.36,24.2,106408921,99714043,0.015663087133969824,0.0005064797429817876,68.166,0,0,6.500119414318696,100.4,26.14,0.04,0.05,26099,280,0,471040,44382432,485025
22-6-2021 22:51:20,1624416680.7030098,1000.0,90.6,4280.86,1616.78,4700.6,24.0,114120494,99952090,0.015406197472573768,0.0004755708193067443,67.679,0,0,6.494403857184558,106.36,29.89,0.04,0.05,27145,282,0,471040,44462120,487229
22-6-2021 22:51:25,1624416685.7141395,1000.0,95.9,4294.36,1621.85,4701.65,23.9,122409383,100191680,0.01654095908981744,0.0004781157508960924,68.166,0,0,6.495832746468092,112.33,32.96,0.04,0.05,28187,285,0,471040,44542635,490535
22-6-2021 22:51:30,1624416690.719903,1000.0,89.2,4308.01,1627.15,4702.55,24.2,130545280,100514567,0.01625305899899665,0.000645030469413395,67.679,0,0,6.491954332698498,118.83,36.4,0.04,0.05,29229,288,0,471040,44623108,493841
22-6-2021 22:51:35,1624416695.7346828,1000.0,83.2,4320.63,1632.49,4704.05,24.2,138128619,100764707,0.015121978019293117,0.0004988055501337842,68.166,0,0,6.477257185782144,124.47,39.15,0.04,0.05,30271,291,0,471040,44703564,497145
