time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,memory_percent_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel
23-6-2021 13:39:58,1624469998.4907954,1000.0,85.1,5357.0,1996.37,2503.01,20.2,586348796,156623902,0.0,0.0,60.861,0,0,6.254860775152024,31.45,4.21,0.01,0.09,13525,243,0,471040,43389731,446813
23-6-2021 13:40:6,1624470006.1585183,1000.0,87.5,5378.52,2001.53,2506.09,20.6,587002661,157235951,0.0008527499038222385,0.0007982148086906277,61.835,0,0,6.268639350386105,38.38,4.62,0.01,0.09,14549,246,0,471040,43468043,449753
23-6-2021 13:40:11,1624470011.1663275,1000.0,76.3,5390.19,2004.63,2510.75,20.5,587325077,157636467,0.0006438264509708834,0.000799782873173336,61.348,0,0,6.272313637115196,41.99,4.98,0.01,0.09,15573,249,0,471040,43546378,452693
23-6-2021 13:40:16,1624470016.167544,1000.0,76.6,5401.88,2007.72,2515.18,20.5,587681547,158071480,0.0007127665964901308,0.000869814389538983,62.322,0,0,6.279049829451858,46.16,5.27,0.01,0.09,16591,249,0,471040,43621761,452693
23-6-2021 13:40:21,1624470021.1691003,1000.0,77.5,5413.59,2011.01,2519.43,20.3,588095123,158528712,0.0008268946048288192,0.0009141794348682966,62.322,0,0,6.27792713072908,50.86,5.67,0.01,0.09,17615,252,0,471040,43700113,455633
23-6-2021 13:40:26,1624470026.1795392,1000.0,76.3,5425.84,2013.96,2523.62,20.4,588492977,158944003,0.0007940501948560916,0.0008288515371769069,61.835,0,0,6.27129300191267,55.66,6.06,0.01,0.09,18639,255,0,471040,43778427,458573
23-6-2021 13:40:31,1624470031.183917,1000.0,74.4,5438.18,2017.03,2527.95,20.5,588863818,159399728,0.0007410331747763041,0.0009106526613155805,62.322,0,0,6.275273479202516,60.03,6.28,0.01,0.09,19663,258,0,471040,43856754,461513
23-6-2021 13:40:36,1624470036.191598,1000.0,73.1,5450.12,2020.07,2532.43,20.4,589209254,159867729,0.0006898123250758817,0.0009345663391998453,62.809,0,0,6.279151892972109,65.43,6.67,0.01,0.09,20687,261,0,471040,43935100,464453
23-6-2021 13:40:41,1624470041.195699,1000.0,70.9,5461.45,2022.83,2537.34,20.5,589522321,160159703,0.0006256208610176866,0.0005834694339383519,61.348,0,0,6.279151892972109,67.18,6.82,0.01,0.09,21711,264,0,471040,44013426,467393
23-6-2021 13:40:46,1624470046.2024565,1000.0,80.1,5472.92,2025.67,2542.43,20.5,589788698,160559387,0.000532034954993754,0.0007982891126175442,62.322,0,0,6.423469710609095,71.96,7.87,0.01,0.09,22729,264,0,471040,44088811,467393
