time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel,memory_percent_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel
23-6-2021 0:11:31,1624421491.1772459,1000.0,94.2,15714.35,5983.47,7908.58,21.2,2539364569,343688920,0.0004234189171070852,0.0005195353167831259,63.783,0,0,24036,275,0,471040,44192569,479515,6.471949882729016,80.45,27.17,0.02,0.07
23-6-2021 0:11:36,1624421496.1810422,1000.0,69.0,15723.28,5988.14,7914.93,21.0,2539501940,343866920,0.0002745335555093586,0.0003557299057345862,62.322,0,0,25086,278,0,471040,44272907,482821,6.473991153134065,86.51,31.69,0.02,0.07
23-6-2021 0:11:41,1624421501.184799,1000.0,68.9,15731.38,5992.37,7922.35,20.9,2539633077,344028464,0.0002620770877746551,0.0003228454293408335,63.296,0,0,26134,280,0,471040,44352151,485025,6.494607984225062,91.36,35.54,0.02,0.07
23-6-2021 0:11:46,1624421506.1872456,1000.0,82.7,15740.38,5998.48,7927.06,21.0,2539773021,344217008,0.00027975110930806543,0.0003769035696662943,62.809,0,0,27184,283,0,471040,44432513,488329,6.5122649732287385,97.35,41.52,0.02,0.07
23-6-2021 0:11:51,1624421511.2073932,1000.0,69.8,15749.49,6003.49,7932.9,20.7,2539913537,344397130,0.00027990412286459576,0.00035879821812901535,63.783,0,0,28234,286,0,471040,44512850,491635,6.457150672292408,102.93,45.98,0.02,0.07
23-6-2021 0:11:56,1624421516.2111661,1000.0,59.6,15758.54,6008.72,7938.49,20.9,2540052038,344579861,0.0002767931333401152,0.00036518643221617597,62.322,0,0,29284,289,0,471040,44593166,494939,6.523696087497015,109.08,50.55,0.02,0.07
23-6-2021 0:12:1,1624421521.214955,1000.0,64.4,15767.99,6014.05,7943.67,20.9,2540187367,344750532,0.0002704530534855846,0.000341083530443868,63.296,0,0,30332,291,0,471040,44672370,497143,6.484707822760573,115.28,55.79,0.02,0.07
23-6-2021 0:12:6,1624421526.219031,1000.0,94.5,15777.3,6018.76,7949.59,21.0,2540317744,344917775,0.0002605416062726575,0.0003342135488457171,64.757,0,0,31380,293,0,471040,44751580,499347,6.488382109489662,121.21,59.88,0.02,0.07
23-6-2021 0:12:11,1624421531.22284,1000.0,86.3,15786.35,6024.27,7954.86,20.9,2540457877,345099366,0.0002800526572736452,0.00036290554035793506,63.783,0,0,32430,296,0,471040,44831878,502653,6.480319091389718,127.4,65.4,0.02,0.07
23-6-2021 0:12:16,1624421536.226535,1000.0,92.5,15795.55,6030.26,7959.49,21.0,2540599457,345287539,0.0002829508986555403,0.00037606808484749954,63.783,0,0,33480,299,0,471040,44912168,505957,6.49654719110986,133.67,71.01,0.02,0.07
23-6-2021 0:12:21,1624421541.2302952,1000.0,66.7,15804.43,6035.71,7965.18,20.8,2540739612,345470172,0.0002800993597125041,0.000364991519120786,63.783,0,0,34530,302,0,471040,44992477,509263,6.483176869956786,139.49,76.09,0.02,0.07
23-6-2021 0:12:26,1624421546.2340324,1000.0,61.7,15812.78,6041.0,7971.29,20.9,2540878687,345655291,0.00027794225421739306,0.0003699614751642609,63.783,0,0,35580,305,0,471040,45072807,512569,6.476542741140376,144.94,81.01,0.02,0.07
23-6-2021 0:12:31,1624421551.237738,1000.0,77.6,15821.74,6046.82,7976.3,20.9,2541015669,345839471,0.0002737611155520482,0.0003680872104537548,64.27,0,0,36630,308,0,471040,45153137,515875,6.489913062293449,151.07,86.83,0.02,0.07
23-6-2021 0:12:36,1624421556.2418776,1000.0,44.0,15830.2,6051.99,7982.46,20.8,2541155616,346019588,0.0002796624584014309,0.0003599359973410686,63.296,0,0,37680,311,0,471040,45233469,519179,6.376112237211952,156.22,91.39,0.02,0.07
23-6-2021 0:12:41,1624421561.2456965,1000.0,55.3,15837.48,6056.22,7990.74,20.9,2541289591,346182997,0.0002677454965894523,0.00032656856765953207,63.296,0,0,38728,313,0,471040,45312679,521383,6.388257796121994,160.9,95.2,0.02,0.07
23-6-2021 0:12:46,1624421566.2472532,1000.0,55.4,15846.23,6062.23,7995.75,21.0,2541429755,346367125,0.00028024075349237674,0.00036814138765335137,63.783,0,0,39778,316,0,471040,45392982,524687,6.513081481390759,166.91,100.84,0.02,0.07
23-6-2021 0:12:51,1624421571.2576518,1000.0,92.5,15855.59,6068.35,8000.09,21.0,2541566086,346546034,0.0002720961148353318,0.00035707538130780504,64.757,0,0,40823,319,0,471040,45472984,527993,6.488994490611177,173.0,106.62,0.02,0.07
23-6-2021 0:12:56,1624421576.2614686,1000.0,56.3,15864.11,6073.02,8006.77,20.9,2541703701,346722096,0.0002750200583213012,0.00035185540463005433,63.783,0,0,41866,321,0,471040,45551884,530197,6.520940372450198,178.96,111.27,0.02,0.07
23-6-2021 0:13:1,1624421581.2725768,1000.0,39.0,15872.61,6078.68,8012.56,21.0,2541837122,346896307,0.0002662504893917441,0.00034764965041054357,63.296,0,0,42911,324,0,471040,45631912,533503,6.514510370674293,184.14,116.2,0.02,0.07
23-6-2021 0:13:6,1624421586.2766325,1000.0,49.8,15881.12,6083.5,8019.13,20.8,2541974417,347064613,0.0002743674474788159,0.00033633917925175423,63.783,0,0,43954,326,0,471040,45710813,535705,6.4254089174938915,189.72,120.94,0.02,0.07
23-6-2021 0:13:11,1624421591.277247,1000.0,60.2,15890.17,6088.67,8024.69,21.0,2542113125,347249175,0.0002773819150507409,0.000369078647270488,63.783,0,0,44999,329,0,471040,45790778,539009,6.566766893043555,195.81,125.53,0.02,0.07
23-6-2021 0:13:16,1624421596.282186,1000.0,54.1,15899.51,6094.08,8029.78,21.0,2542252649,347433920,0.000278772623981552,0.0003691253721042389,63.783,0,0,46044,332,0,471040,45870760,542315,6.426531616216669,202.47,130.69,0.02,0.07
23-6-2021 0:13:21,1624421601.285894,1000.0,64.7,15908.48,6099.4,8035.31,20.9,2542393217,347621217,0.00028092767045922366,0.0003743164154999802,63.296,0,0,47089,335,0,471040,45950752,545619,6.4165293912319274,208.31,135.66,0.02,0.07
23-6-2021 0:13:26,1624421606.2872477,1000.0,73.0,15917.52,6105.02,8040.49,20.9,2542531297,347805017,0.0002760852504323981,0.0003675004999237744,64.27,0,0,48111,338,0,471040,46029489,548925,6.505834971452834,213.74,140.91,0.02,0.07
23-6-2021 0:13:31,1624421611.2911136,1000.0,86.3,15928.07,6110.28,8044.49,21.2,2542750873,348065541,0.00043881271376067975,0.0005206454413951767,65.244,0,0,49137,340,0,471040,46107497,551129,6.5072638607363675,221.26,146.03,0.02,0.07
23-6-2021 0:13:36,1624421616.2949345,1000.0,24.7,15936.56,6114.64,8051.55,21.0,2542888635,348238471,0.0002753136110567667,0.00034559590278920654,63.296,0,0,50160,343,0,471040,46186257,554435,6.509407194661669,226.14,149.8,0.02,0.07
23-6-2021 0:13:41,1624421621.3101382,1000.0,61.9,15944.35,6119.39,8058.97,21.0,2543021552,348401999,0.00026502811763983846,0.00032606452162934393,63.783,0,0,51181,345,0,471040,46263883,556641,6.543598473946245,231.44,154.3,0.02,0.07
23-6-2021 0:13:46,1624421626.314982,1000.0,59.6,15953.58,6124.83,8064.1,21.2,2543159890,348585971,0.0002764082316344316,0.000367587902024387,62.809,0,0,52204,348,0,471040,46342636,559950,6.533187994880493,237.52,159.29,0.02,0.07
23-6-2021 0:13:51,1624421631.3175552,1000.0,77.5,15963.0,6130.32,8069.02,20.9,2543301386,348773458,0.0002828464329857247,0.0003747811187679833,63.783,0,0,53227,351,0,471040,46421389,563259,6.486749093165622,243.82,164.55,0.02,0.07
23-6-2021 0:13:56,1624421636.3209536,1000.0,93.0,15971.89,6135.84,8074.4,20.9,2543436193,348949186,0.00026943087223182716,0.00035121728334251576,63.783,0,0,54248,353,0,471040,46499013,565463,6.472868454411287,249.92,169.87,0.02,0.07
23-6-2021 0:14:1,1624421641.327324,1000.0,52.4,15979.86,6140.61,8081.36,20.9,2543576070,349126411,0.0002793980298100236,0.00035399898362905576,63.783,0,0,55271,356,0,471040,46577728,568772,6.414079866745868,254.87,174.16,0.02,0.07
23-6-2021 0:14:6,1624421646.3374364,1000.0,94.4,15988.12,6146.43,8086.96,20.9,2543709479,349299488,0.00026627944853545993,0.0003454553149650458,65.244,0,0,56292,358,0,471040,46655348,570978,6.517980530362877,260.17,179.7,0.02,0.07
23-6-2021 0:14:11,1624421651.3411448,1000.0,86.2,15996.7,6151.83,8092.87,20.9,2543848189,349482904,0.00027721439770022255,0.0003665601324243675,65.244,0,0,57315,361,0,471040,46734083,574287,6.49287290438077,265.97,184.92,0.02,0.07
23-6-2021 0:14:16,1624421656.345586,1000.0,88.9,16006.05,6157.33,8097.74,20.9,2543988184,349670703,0.0002797415189640397,0.0003752646703091374,64.27,0,0,58327,364,0,471040,46812178,577596,6.488382109489662,272.38,189.92,0.02,0.07
23-6-2021 0:14:21,1624421661.349608,1000.0,89.9,16014.78,6162.92,8103.28,21.0,2544126888,349854219,0.0002771850388402845,0.00036673700533375856,64.757,0,0,59339,367,0,471040,46890265,580905,6.514714497714798,278.15,195.42,0.02,0.07
23-6-2021 0:14:26,1624421666.353348,1000.0,80.2,16023.37,6168.26,8109.23,21.0,2544265520,350037331,0.00027705675754186824,0.0003659502639145838,64.757,0,0,60357,370,0,471040,46968700,584214,6.510734020424952,284.1,200.45,0.02,0.07
23-6-2021 0:14:31,1624421671.3570302,1000.0,84.3,16032.83,6173.96,8113.85,21.0,2544405417,350227618,0.00027958810368569745,0.00038029394115699633,63.783,0,0,61377,374,0,471040,47048210,588626,6.519613546686916,290.37,205.39,0.02,0.07
23-6-2021 0:14:36,1624421676.357207,1000.0,84.1,16041.33,6179.48,8119.6,20.9,2544542811,350404008,0.0002747782779826039,0.0003527675186205475,64.757,0,0,62393,376,0,471040,47125532,590832,6.512060846188233,295.79,210.72,0.02,0.07
23-6-2021 0:14:41,1624421681.361018,1000.0,78.6,16048.94,6183.62,8127.74,20.9,2544676617,350569431,0.00026740818775972596,0.00033059402899553945,64.757,0,0,63409,378,0,471040,47202854,593038,6.5177764033223715,300.52,214.83,0.02,0.07
23-6-2021 0:14:46,1624421686.3647745,1000.0,92.1,16058.42,6189.23,8132.46,20.9,2544817437,350757950,0.00028142856141978595,0.00037675494226882994,64.27,0,0,64421,381,0,471040,47280947,596345,6.515735132917322,306.65,219.99,0.02,0.07
23-6-2021 0:14:51,1624421691.367194,1000.0,86.9,16067.71,6194.72,8137.62,20.9,2544955813,350940197,0.00027661814604253577,0.0003643177087198215,64.27,0,0,65428,384,0,471040,47358711,599654,6.508182432418639,312.96,225.34,0.02,0.07
23-6-2021 0:14:56,1624421696.3695502,1000.0,65.8,16077.51,6199.43,8143.07,20.9,2545093682,351119435,0.00027560811742474993,0.0003583071448329742,64.27,0,0,66435,387,0,471040,47436458,602961,6.469908612323966,319.86,229.61,0.02,0.07
23-6-2021 0:15:1,1624421701.3732183,1000.0,45.8,16085.76,6205.11,8148.88,21.0,2545230389,351296560,0.0002732135667112421,0.00035399030776572343,63.783,0,0,67442,390,0,471040,47514252,606270,6.507876241857883,324.73,234.66,0.02,0.07
23-6-2021 0:15:6,1624421706.3872547,1000.0,61.3,16094.95,6209.6,8155.04,20.9,2545366696,351467185,0.000271850837655768,0.0003402946963473293,64.757,0,0,68453,392,0,471040,47591290,608474,6.51644957755909,330.93,239.12,0.02,0.07
23-6-2021 0:15:11,1624421711.3910377,1000.0,44.4,16104.11,6214.48,8160.79,21.1,2545506712,351650542,0.0002798202886638532,0.00036643675486043115,64.757,0,0,69466,395,0,471040,47669431,611781,6.523389896936258,336.81,243.48,0.02,0.07
23-6-2021 0:15:16,1624421716.3949122,1000.0,62.2,16112.55,6220.07,8166.63,21.0,2545648100,351837562,0.0002825570442673498,0.0003737503778176349,63.296,0,0,70479,398,0,471040,47747570,615090,6.510325766343941,342.42,248.83,0.02,0.07
23-6-2021 0:15:21,1624421721.3972404,1000.0,91.5,16121.54,6226.1,8171.54,20.9,2545783780,352016965,0.0002712337050471408,0.0003586390063868824,64.27,0,0,71492,401,0,471040,47825713,618399,6.513795926032525,348.31,254.43,0.02,0.07
23-6-2021 0:15:26,1624421726.4015489,1000.0,85.8,16130.55,6231.36,8177.11,21.0,2545920770,352198277,0.00027374411676721094,0.0003623117986663008,64.27,0,0,72503,403,0,471040,47902723,620605,6.52145069005146,354.37,259.66,0.02,0.07
23-6-2021 0:15:31,1624421731.4053802,1000.0,90.1,16139.75,6237.05,8182.07,21.1,2546154911,352476900,0.0004679234408829218,0.0005568193219859927,64.27,0,0,73516,406,0,471040,47980856,623912,6.514000053073031,360.32,265.1,0.02,0.07
23-6-2021 0:15:36,1624421736.4091604,1000.0,54.2,16148.51,6241.89,8188.25,20.8,2546291701,352650490,0.0002733733228476644,0.000346917721420616,63.783,0,0,74529,409,0,471040,48058973,627221,6.4066292297674385,366.06,269.53,0.02,0.07
23-6-2021 0:15:41,1624421741.4123695,1000.0,50.5,16156.14,6246.55,8195.81,20.9,2546425191,352815100,0.000266808756053139,0.0003290088346236213,64.27,0,0,75540,411,0,471040,48136013,629427,6.445515430983627,371.18,274.03,0.02,0.07
23-6-2021 0:15:46,1624421746.417241,1000.0,58.9,16166.0,6251.78,8200.6,20.9,2546564452,352999429,0.0002782508942088428,0.00036829915826126324,64.757,0,0,76553,414,0,471040,48214143,632736,6.437248285843178,377.8,278.85,0.02,0.07
23-6-2021 0:15:51,1624421751.4213526,1000.0,65.8,16174.82,6257.81,8205.65,20.9,2546706158,353189389,0.00028317914018476077,0.00037960784631206265,65.244,0,0,77566,417,0,471040,48292271,636045,6.472256073289772,383.81,284.42,0.02,0.07
23-6-2021 0:15:56,1624421756.425209,1000.0,59.1,16183.87,6263.15,8211.18,21.0,2546844634,353371448,0.0002767385559509989,0.00036383737801411734,65.244,0,0,78584,420,0,471040,48370722,639354,6.488280045969409,389.67,289.4,0.02,0.07
23-6-2021 0:16:1,1624421761.4298675,1000.0,59.2,16192.46,6268.77,8216.79,20.9,2546979603,353541186,0.0002696867349932178,0.0003391600072926287,64.757,0,0,79594,422,0,471040,48447724,641560,6.518286720923634,395.18,294.7,0.02,0.07
23-6-2021 0:16:6,1624421766.4336715,1000.0,87.2,16200.63,6273.29,8223.92,20.9,2547111022,353710641,0.00026263818652601137,0.0003386523554262721,64.757,0,0,80612,425,0,471040,48526157,644867,6.511448465066719,400.29,298.77,0.02,0.07
23-6-2021 0:16:11,1624421771.437513,1000.0,82.8,16209.18,6278.38,8230.21,21.0,2547248699,353888994,0.0002751426003151475,0.00035643214330648913,65.731,0,0,81633,427,0,471040,48603829,647073,6.5216548170919655,406.1,303.95,0.02,0.07
23-6-2021 0:16:16,1624421776.4412968,1000.0,83.2,16218.4,6283.84,8235.42,20.9,2547390998,354076863,0.0002843827960008367,0.00037545387881770913,65.244,0,0,82656,430,0,471040,48682560,650380,6.508488622979397,412.1,308.82,0.02,0.07
23-6-2021 0:16:21,1624421781.4450686,1000.0,89.5,16227.33,6289.95,8240.18,21.0,2547530291,354264025,0.000278376005283185,0.0003740418391506499,65.244,0,0,83679,433,0,471040,48761293,653689,6.52145069005146,418.37,314.66,0.02,0.07
23-6-2021 0:16:26,1624421786.4472623,1000.0,57.2,16236.09,6295.33,8245.98,20.9,2547665832,354440061,0.0002709631182188639,0.0003519176004218349,65.731,0,0,84702,436,0,471040,48840038,656998,6.51563306939707,424.01,319.73,0.02,0.07
23-6-2021 0:16:31,1624421791.4508436,1000.0,54.6,16245.3,6301.04,8251.02,20.9,2547804229,354622384,0.00027659588623394395,0.00036438500665355,66.218,0,0,85725,439,0,471040,48918803,660307,6.441841144254538,429.91,324.63,0.02,0.07
23-6-2021 0:16:36,1624421796.4617324,1000.0,84.3,16254.62,6306.77,8255.88,21.0,2547939883,354797606,0.0002707184394032485,0.00034968247445055814,64.757,0,0,86746,441,0,471040,48996427,662513,6.522879579334995,436.01,329.91,0.02,0.07
23-6-2021 0:16:41,1624421801.4657369,1000.0,88.7,16262.18,6311.37,8263.5,21.0,2548071478,354961040,0.00026297938094699925,0.0003266064223237348,64.757,0,0,87769,444,0,471040,49075180,665822,6.512673227309748,440.79,334.11,0.02,0.07
23-6-2021 0:16:46,1624421806.4673116,1000.0,91.2,16271.64,6317.22,8268.15,20.9,2548211220,355144905,0.00027939600396508266,0.00036761421955489347,65.731,0,0,88790,446,0,471040,49152836,668028,6.516653704599594,447.17,339.53,0.02,0.07
23-6-2021 0:16:51,1624421811.4710927,1000.0,89.8,16280.63,6322.49,8273.63,20.9,2548349357,355325004,0.0002760652350386392,0.00035992581831966727,65.244,0,0,89813,449,0,471040,49231583,671337,6.5132856084312625,453.66,344.91,0.02,0.07
23-6-2021 0:16:56,1624421816.4798508,1000.0,61.1,16289.5,6327.65,8279.55,20.9,2548489595,355505551,0.00027998557345698503,0.00036046260878605144,65.244,0,0,90836,452,0,471040,49310333,674646,6.473174644972045,459.75,349.66,0.02,0.07
23-6-2021 0:17:1,1624421821.4799829,1000.0,78.0,16298.23,6333.42,8284.79,20.9,2548621192,355674916,0.00026318704744604656,0.0003387210520809721,64.27,0,0,91857,454,0,471040,49387977,676852,6.509611321702175,465.25,354.85,0.02,0.07
23-6-2021 0:17:6,1624421826.4838214,1000.0,65.3,16306.18,6337.92,8292.08,20.9,2548760767,355852574,0.0002789358587586396,0.00035504343038038615,65.244,0,0,92880,457,0,471040,49466748,680161,6.522981642855247,470.54,359.46,0.02,0.07
23-6-2021 0:17:11,1624421831.4874952,1000.0,66.6,16315.35,6343.76,8297.02,20.9,2548900343,356041310,0.0002789470413246264,0.0003771948529220259,65.731,0,0,93903,460,0,471040,49545511,683470,6.519613546686916,476.64,364.81,0.02,0.07
23-6-2021 0:17:16,1624421836.4928427,1000.0,55.8,16324.56,6349.78,8301.71,20.8,2549039248,356222992,0.00027751320017020144,0.0003629757980873441,65.244,0,0,94928,464,0,471040,49625337,687882,6.400811609113048,482.32,369.87,0.02,0.07
23-6-2021 0:17:21,1624421841.5112634,1000.0,65.8,16333.88,6354.94,8307.1,20.9,2549177863,356406480,0.00027621239507350117,0.00036562897195286645,65.731,0,0,95949,466,0,471040,49702979,690086,6.436125587120401,489.0,375.01,0.02,0.07
23-6-2021 0:17:26,1624421846.5152013,1000.0,65.8,16343.09,6360.33,8312.41,21.0,2549316742,356590966,0.00027753941219752946,0.0003686816293224564,63.296,0,0,96972,469,0,471040,49781738,693395,6.398872402228251,495.33,380.18,0.02,0.07
23-6-2021 0:17:31,1624421851.5171967,1000.0,49.1,16352.51,6365.82,8317.37,21.2,2549562296,356882087,0.0004909120941564562,0.0005820097402726964,65.244,0,0,97995,472,0,471040,49860519,696704,6.41826447107622,501.58,384.9,0.02,0.07
23-6-2021 0:17:36,1624421856.5208895,1000.0,86.1,16362.19,6371.14,8322.13,21.0,2549695113,357053370,0.0002654379546737699,0.00034231317670469386,65.731,0,0,99016,474,0,471040,49938172,698908,6.514612434194546,507.89,389.91,0.02,0.07
23-6-2021 0:17:41,1624421861.5272462,1000.0,92.8,16370.11,6375.53,8329.93,21.0,2549828623,357216950,0.00026668095697046537,0.00032674459547021737,64.757,0,0,100037,476,0,471040,50015854,701114,6.510223702823689,513.06,394.11,0.02,0.07
23-6-2021 0:17:46,1624421866.5309267,1000.0,75.8,16379.57,6381.2,8334.51,21.0,2549969534,357401549,0.00028161470524002124,0.0003689264356409555,64.757,0,0,101060,479,0,471040,50094604,704423,6.5227775158147425,519.43,399.17,0.02,0.07
23-6-2021 0:17:51,1624421871.535446,1000.0,66.3,16388.78,6386.39,8339.99,20.9,2550107680,357580919,0.0002760425004122108,0.00035841604750726225,64.757,0,0,102083,482,0,471040,50173376,707730,6.47919639266694,525.72,404.14,0.02,0.07
23-6-2021 0:17:56,1624421876.5371993,1000.0,68.7,16398.1,6391.89,8345.02,21.0,2550248409,357766079,0.00028135933683380717,0.0003701901868708492,63.783,0,0,103106,485,0,471040,50252132,711039,6.494710047745316,531.9,409.0,0.02,0.07
23-6-2021 0:18:1,1624421881.540915,1000.0,66.2,16407.49,6397.07,8350.3,21.0,2550381505,357935636,0.0002659943261274006,0.00033886217433419237,65.244,0,0,104127,487,0,471040,50329791,713245,6.515326878836312,537.76,413.96,0.02,0.07
23-6-2021 0:18:6,1624421886.546668,1000.0,69.3,16415.9,6401.91,8356.93,21.1,2550518723,358112166,0.0002741205946336503,0.00035265423319592393,64.27,0,0,105150,490,0,471040,50408555,716554,6.510427829864194,543.13,418.31,0.02,0.07
23-6-2021 0:18:11,1624421891.5504973,1000.0,84.3,16424.97,6407.32,8362.21,21.1,2550653184,358287571,0.00026871620418951567,0.00035054153840788035,64.757,0,0,106171,492,0,471040,50486178,718760,6.511754655627476,549.0,423.81,0.02,0.07
23-6-2021 0:18:16,1624421896.5542212,1000.0,83.2,16434.46,6413.16,8366.79,21.0,2550795614,358477623,0.00028464800215026925,0.0003798211198810853,64.757,0,0,107194,495,0,471040,50564898,722067,6.516755768119848,555.14,428.87,0.02,0.07
23-6-2021 0:18:21,1624421901.5580769,1000.0,83.7,16443.07,6418.7,8372.52,21.0,2550936303,358661970,0.000281161185067896,0.00036840990399897235,65.244,0,0,108217,498,0,471040,50643670,725376,6.516245450518585,561.25,434.36,0.02,0.07
23-6-2021 0:18:26,1624421906.5618114,1000.0,78.4,16451.91,6423.83,8378.33,20.9,2551074984,358845246,0.00027715498802697875,0.0003662784201558437,64.757,0,0,109240,501,0,471040,50722398,728683,6.516755768119848,567.01,439.18,0.02,0.07
23-6-2021 0:18:31,1624421911.5655632,1000.0,84.7,16460.62,6430.03,8383.29,21.0,2551215238,359032463,0.00028029767837015,0.0003741532537497994,65.244,0,0,110263,504,0,471040,50801140,731992,6.517470212761614,572.91,444.86,0.02,0.07
23-6-2021 0:18:36,1624421916.5692763,1000.0,58.8,16468.75,6434.87,8390.03,21.0,2551352501,359208276,0.0002743222810895115,0.00035136506709885606,64.27,0,0,111280,507,0,471040,50879532,735301,6.421632567244551,577.94,449.26,0.02,0.07
23-6-2021 0:18:41,1624421921.573088,1000.0,67.8,16476.77,6439.54,8397.13,21.0,2551486903,359376443,0.0002685992415430761,0.00033607780131675476,64.757,0,0,112301,509,0,471040,50957157,737507,6.5150206882755555,583.19,453.8,0.02,0.07
23-6-2021 0:18:46,1624421926.5744514,1000.0,92.3,16486.08,6445.67,8401.65,21.0,2551627743,359565924,0.0002816032059128468,0.0003788586840355873,64.757,0,0,113324,512,0,471040,51035917,740816,6.51440830715404,589.51,459.61,0.02,0.07
23-6-2021 0:18:51,1624421931.57821,1000.0,90.7,16495.18,6451.15,8406.9,21.1,2551769368,359755780,0.0002830372313522211,0.0003794267720784275,65.731,0,0,114347,515,0,471040,51114657,744125,6.508080368898388,595.56,464.6,0.02,0.07
23-6-2021 0:18:56,1624421936.582023,1000.0,79.7,16504.15,6456.53,8412.47,21.0,2551907962,359938279,0.00027697678913822657,0.0003647198799438447,64.757,0,0,115370,518,0,471040,51193415,747434,6.5188991020451486,601.52,469.75,0.02,0.07
23-6-2021 0:19:1,1624421941.585775,1000.0,19.4,16508.9,6457.88,8426.26,20.9,2552029713,360066892,0.00024331941344407228,0.0002570331226953575,62.809,0,0,116389,519,0,471040,51269937,748537,6.406935420328195,603.04,470.36,0.02,0.07
23-6-2021 0:19:6,1624421946.587211,1000.0,63.2,16515.42,6461.29,8436.19,21.1,2552161752,360229724,0.0002640021788328595,0.00032557049647234665,64.757,0,0,117410,521,0,471040,51347622,750743,6.426123362135659,607.21,473.56,0.02,0.07
23-6-2021 0:19:11,1624421951.5913923,1000.0,90.4,16525.34,6466.61,8440.71,21.0,2552293601,360401871,0.0002634776596910638,0.00034400631542778144,64.757,0,0,118431,523,0,471040,51425289,752949,6.517164022200856,613.79,478.66,0.02,0.07
23-6-2021 0:19:16,1624421956.607244,1000.0,89.4,16534.72,6472.51,8445.36,21.0,2552435010,360588846,0.00028192420239046405,0.00037276819539037136,65.244,0,0,119454,526,0,471040,51504031,756256,6.516959895160351,620.11,484.41,0.02,0.07
23-6-2021 0:19:21,1624421961.6110368,1000.0,84.1,16544.03,6478.39,8450.24,21.1,2552574295,360773268,0.00027835885018402445,0.0003685644245154766,66.218,0,0,120477,529,0,471040,51582807,759563,6.505937034973086,626.48,489.87,0.02,0.07
