time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,gpu,gpu_mem,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel,memory_percent_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel
29-5-2021 17:49:4,1622324944.2980614,1000.0,92.2,1486.76,587.1,877.36,20.1,40830756,25023751,0.0007260924727061181,0.0003860873351984101,0,0,107859,568,4210688,602112,50498475,841304,6.401219863194058,658.89,292.89,0.02,0.11
29-5-2021 17:49:9,1622324949.3020203,1000.0,99.3,1500.33,592.58,878.16,20.0,41214566,25204199,0.0007670126884797952,0.0003606104729183765,0,0,108857,571,4210688,602112,50574341,844611,6.501854494162987,665.23,296.29,0.02,0.11
29-5-2021 17:49:14,1622324954.3240767,1000.0,92.7,1513.66,598.03,879.21,20.0,41644326,25387542,0.0008557450789167563,0.00036507555380639156,0,0,109853,573,4210688,602112,50649110,846817,6.478788138585931,671.94,298.78,0.02,0.11
29-5-2021 17:49:19,1622324959.3368282,1000.0,99.3,1526.91,603.68,880.16,20.0,41892042,25564364,0.0004941717060619822,0.00035274439038774974,0,0,110851,576,4210688,602112,50724970,850126,6.486953220206128,678.09,302.2,0.02,0.11
29-5-2021 17:49:24,1622324964.3459375,1000.0,88.9,1539.86,609.35,881.42,20.0,42225258,25750499,0.0006652200676686565,0.0003715930126269608,0,0,111847,578,4210688,602112,50799711,852332,6.491750205657993,684.63,305.51,0.02,0.11
29-5-2021 17:49:29,1622324969.3474293,1000.0,93.2,1552.84,615.07,882.54,20.2,42538961,25931897,0.0006272188648549367,0.0003626877895555854,0,0,112845,581,4210688,602112,50875571,855639,6.486749093165622,690.85,308.19,0.02,0.11
29-5-2021 17:49:34,1622324974.3507254,1000.0,99.3,1566.29,620.8,883.27,20.0,42950876,26111869,0.0008232872664995501,0.00035970687138476876,0,0,113841,583,4210688,602112,50950328,857845,6.488382109489662,697.66,311.52,0.02,0.11
29-5-2021 17:49:39,1622324979.3518615,1000.0,88.5,1578.99,626.63,884.48,20.0,43421057,26303872,0.0009401483861532202,0.0003839187687009401,0,0,114837,585,4210688,602112,51025091,860051,6.378765888738515,703.7,314.65,0.02,0.11
29-5-2021 17:49:44,1622324984.3551655,1000.0,98.5,1592.2,632.55,885.25,20.1,43661369,26482428,0.00048030661294163967,0.0003568761758897076,0,0,115833,587,4210688,602112,51099873,862257,6.507365924256621,710.08,317.66,0.02,0.11
29-5-2021 17:49:49,1622324989.3574111,1000.0,94.9,1605.84,637.82,886.35,20.0,44013591,26665533,0.0007041277530467059,0.00036604559687247555,0,0,116829,589,4210688,602112,51174624,864463,6.498588461514908,717.36,321.23,0.02,0.11
29-5-2021 17:49:54,1622324994.3588552,1000.0,99.3,1618.14,643.23,888.3,20.1,44267880,26830329,0.0005084311547782663,0.0003294968346363357,0,0,117827,592,4210688,602112,51250489,867772,6.500833858960463,722.9,323.97,0.02,0.11
29-5-2021 17:49:59,1622324999.3620887,1000.0,98.2,1630.48,648.71,890.19,20.0,44556721,26997846,0.0005773086622506407,0.00033481747803892307,0,0,118823,594,4210688,602112,51325252,869978,6.498588461514908,728.39,326.93,0.02,0.11
29-5-2021 17:50:4,1622325004.3636675,1000.0,88.8,1643.78,654.14,891.29,20.3,44995802,27295681,0.0008778847977213616,0.0005954819696806324,0,0,119819,596,4210688,602112,51400038,872184,6.3926465274928495,735.06,329.58,0.02,0.11
29-5-2021 17:50:9,1622325009.3641057,1000.0,99.3,1657.26,659.86,892.01,20.1,45335157,27471088,0.0006786505212565388,0.0003507832564189292,0,0,120817,599,4210688,602112,51475918,875493,6.4978740168731415,741.43,333.15,0.02,0.11
29-5-2021 17:50:14,1622325014.3689868,1000.0,89.9,1670.52,665.63,892.97,20.0,45706611,27657878,0.0007421834591960849,0.0003732156561599463,0,0,121817,603,4210688,602112,51552899,879905,6.422347011886317,747.92,336.03,0.02,0.11
29-5-2021 17:50:19,1622325019.3722873,1000.0,93.5,1683.21,671.78,894.0,20.1,46034935,27843877,0.0006562148419810513,0.0003717526114254016,0,0,122815,606,4210688,602112,51628772,883214,6.383767001230886,754.12,339.38,0.02,0.11
29-5-2021 17:50:24,1622325024.3956752,1000.0,93.4,1696.51,677.56,894.89,20.1,46390648,28034463,0.0007081137400662641,0.000379397337922058,0,0,123813,609,4210688,602112,51704643,886523,6.502058621203492,760.24,342.3,0.02,0.11
29-5-2021 17:50:29,1622325029.4014447,1000.0,94.1,1710.49,682.75,895.58,20.0,46757384,28209454,0.000732626623429281,0.0003495786218438149,0,0,124809,611,4210688,602112,51779406,888729,6.522471325253985,767.74,345.86,0.02,0.11
29-5-2021 17:50:34,1622325034.4024096,1000.0,97.5,1723.99,688.18,896.4,20.1,47149138,28394421,0.0007833568309338193,0.00036986262539077014,0,0,125807,614,4210688,602112,51855292,892038,6.485932585003602,774.07,348.06,0.02,0.11
29-5-2021 17:50:39,1622325039.4069347,1000.0,90.5,1736.77,694.05,897.52,20.2,47382760,28581299,0.00046682150929611014,0.00037341804288225627,0,0,126803,616,4210688,602112,51930022,894244,6.476032423539113,780.33,351.47,0.02,0.11
29-5-2021 17:50:44,1622325044.4144642,1000.0,98.8,1750.77,699.41,898.15,20.0,47704769,28759929,0.000643049631926257,0.00035672281132200433,0,0,127793,618,4210688,602112,52004433,896446,6.471643692168258,787.28,354.58,0.02,0.11
29-5-2021 17:50:49,1622325049.417452,1000.0,96.8,1763.72,705.29,899.2,20.0,48020451,28939323,0.0006309869396663713,0.00035857372626411715,0,0,128789,620,4210688,602112,52079213,898650,6.482360361794767,793.91,358.08,0.02,0.11
29-5-2021 17:50:54,1622325054.4196525,1000.0,99.5,1776.0,710.99,901.03,20.1,48315788,29119108,0.0005904141746550612,0.0003594118325518312,0,0,129787,623,4210688,602112,52155096,901959,6.54298609282473,799.81,360.97,0.02,0.11
29-5-2021 17:50:59,1622325059.42543,1000.0,92.1,1787.96,716.96,903.01,20.2,48584663,29293750,0.0005371293365853561,0.0003488808613665821,0,0,130783,625,4210688,602112,52229876,904165,6.393565099175122,805.47,363.95,0.02,0.11
29-5-2021 17:51:4,1622325064.4288774,1000.0,98.8,1801.32,722.91,903.74,20.0,48900503,29472657,0.0006312447826999159,0.00035756747194305304,0,0,131781,628,4210688,602112,52305767,907474,6.468683850080936,811.89,367.57,0.02,0.11
29-5-2021 17:51:9,1622325069.4319775,1000.0,96.7,1814.73,728.48,904.53,20.0,49240579,29657704,0.000679730545747454,0.00036986467230539383,0,0,132789,633,4210688,602112,52384147,912987,6.500731795440211,818.98,370.69,0.02,0.11
29-5-2021 17:51:14,1622325074.4355493,1000.0,95.8,1828.24,733.98,905.47,20.1,49601720,29853436,0.0007217664063504441,0.00039118455741049926,0,0,133793,636,4210688,602112,52460332,916296,6.541046885939933,826.52,373.8,0.02,0.11
29-5-2021 17:51:19,1622325079.4461071,1000.0,89.0,1841.34,739.77,906.44,19.9,50015689,30044785,0.0008261934281435737,0.00038189160609090216,0,0,134795,638,4210688,602112,52535435,918502,6.454088766684834,832.33,376.71,0.02,0.11
29-5-2021 17:51:24,1622325084.4570007,1000.0,89.4,1854.02,745.74,907.66,20.1,50445982,30234918,0.0008587151030990743,0.00037943930925563816,0,0,135799,641,4210688,602112,52611644,921809,6.404792086402894,839.14,379.83,0.02,0.11
29-5-2021 17:51:29,1622325089.4619071,1000.0,99.3,1867.5,751.42,908.5,20.1,50809414,30414199,0.0007261514398002792,0.0003582104940644573,0,0,136803,644,4210688,602112,52687841,925116,6.483891314598554,845.12,382.64,0.02,0.11
29-5-2021 17:51:34,1622325094.4777842,1000.0,98.8,1880.81,757.19,909.41,19.9,51153681,30596207,0.0006863545486080429,0.0003628637617984084,0,0,137805,646,4210688,602112,52762918,927322,6.496649254630111,851.9,386.02,0.02,0.11
29-5-2021 17:51:39,1622325099.4809449,1000.0,98.8,1893.98,762.71,910.4,20.0,51478842,30775884,0.0006499111631941574,0.0003591269803858292,0,0,138807,648,4210688,602112,52838058,929526,6.500221477838948,858.61,388.95,0.02,0.11
29-5-2021 17:51:44,1622325104.4964497,1000.0,99.0,1906.94,768.79,911.32,20.0,51815407,30971441,0.0006710490986165413,0.000389904917558733,0,0,139809,650,4210688,602112,52913145,931732,6.497976080393393,864.98,392.55,0.02,0.11
29-5-2021 17:51:49,1622325109.4983156,1000.0,98.8,1918.87,774.63,913.33,20.0,52212730,31149642,0.0007943495703784093,0.0003562690500952699,0,0,140817,652,4210688,602112,52988568,933936,6.504814336250309,870.13,395.83,0.02,0.11
29-5-2021 17:51:54,1622325114.5012302,1000.0,98.8,1930.95,780.4,915.35,20.1,52470015,31317393,0.0005142702147019038,0.0003353065386107199,0,0,141827,655,4210688,602112,53065090,937245,6.501854494162987,875.23,398.7,0.02,0.11
29-5-2021 17:51:59,1622325119.5124292,1000.0,98.5,1943.5,785.73,917.43,20.1,52702924,31481430,0.0004647769927243115,0.0003273408221902884,0,0,142837,658,4210688,602112,53141619,940554,6.507978305378136,880.91,401.44,0.02,0.11
29-5-2021 17:52:4,1622325124.5206096,1000.0,94.7,1956.91,791.39,918.26,20.2,53185385,31788056,0.0009633458929303963,0.0006122503119748036,0,0,143840,660,4210688,602112,53216746,942760,6.487565601327643,887.47,404.44,0.02,0.11
29-5-2021 17:52:9,1622325129.519663,1000.0,94.2,1970.69,796.77,918.96,20.1,53578271,31983907,0.000785920778223493,0.00039177616493295595,0,0,144845,663,4210688,602112,53292975,946069,6.42326558356859,894.63,407.08,0.02,0.11
29-5-2021 17:52:14,1622325134.5227082,1000.0,98.8,1984.24,802.49,919.76,20.2,53952890,32171115,0.0007487819794806515,0.00037418811329541164,0,0,145848,665,4210688,602112,53368079,948273,6.546966570114576,900.99,410.09,0.02,0.11
29-5-2021 17:52:19,1622325139.5260847,1000.0,92.5,1997.82,808.1,920.6,20.1,54178521,32350134,0.0004509574698711245,0.0003577963812546097,0,0,146851,667,4210688,602112,53443204,950479,6.509407194661669,908.62,412.96,0.02,0.11
29-5-2021 17:52:24,1622325144.5336332,1000.0,93.8,2010.9,814.29,921.35,20.1,54535924,32530215,0.0007137284740401942,0.0003596190779977566,0,0,147859,669,4210688,602112,53518639,952685,6.399484783349766,915.14,415.66,0.02,0.11
29-5-2021 17:52:29,1622325149.5392897,1000.0,96.8,2023.37,820.44,922.49,20.2,54806612,32716476,0.0005407642354980854,0.0003721010435191397,0,0,148869,672,4210688,602112,53595166,955994,6.5438026009867505,921.32,418.68,0.02,0.11
29-5-2021 17:52:34,1622325154.5427778,1000.0,96.8,2036.88,825.61,923.6,20.1,55116992,32899153,0.0006203272517922534,0.00036509930206731584,0,0,149884,675,4210688,602112,53672007,959303,6.510938147465456,928.01,421.81,0.02,0.11
29-5-2021 17:52:39,1622325159.546133,1000.0,96.0,2050.18,830.99,924.7,19.9,55424556,33078019,0.0006147154933653769,0.00035749210387526337,0,0,150897,677,4210688,602112,53747724,961509,6.494812111265567,934.87,424.88,0.02,0.11
29-5-2021 17:52:44,1622325164.5483255,1000.0,95.4,2062.94,836.98,925.64,20.0,55716267,33281293,0.0005831662819057271,0.0004063698070628285,0,0,151918,683,4210688,602112,53827884,968127,6.501548303602229,941.28,428.37,0.02,0.11
29-5-2021 17:52:49,1622325169.551913,1000.0,82.7,2076.31,841.94,927.1,20.0,56033870,33467138,0.0006347505684526679,0.00037142350479713997,0,0,152931,685,4210688,602112,53903617,970333,6.3971373223839585,947.93,430.85,0.02,0.11
29-5-2021 17:52:54,1622325174.556242,1000.0,99.3,2088.7,848.0,928.34,20.1,56278866,33637432,0.0004895681352238055,0.00034029337629921605,0,0,153940,688,4210688,602112,53980086,973642,6.504712272730057,953.98,434.39,0.02,0.11
29-5-2021 17:52:59,1622325179.5584626,1000.0,98.5,2101.39,853.23,930.13,20.1,56547846,33806164,0.0005377211839720003,0.00033731418995450803,0,0,154947,690,4210688,602112,54055471,975848,6.547170697155082,959.61,436.98,0.02,0.11
29-5-2021 17:53:4,1622325184.5618606,1000.0,96.6,2114.68,858.59,931.38,20.1,56849139,33985536,0.0006021767677033754,0.0003585003673384043,0,0,155954,692,4210688,602112,54130880,978054,6.500221477838948,966.42,440.28,0.02,0.11
29-5-2021 17:53:9,1622325189.5629814,1000.0,88.9,2127.85,864.14,932.39,20.2,57143888,34167326,0.0005893658870661212,0.00036349851775493785,0,0,156963,695,4210688,602112,54207402,981363,6.377847317056243,973.12,443.32,0.02,0.11
29-5-2021 17:53:14,1622325194.5662136,1000.0,96.7,2141.23,869.67,933.3,20.2,57471866,34356113,0.0006555322324106793,0.0003773300756761579,0,0,157972,698,4210688,602112,54283899,984672,6.474807661296084,979.56,446.35,0.02,0.11
29-5-2021 17:53:19,1622325199.5763578,1000.0,99.3,2155.42,874.78,933.87,20.1,57722183,34534202,0.0004996203468876183,0.00035545683256378536,0,0,158979,700,4210688,602112,54359318,986876,6.48042115490997,986.38,449.33,0.02,0.11
29-5-2021 17:53:24,1622325204.5779607,1000.0,94.7,2169.07,880.01,934.82,20.1,57845023,34695250,0.0002456012657304046,0.0003219927763216395,0,0,159988,703,4210688,602112,54435789,990185,6.490525443414964,993.45,452.96,0.02,0.11
29-5-2021 17:53:29,1622325209.6012902,1000.0,93.2,2182.14,885.49,935.94,20.1,57970003,34864740,0.00024879912832708676,0.00033740569899310237,0,0,160995,705,4210688,602112,54511217,992391,6.3916258922903255,999.51,455.53,0.02,0.11
29-5-2021 17:53:34,1622325214.6052475,1000.0,98.8,2195.84,890.83,936.77,20.1,58091228,35028180,0.00024225826365184338,0.00032662149400913414,0,0,162004,708,4210688,602112,54587728,995700,6.507876241857883,1005.54,458.59,0.02,0.11
29-5-2021 17:53:39,1622325219.6121888,1000.0,88.7,2209.04,895.99,938.12,20.1,58215496,35190142,0.00024819144482590385,0.00032347493149397297,0,0,163011,710,4210688,602112,54663152,997906,6.485320203882088,1011.61,461.19,0.02,0.11
29-5-2021 17:53:44,1622325224.6274862,1000.0,87.6,2222.91,901.1,939.09,20.1,58340969,35347449,0.0002501805768845526,0.0003136543798903216,0,0,164018,712,4210688,602112,54738577,1000112,6.4884841730099145,1018.1,464.62,0.02,0.11
29-5-2021 17:53:49,1622325229.630588,1000.0,94.7,2236.45,906.63,939.9,20.2,58466819,35519244,0.00025154395090097326,0.00034337698089020814,0,0,165029,716,4210688,602112,54816163,1004524,6.508692750019902,1023.6,467.22,0.02,0.11
29-5-2021 17:53:54,1622325234.647578,1000.0,90.1,2249.11,912.17,941.47,20.1,58594868,35681417,0.0002552307287216457,0.00032324760809514675,0,0,166042,718,4210688,602112,54891923,1006728,6.425613044534397,1030.06,470.85,0.02,0.11
29-5-2021 17:53:59,1622325239.6644876,1000.0,98.0,2262.77,917.66,942.25,20.0,58712918,35839950,0.00023530421998509298,0.00031599732237947266,0,0,167057,721,4210688,602112,54968789,1010037,6.501242113041473,1036.26,473.88,0.02,0.11
29-5-2021 17:54:4,1622325244.6736639,1000.0,98.8,2276.24,923.09,943.22,20.3,58975681,36142647,0.0005245632947650472,0.0006042849854640702,0,0,168070,723,4210688,602112,55044524,1012243,6.500527668399705,1041.7,476.59,0.02,0.11
29-5-2021 17:54:9,1622325249.6983914,1000.0,95.7,2290.67,927.87,943.99,20.1,59099678,36300040,0.0002467735771809899,0.0003132368818055884,0,0,169083,725,4210688,602112,55120311,1014449,6.408364309611731,1048.73,479.03,0.02,0.11
29-5-2021 17:54:14,1622325254.6995249,1000.0,99.5,2304.34,933.13,944.86,20.1,59226716,36467015,0.0002540184169752931,0.0003338743145708337,0,0,170098,728,4210688,602112,55197148,1017758,6.502773065845259,1055.77,482.61,0.02,0.11
29-5-2021 17:54:19,1622325259.7077782,1000.0,90.6,2317.82,938.31,945.94,20.0,59352667,36633833,0.0002514868788602112,0.000333086185561867,0,0,171111,730,4210688,602112,55272898,1019962,6.506039098493338,1062.81,485.95,0.02,0.11
29-5-2021 17:54:24,1622325264.7230647,1000.0,98.2,2331.5,943.65,946.74,20.2,59475736,36804973,0.0002453877786133968,0.00034123674062433863,0,0,172126,733,4210688,602112,55349744,1023271,6.490219252854207,1068.52,488.05,0.02,0.11
29-5-2021 17:54:29,1622325269.7387624,1000.0,91.1,2345.64,948.43,947.71,20.2,59601827,36963580,0.00025139274154396075,0.00031622120974584216,0,0,173139,735,4210688,602112,55425509,1025477,6.503895764568036,1075.35,490.76,0.02,0.11
29-5-2021 17:54:34,1622325274.8052678,1000.0,94.4,2359.16,953.99,948.73,20.2,59729191,37139194,0.0002513843154935346,0.00034661760922302686,0,0,174154,738,4210688,602112,55502379,1028784,6.544721172669023,1081.15,493.68,0.02,0.11
29-5-2021 17:54:39,1622325279.807473,1000.0,99.3,2372.86,959.53,949.45,20.2,60005526,37310639,0.0005524263652299875,0.000342738843023342,0,0,175169,741,4210688,602112,55579249,1032093,6.548701649958868,1087.97,496.89,0.02,0.11
29-5-2021 17:54:44,1622325284.814582,1000.0,87.4,2385.97,965.02,950.62,20.0,60225320,37487405,0.00043896386667173303,0.00035303005021108654,0,0,176182,743,4210688,602112,55655016,1034299,6.518388784443887,1094.52,499.91,0.02,0.11
29-5-2021 17:54:49,1622325289.8374546,1000.0,98.8,2399.22,971.01,951.5,20.1,60488211,37663988,0.0005233877681014516,0.0003515578024909892,0,0,177197,746,4210688,602112,55731885,1037606,6.517878466842625,1100.41,503.08,0.02,0.11
29-5-2021 17:54:54,1622325294.8251183,1000.0,89.6,2411.29,976.33,953.69,20.2,60778317,37840583,0.0005816470692107727,0.00035406356361907855,0,0,178210,748,4210688,602112,55807634,1039812,6.431328601668534,1106.82,505.81,0.02,0.11
29-5-2021 17:54:59,1622325299.8324556,1000.0,85.2,2424.38,981.34,955.34,20.1,61038092,38001992,0.0005187886950449938,0.0003223449696026077,0,0,179223,750,4210688,602112,55883401,1042018,6.524206405098278,1113.15,508.74,0.02,0.11
29-5-2021 17:55:4,1622325304.8480256,1000.0,94.0,2437.16,987.33,956.51,20.2,61325088,38190176,0.0005722101461527583,0.00037519963394476116,0,0,180238,753,4210688,602112,55960249,1045327,6.500731795440211,1119.73,511.76,0.02,0.11
29-5-2021 17:55:9,1622325309.848645,1000.0,96.3,2450.95,992.97,956.97,20.2,61639675,38374665,0.0006290960661363686,0.0003689322958209733,0,0,181253,756,4210688,602112,56037102,1048634,6.5239002145375204,1125.99,514.72,0.02,0.11
29-5-2021 17:55:14,1622325314.857512,1000.0,90.0,2464.56,998.26,958.08,20.1,61938751,38546774,0.0005970931120448085,0.00034360864268921594,0,0,182266,758,4210688,602112,56112905,1050840,6.413059231543343,1133.2,517.85,0.02,0.11
29-5-2021 17:55:19,1622325319.8577666,1000.0,99.3,2477.62,1004.03,959.23,20.0,62228923,38724610,0.0005803144467854897,0.00035565388789595255,0,0,183279,760,4210688,602112,56188665,1053046,6.5133876719515165,1139.01,520.66,0.02,0.11
29-5-2021 17:55:24,1622325324.8622003,1000.0,90.3,2490.38,1009.88,960.32,20.2,62570196,38901511,0.0006819413046559628,0.0003534885523757944,0,0,184294,763,4210688,602112,56265523,1056355,6.520327991328684,1145.62,524.39,0.02,0.11
29-5-2021 17:55:29,1622325329.8653872,1000.0,88.8,2503.34,1015.68,961.36,20.2,62913994,39089278,0.0006871580135704329,0.0003752947915173429,0,0,185307,765,4210688,602112,56341276,1058561,6.406323039206681,1151.92,527.15,0.02,0.11
29-5-2021 17:55:34,1622325334.8675954,1000.0,99.0,2516.38,1021.39,962.36,20.1,63244890,39262695,0.0006614998508558928,0.00034668088957218087,0,0,186322,768,4210688,602112,56418146,1061870,6.524818786219792,1157.8,530.43,0.02,0.11
29-5-2021 17:55:39,1622325339.8709457,1000.0,98.8,2530.1,1026.66,963.35,20.1,63542677,39450383,0.0005951752019187278,0.00037512464713947277,0,0,187337,771,4210688,602112,56495003,1065179,6.512571163789496,1164.93,533.29,0.02,0.11
29-5-2021 17:55:44,1622325344.8731303,1000.0,96.1,2543.63,1031.85,964.46,20.1,63870289,39639620,0.0006549378407023261,0.00037830870713217486,0,0,188352,774,4210688,602112,56571887,1068488,6.507978305378136,1171.75,536.6,0.02,0.11
29-5-2021 17:55:49,1622325349.8763175,1000.0,85.0,2556.15,1037.63,965.86,20.2,64153392,39814730,0.0005658453098782324,0.00034999689940684933,0,0,189359,776,4210688,602112,56647351,1070694,6.398157957586484,1177.95,539.54,0.02,0.11
29-5-2021 17:55:54,1622325354.8775866,1000.0,98.8,2569.04,1043.26,967.18,20.1,64424566,39986517,0.0005422103759350251,0.00034348681603232667,0,0,190366,778,4210688,602112,56722802,1072900,6.510325766343941,1183.73,543.27,0.02,0.11
29-5-2021 17:55:59,1622325359.8886523,1000.0,86.6,2580.97,1048.76,969.56,20.2,64591521,40158907,0.00033317264086815766,0.0003440186371133641,0,0,191381,781,4210688,602112,56799680,1076209,6.4834830605175435,1189.83,545.48,0.02,0.11
29-5-2021 17:56:4,1622325364.8920367,1000.0,99.0,2594.7,1054.19,970.26,20.3,64868936,40481711,0.0005544547060512353,0.000645171302677083,0,0,192401,784,4210688,602112,56876889,1079516,6.515939259957827,1196.17,548.53,0.02,0.11
29-5-2021 17:56:9,1622325369.8939831,1000.0,93.5,2607.81,1059.53,971.57,20.0,65000102,40653873,0.0002622299165535572,0.0003441900103204605,0,0,193407,786,4210688,602112,56952323,1081720,6.525227040300802,1203.33,552.05,0.02,0.11
29-5-2021 17:56:14,1622325374.9051054,1000.0,90.0,2620.7,1065.31,972.72,20.2,65321732,40834793,0.0006418322791755895,0.00036103689316434307,0,0,194421,789,4210688,602112,57029202,1085029,6.407241610888953,1209.58,554.19,0.02,0.11
29-5-2021 17:56:19,1622325379.9080663,1000.0,96.5,2634.3,1071.01,973.38,20.2,65709225,41036671,0.0007745273372515999,0.0004035170436360876,0,0,195437,793,4210688,602112,57107184,1089441,6.517164022200856,1215.64,557.27,0.02,0.11
29-5-2021 17:56:24,1622325384.911719,1000.0,97.0,2647.35,1076.22,975.12,20.0,66089833,41212018,0.0007606602903371689,0.00035043798325245807,0,0,196449,795,4210688,602112,57182970,1091647,6.517266085721109,1222.3,560.26,0.02,0.11
29-5-2021 17:56:29,1622325389.9156978,1000.0,89.0,2660.47,1081.86,976.41,20.1,66353834,41395127,0.0005275821786709946,0.00036592681525549964,0,0,197463,798,4210688,602112,57259842,1094956,6.462151784784778,1229.14,563.28,0.02,0.11
29-5-2021 17:56:34,1622325394.9183357,1000.0,99.0,2673.34,1087.96,977.45,20.2,66684764,41583408,0.0006615110048981574,0.0003763634409489317,0,0,198475,800,4210688,602112,57335613,1097160,6.501752430642735,1234.7,566.14,0.02,0.11
29-5-2021 17:56:39,1622325399.9209177,1000.0,91.3,2687.11,1093.45,978.41,20.1,67012534,41760775,0.0006552016442772139,0.00035455090472134913,0,0,199487,802,4210688,602112,57411370,1099366,6.498792588555413,1242.02,569.6,0.02,0.11
29-5-2021 17:56:44,1622325404.9559805,1000.0,91.5,2699.97,1099.16,979.57,20.1,67374107,41933248,0.0007181102105103259,0.0003425438911017898,0,0,200501,805,4210688,602112,57488233,1102675,6.418774788677481,1247.83,572.14,0.02,0.11
29-5-2021 17:56:49,1622325409.9576817,1000.0,98.8,2713.46,1105.09,980.06,20.2,67578314,42113239,0.0004082750952947174,0.00035985956738599303,0,0,201516,808,4239360,602112,57589233,1105984,6.516245450518585,1254.13,575.39,0.02,0.11
29-5-2021 17:56:54,1622325414.9612968,1000.0,96.2,2725.93,1110.62,981.98,20.2,67851333,42282628,0.0005456434843829299,0.0003385332309331589,0,0,202516,810,4239360,602112,57664333,1108190,6.5138979895527775,1260.16,578.28,0.02,0.11
29-5-2021 17:56:59,1622325419.9654436,1000.0,96.8,2738.65,1116.19,983.59,20.0,68089645,42453338,0.00047622903332249743,0.0003411370735778456,0,0,203516,812,4239360,602112,57739431,1110396,6.4702148028847235,1267.08,581.73,0.02,0.11
29-5-2021 17:57:4,1622325424.9675736,1000.0,94.2,2751.56,1122.22,984.62,20.2,68319499,42641688,0.0004595122448808782,0.00037653959175525944,0,0,204524,815,4239360,602112,57815951,1113705,6.461233213102506,1273.86,584.98,0.02,0.11
29-5-2021 17:57:9,1622325429.9763508,1000.0,93.7,2764.36,1128.08,985.8,20.3,68631249,42831092,0.0006224074084122996,0.00037814419497329013,0,0,205532,818,4239360,602112,57892480,1117014,6.42326558356859,1280.35,588.07,0.02,0.11
29-5-2021 17:57:14,1622325434.977964,1000.0,99.2,2777.29,1134.14,986.79,20.1,68945224,43006446,0.0006277474710755683,0.00035059488826494215,0,0,206542,822,4239360,602112,57970122,1121426,6.530228152793173,1286.3,591.59,0.02,0.11
29-5-2021 17:57:19,1622325439.9810183,1000.0,89.9,2790.51,1139.39,988.03,20.0,69167997,43188730,0.00044527399276727,0.000364345430090671,0,0,207550,825,4239360,602112,58046678,1124733,6.514918624755303,1293.33,594.96,0.02,0.11
29-5-2021 17:57:24,1622325444.9837282,1000.0,99.0,2803.59,1145.39,988.94,20.1,69467330,43365915,0.0005983417148775435,0.00035417804502202416,0,0,208551,827,4239360,602112,58121834,1126939,6.558295620862601,1299.48,597.53,0.02,0.11
29-5-2021 17:57:29,1622325449.9868853,1000.0,99.5,2817.03,1150.92,989.66,20.2,69725864,43539836,0.0005167417149339126,0.00034762250150085095,0,0,209554,830,4239360,602112,58198072,1130248,6.515326878836312,1306.54,601.02,0.02,0.11
29-5-2021 17:57:34,1622325454.9932926,1000.0,97.5,2829.71,1156.94,990.72,20.2,69950548,43721146,0.00044879289336889286,0.0003621559145142243,0,0,210550,832,4239360,602112,58272901,1132454,6.516245450518585,1313.19,604.79,0.02,0.11
29-5-2021 17:57:39,1622325459.993694,1000.0,99.5,2842.77,1162.95,991.66,20.2,70205791,43897182,0.0005104450115833518,0.0003520437311075599,0,0,211548,835,4239360,602112,58348825,1135761,6.530228152793173,1318.52,607.39,0.02,0.11
29-5-2021 17:57:44,1622325464.9974601,1000.0,90.1,2856.01,1168.22,992.88,20.1,70569444,44077406,0.0007267585967219439,0.0003601767105884335,0,0,212544,837,4239360,602112,58423664,1137965,6.527268310705852,1325.7,610.38,0.02,0.11
29-5-2021 17:57:50,1622325470.000504,1000.0,99.2,2869.11,1174.3,993.81,20.1,70911217,44255282,0.0006831301254085974,0.0003555355577742527,0,0,213542,840,4239360,602112,58499634,1141274,6.521144499490703,1331.51,613.25,0.02,0.11
29-5-2021 17:57:55,1622325475.0049505,1000.0,92.6,2881.32,1180.19,996.05,20.2,71190619,44430677,0.0005583074964176088,0.0003504783191751186,0,0,214538,842,4239360,602112,58574483,1143480,6.404587959362389,1337.85,616.01,0.02,0.11
29-5-2021 17:58:0,1622325480.009041,1000.0,88.7,2893.94,1185.68,998.15,20.2,71435782,44596052,0.0004899251875437408,0.0003304796314698635,0,0,215534,844,4239360,602112,58649296,1145686,6.421938757805308,1343.29,618.3,0.02,0.11
29-5-2021 17:58:5,1622325485.0124145,1000.0,99.5,2907.13,1191.66,999.02,20.3,71944575,44938689,0.00101689992111855,0.0006848119731841763,0,0,216532,847,4239360,602112,58725269,1148995,6.534514820643776,1349.69,621.6,0.02,0.11
29-5-2021 17:58:10,1622325490.0178063,1000.0,89.3,2920.4,1197.26,1000.25,20.3,72306915,45124159,0.0007238993706385141,0.00037054042135101065,0,0,217533,849,4239360,602112,58800444,1151201,6.4430659064975675,1356.5,624.16,0.02,0.11
