time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,memory_percent_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel
23-6-2021 13:9:19,1624468159.3295186,1000.0,80.1,1051.62,358.85,1162.03,22.6,100895755,35633000,0.0020525167967081932,0.001438542721909074,61.348,0,0,405.77,182.0,0.02,0.06,6.467152897277149,77099,427,174555136,471040,48256393,646743
23-6-2021 13:9:24,1624468164.3317642,1000.0,99.7,1065.04,363.7,1163.57,22.6,103842531,35876352,0.005890906200100958,0.00048648550334567963,61.835,0,0,412.58,185.01,0.02,0.06,6.432451300391312,78139,431,174555136,471040,48337218,651155
23-6-2021 13:9:29,1624468169.3329556,1000.0,79.6,1077.63,369.29,1165.57,22.5,109669865,36179421,0.011651891639367966,0.0006059936065534616,61.348,0,0,418.39,188.32,0.02,0.06,6.439493683288731,79177,434,174555136,471040,48416927,654462
23-6-2021 13:9:34,1624468174.3398032,1000.0,92.9,1090.82,374.28,1166.51,22.4,115273976,36478130,0.011192893064295786,0.0005966009406920615,62.809,0,0,424.68,191.7,0.02,0.06,6.430512093506515,80215,437,174555136,471040,48496651,657771
23-6-2021 13:9:39,1624468179.3415759,1000.0,92.9,1103.51,380.23,1167.5,22.5,120693274,36774223,0.010834754771432609,0.0005919761276345747,62.322,0,0,431.09,195.43,0.02,0.06,6.476032423539113,81253,440,174555136,471040,48576367,661080
23-6-2021 13:9:44,1624468184.3453615,1000.0,79.0,1114.05,384.78,1172.69,22.5,121463386,36947120,0.0015390587447038455,0.0003455323898122102,62.809,0,0,435.69,198.16,0.02,0.06,6.47174575568851,82289,442,174555136,471040,48655002,663286
23-6-2021 13:9:49,1624468189.3682392,1000.0,88.4,1127.57,390.25,1174.05,22.5,122500331,37658799,0.00206444405645935,0.0014168750335426987,61.348,0,0,442.43,200.81,0.02,0.06,6.374887474968921,83327,445,174555136,471040,48734719,666595
23-6-2021 13:9:54,1624468194.3718612,1000.0,87.9,1140.98,395.66,1175.0,22.5,123531630,37858814,0.0020611049129067955,0.0003997404236356796,61.348,0,0,449.0,203.94,0.02,0.06,6.3469220704197475,84365,448,174555136,471040,48814454,669904
23-6-2021 13:9:59,1624468199.3835728,1000.0,88.9,1153.75,401.54,1176.5,22.5,124584637,38070442,0.0021010925699262656,0.0004222669159733561,63.296,0,0,455.84,207.43,0.02,0.06,6.460416704940488,85397,451,174555136,471040,48893852,673213
23-6-2021 13:10:4,1624468204.3871903,1000.0,90.8,1166.69,407.32,1177.69,22.5,125613057,39157118,0.002055352941828424,0.0021717807057567385,62.809,0,0,462.19,210.78,0.02,0.06,6.465621944473362,86429,454,174555136,471040,48973268,676522
23-6-2021 13:10:9,1624468209.4021075,1000.0,98.8,1179.47,413.76,1178.4,22.6,127961844,39405486,0.00468360081863691,0.0004952584325965753,62.809,0,0,468.43,214.52,0.02,0.06,6.43449257079636,87463,458,174555136,471040,49053770,680934
23-6-2021 13:10:14,1624468214.4053116,1000.0,91.7,1192.22,419.6,1179.6,22.6,133397761,40089539,0.010864871557179598,0.001367229849775737,62.322,0,0,474.97,218.43,0.02,0.06,6.49287290438077,88497,462,174555136,471040,49134286,685346
23-6-2021 13:10:19,1624468219.408508,1000.0,97.8,1205.62,424.69,1180.9,22.6,135926064,40460847,0.00505337539945314,0.0007421415521874343,62.809,0,0,481.29,221.53,0.02,0.06,6.452251623320289,89529,465,174555136,471040,49213691,688655
23-6-2021 13:10:24,1624468224.4115102,1000.0,99.8,1218.96,430.26,1181.95,22.5,136880508,40667009,0.0019077425277638626,0.0004120765754814881,63.296,0,0,487.71,224.98,0.02,0.06,6.462560038865789,90561,468,174555136,471040,49293098,691964
23-6-2021 13:10:29,1624468229.4150996,1000.0,94.2,1232.29,435.76,1183.19,22.6,137853216,40871860,0.0019440204298376462,0.00040940809479583974,63.783,0,0,494.73,228.21,0.02,0.06,6.366620329828472,91593,471,174555136,471040,49372504,695273
23-6-2021 13:10:34,1624468234.4186084,1000.0,97.3,1245.31,441.8,1184.17,22.5,138821000,41070148,0.0019342106459276144,0.00039629789349658064,62.809,0,0,502.01,231.9,0.02,0.06,6.467459087837907,92625,474,174555136,471040,49451909,698582
23-6-2021 13:10:39,1624468239.4216144,1000.0,95.8,1257.44,448.76,1185.06,22.5,139763200,41269763,0.001883267786395508,0.0003989901286153039,62.809,0,0,508.51,235.49,0.02,0.06,6.478481948025173,93657,477,174555136,471040,49531317,701891
23-6-2021 13:10:44,1624468244.4249022,1000.0,47.2,1266.06,454.91,1190.6,22.6,140151845,41425746,0.00077677922226548,0.0003117609989235327,62.809,0,0,512.14,238.01,0.02,0.06,6.461641467183517,94687,479,174555136,471040,49609613,704097
23-6-2021 13:10:49,1624468249.428546,1000.0,99.3,1280.51,459.47,1191.76,22.6,141054204,42136439,0.001803403769090509,0.001420350918942728,62.322,0,0,519.73,240.91,0.02,0.06,6.465009563351848,95719,482,174555136,471040,49689038,707406
23-6-2021 13:10:54,1624468254.4315221,1000.0,65.7,1292.51,464.04,1194.69,22.6,141980221,42329195,0.001850932258810676,0.0003852826659546322,62.322,0,0,525.03,243.79,0.02,0.06,6.358659375248781,96749,484,174555136,471040,49767405,709612
23-6-2021 13:10:59,1624468259.4482515,1000.0,94.0,1306.77,468.86,1195.54,22.5,142969679,42533912,0.0019723168821969036,0.0004080686549330073,63.296,0,0,532.4,247.13,0.02,0.06,6.471541628648006,97781,487,174555136,471040,49846814,712921
23-6-2021 13:11:4,1624468264.4544175,1000.0,97.3,1321.04,473.85,1196.25,22.5,143946004,43666867,0.0019502449652056622,0.0022631191299562967,62.322,0,0,539.67,250.56,0.02,0.06,6.476542741140376,98813,490,174555136,471040,49926253,716228
23-6-2021 13:11:9,1624468269.4574838,1000.0,99.8,1335.41,478.47,1196.97,23.3,144922890,43957495,0.0019525745635975633,0.0005808997572585057,62.322,0,0,544.78,252.94,0.02,0.06,6.514714497714798,99845,493,174555136,471040,50005670,719537
23-6-2021 13:11:14,1624468274.4617696,1000.0,96.3,1348.77,483.64,1198.09,23.1,145955536,44172818,0.0020635232253237525,0.0004302771825450216,63.296,0,0,551.59,256.02,0.02,0.06,6.368049219112007,100877,496,174555136,471040,50085070,722846
23-6-2021 13:11:19,1624468279.4718928,1000.0,55.5,1361.75,488.3,1200.15,22.7,146987947,44875830,0.0020606499039896296,0.0014031830446436134,62.322,0,0,556.43,258.85,0.02,0.06,6.478788138585931,101907,498,174555136,471040,50163379,725052
23-6-2021 13:11:24,1624468284.4756827,1000.0,58.5,1369.92,490.44,1209.0,22.8,151327929,45093104,0.0086733897410372,0.0004342188706299051,62.322,0,0,558.13,259.14,0.02,0.06,6.363252233660141,102935,499,174555136,471040,50240623,726155
23-6-2021 13:11:29,1624468289.4803662,1000.0,82.8,1381.68,495.66,1211.62,22.7,157123671,45362219,0.011580636430437111,0.000537726312347424,61.348,0,0,562.76,262.2,0.02,0.06,6.3523314369931265,103963,500,174555136,471040,50317857,727258
23-6-2021 13:11:34,1624468294.4848607,1000.0,98.8,1393.99,500.44,1214.22,22.7,159428168,45592068,0.004604854761780056,0.0004592851551294639,63.296,0,0,568.92,265.17,0.02,0.06,6.470316866404975,104995,503,174555136,471040,50397299,730567
23-6-2021 13:11:39,1624468299.4918349,1000.0,98.2,1407.41,505.81,1215.12,22.7,160407352,45789546,0.001955640186911224,0.00039440586532342713,63.296,0,0,575.62,268.86,0.02,0.06,6.466642579675887,106027,506,174555136,471040,50476756,733876
23-6-2021 13:11:44,1624468304.4953218,1000.0,93.6,1418.04,510.78,1218.99,22.8,160910182,45966972,0.0010049591672601137,0.00035460470777458174,61.835,0,0,580.91,272.31,0.02,0.06,6.512367036748991,107057,508,174555136,471040,50555046,736082
23-6-2021 13:11:49,1624468309.4988954,1000.0,50.4,1428.35,513.98,1224.91,23.0,161934176,46628944,0.0020465252844939575,0.0013229984117358441,61.348,0,0,582.94,273.28,0.02,0.06,6.4588857521367,108082,508,174555136,471040,50631158,736082
23-6-2021 13:11:54,1624468314.502644,1000.0,97.0,1439.95,518.05,1228.93,22.7,162977559,46816995,0.002085202658792296,0.000375820235894729,63.296,0,0,587.64,275.59,0.02,0.06,6.477665439863153,109117,510,174555136,471040,50709796,738286
23-6-2021 13:11:59,1624468319.5059946,1000.0,99.3,1453.85,523.29,1229.81,22.8,164019960,47028947,0.0020834059112438815,0.0004236201324633833,63.783,0,0,593.9,278.85,0.02,0.06,6.484911949801078,110154,513,174555136,471040,50789534,741595
