time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,memory_percent_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel
11-6-2021 16:44:28,1623444268.925623,1000.0,56.9,165.62,55.41,630.63,18.9,5368651,3646324,0.0,0.0,62.809,0,0,6.15698185922991,29.14,3.49,0.01,0.08,12952,232,172285952,438272,40803483,424623
11-6-2021 16:44:35,1623444275.921709,1000.0,48.4,179.27,57.14,643.19,18.9,5646808,4419098,0.00039758944530535195,0.0011045804563839777,62.809,0,0,6.179129643124695,36.47,3.82,0.01,0.08,14021,235,172417024,438272,40881287,427563
11-6-2021 16:44:40,1623444280.9291532,1000.0,52.8,188.44,58.14,652.06,18.9,5816234,4952307,0.00033834825741761444,0.0010648326466385844,63.783,0,0,6.179129643124695,40.6,4.07,0.01,0.08,15094,241,172679168,438272,40961053,433443
11-6-2021 16:44:45,1623444285.94692,1000.0,56.5,198.11,59.38,660.97,18.9,6012713,5531962,0.00039156662952872037,0.0011552051600398536,62.322,0,0,6.190050439791709,46.68,4.34,0.01,0.08,16165,244,172679168,438272,41039825,436383
11-6-2021 16:44:50,1623444290.9482737,1000.0,61.4,207.87,60.62,669.68,19.0,6257152,6238703,0.0004887456730188655,0.0014130994059664212,63.783,0,0,6.176680118638636,51.74,4.56,0.01,0.08,17234,247,172679168,438272,41117593,439323
11-6-2021 16:44:55,1623444295.949677,1000.0,50.5,217.42,61.76,678.61,18.9,6424478,6706837,0.00033455810079854485,0.0009360052948090913,63.783,0,0,6.181885358171511,55.73,4.82,0.01,0.08,18303,250,172679168,438272,41195398,442263
11-6-2021 16:45:0,1623444300.9602206,1000.0,76.6,227.73,65.15,684.25,19.0,6557044,6969015,0.0002645740881319304,0.0005232526083479418,64.757,0,0,6.352229373472874,60.59,7.75,0.01,0.08,19368,250,174403584,438272,41270257,442263
11-6-2021 16:45:5,1623444305.964014,1000.0,90.2,239.01,70.65,687.29,19.0,6697098,7170500,0.0002798956444054539,0.00040266450021443786,64.757,0,0,6.384583509392907,67.05,12.06,0.01,0.08,20439,254,174403584,438272,41349516,446671
11-6-2021 16:45:10,1623444310.9681344,1000.0,93.2,250.28,75.91,690.52,19.0,6839797,7372142,0.00028516300572848323,0.00040295193940464064,65.244,0,0,6.391727955810578,74.27,17.02,0.01,0.08,21508,257,174403584,438272,41427650,449977
11-6-2021 16:45:15,1623444315.9775724,1000.0,98.7,262.93,81.53,692.09,19.0,6975889,7568047,0.0002716711914013475,0.0003910718098894937,65.731,0,0,6.382440175467605,81.87,21.51,0.01,0.08,22579,261,174403584,438272,41506880,454385
11-6-2021 16:45:20,1623444320.9800198,1000.0,89.1,275.25,86.56,694.49,19.0,7121622,7777304,0.00029132340495911097,0.00041830924877363863,66.218,0,0,6.38764541500048,89.62,25.77,0.01,0.08,23650,265,174403584,438272,41586146,458793
11-6-2021 16:45:25,1623444325.9883835,1000.0,95.2,289.28,91.4,695.52,19.0,7264705,7982273,0.00028568811670236975,0.00040925342348404784,67.192,0,0,6.384889699953663,98.35,29.94,0.01,0.08,24719,268,174403584,438272,41664304,462097
11-6-2021 16:45:31,1623444331.0080845,1000.0,94.9,302.66,96.91,696.57,19.0,7406266,8186877,0.00028201082073692636,0.00040760196640358634,67.192,0,0,6.265679508298786,106.92,34.47,0.01,0.08,25790,272,174403584,438272,41743610,466503
11-6-2021 16:45:36,1623444336.0188396,1000.0,81.4,315.6,102.41,698.08,19.0,7550007,8400427,0.00028686494992965095,0.0004261832744831117,67.192,0,0,6.392340336932093,114.93,39.2,0.01,0.08,26861,276,174403584,438272,41822851,470911
11-6-2021 16:45:41,1623444341.0252993,1000.0,97.2,328.69,107.98,699.28,19.1,7687664,8603145,0.0002749587690539957,0.00040491287580789854,66.705,0,0,6.401219863194058,123.49,43.96,0.01,0.08,27932,280,174403584,438272,41902119,475317
11-6-2021 16:45:46,1623444346.027676,1000.0,95.3,342.19,113.18,700.54,19.0,7825598,8811102,0.0002757369259808015,0.00041571638549008604,67.192,0,0,6.393769226215627,132.22,48.21,0.01,0.08,29003,284,174403584,438272,41981416,479725
11-6-2021 16:45:51,1623444351.0345292,1000.0,79.0,353.73,118.74,703.27,19.0,7970497,9030627,0.0002894013405241001,0.0004384490526404811,67.192,0,0,6.408874627212992,138.91,52.89,0.01,0.08,30074,288,174403584,438272,42060663,484133
11-6-2021 16:45:56,1623444356.0475957,1000.0,93.2,366.01,125.14,704.55,19.2,8114207,9241593,0.0002866708413572034,0.0004208322365720115,67.679,0,0,6.353658262756409,146.65,57.94,0.01,0.08,31115,292,174403584,438272,42138355,488539
11-6-2021 16:46:1,1623444361.0512636,1000.0,94.2,378.53,130.33,706.51,19.1,8250778,9433807,0.00027294177911329847,0.00038414620329706563,67.679,0,0,6.3943816073371424,154.74,62.79,0.01,0.08,32148,295,174403584,438272,42214613,491843
11-6-2021 16:46:6,1623444366.0548668,1000.0,99.0,390.59,135.98,708.7,19.1,8385327,9629425,0.00026890421579107044,0.00039095426115851934,67.679,0,0,6.382031921386594,161.33,67.22,0.01,0.08,33177,299,174403584,438272,42291654,496251
11-6-2021 16:46:11,1623444371.0605655,1000.0,90.2,403.63,140.81,710.61,19.0,8540911,9855075,0.0003108137543203466,0.0004507862226346296,67.679,0,0,6.305178090636489,170.37,71.39,0.01,0.08,34182,303,174403584,438272,42367483,500659
11-6-2021 16:46:16,1623444376.0641809,1000.0,74.3,415.32,146.35,713.24,19.0,8682780,10067502,0.0002835329841417539,0.0004245470202953454,66.705,0,0,6.362231598457615,177.65,76.2,0.01,0.08,35187,307,174403584,438272,42443318,505067
11-6-2021 16:46:21,1623444381.0675685,1000.0,98.3,428.5,152.37,714.05,19.0,8825625,10289055,0.00028549656525155736,0.0004428059821567314,68.166,0,0,6.390401130047296,186.24,81.4,0.01,0.08,36192,311,174403584,438272,42519185,509475
11-6-2021 16:46:26,1623444386.0711813,1000.0,98.7,441.35,157.93,715.61,19.1,8970033,10512381,0.00028860746628681924,0.0004463295040161916,67.679,0,0,6.3926465274928495,193.83,85.47,0.01,0.08,37199,316,174403584,438272,42596137,514981
11-6-2021 16:46:31,1623444391.0751247,1000.0,88.0,453.19,163.62,718.0,19.1,9116743,10726151,0.00029318876534562986,0.0004272030697834864,68.166,0,0,6.398668275187745,200.85,90.11,0.01,0.08,38204,320,174403584,438272,42671971,519387
11-6-2021 16:46:36,1623444396.0775785,1000.0,84.4,466.28,168.36,720.1,19.1,9258760,10934555,0.0002838946756209616,0.0004166035473084975,68.166,0,0,6.379174142819526,209.36,94.04,0.01,0.08,39207,323,174403584,438272,42746727,522693
11-6-2021 16:46:41,1623444401.0812578,1000.0,97.8,479.98,173.8,720.98,19.1,9404001,11146209,0.00029026840451343294,0.00042299673569368243,68.166,0,0,6.383767001230886,217.68,98.26,0.01,0.08,40212,327,174403584,438272,42822565,527101
11-6-2021 16:46:46,1623444406.0921054,1000.0,81.3,492.49,179.24,723.0,19.0,9542214,11342922,0.00027582758826775523,0.0003925743046668181,68.166,0,0,6.406833356807944,225.78,103.26,0.01,0.08,41215,330,174403584,438272,42897353,530407
11-6-2021 16:46:51,1623444411.1031897,1000.0,95.8,505.25,184.3,725.01,19.2,9773214,11642016,0.0004609780744714616,0.0005968648320604647,68.166,0,0,6.385808271635936,233.6,107.76,0.01,0.08,42222,335,174403584,438272,42974315,535913
