time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,gpu,gpu_mem,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,memory_percent_ipykernel
29-5-2021 15:46:2,1622317562.0526853,1000.0,57.9,166.32,61.37,1038.02,19.2,8942687,7155333,0.0,0.0,0,0,13526,306,172314624,610304,43390290,558964,34.21,4.31,0.01,0.08,6.2267933070825965
29-5-2021 15:46:8,1622317568.964619,1000.0,51.6,179.36,62.89,1050.43,19.3,9323714,7980675,0.0005512596311175244,0.0011940826410354116,0,0,14531,309,172445696,610304,43464921,561904,41.46,4.68,0.01,0.08,6.233121245338249
29-5-2021 15:46:13,1622317573.9721022,1000.0,50.2,188.88,64.07,1059.89,19.2,9504861,8516279,0.00036175258343428365,0.0010696071737193332,0,0,15535,312,172576768,610304,43539517,564844,45.52,4.92,0.01,0.08,6.244654423126777
29-5-2021 15:46:18,1622317578.9781919,1000.0,52.5,198.21,65.15,1068.71,19.1,9692870,9058142,0.00037556059068454434,0.0010824076951108685,0,0,16551,318,172707840,610304,43617384,570724,51.03,5.2,0.01,0.08,6.256187600915306
29-5-2021 15:46:23,1622317583.981573,1000.0,62.3,207.81,66.28,1077.62,19.1,9878570,9715045,0.00037114901031187807,0.0013129181385078278,0,0,17561,321,172707840,610304,43692317,573664,56.62,5.59,0.01,0.08,6.23608108742557
29-5-2021 15:46:28,1622317588.9830892,1000.0,89.5,217.9,68.82,1084.76,19.2,10013705,9993141,0.0002701880733700485,0.0005560234021675881,0,0,18572,321,174432256,610304,43764683,573664,59.87,7.41,0.01,0.08,6.438983365687469
29-5-2021 15:46:33,1622317593.986908,1000.0,83.7,229.78,73.96,1087.65,19.3,10161827,10208203,0.0002960179162938462,0.0004297957434681354,0,0,19590,325,174432256,610304,43841449,578072,67.56,11.79,0.01,0.08,6.332122859983139
29-5-2021 15:46:38,1622317598.9905157,1000.0,82.8,242.18,79.95,1089.2,19.3,10303183,10426577,0.0002825081562433112,0.0004364330917080056,0,0,20608,329,174432256,610304,43918220,582480,75.29,17.12,0.01,0.08,6.46429511871008
29-5-2021 15:46:43,1622317603.99397,1000.0,88.9,254.57,84.83,1091.68,19.3,10452077,10649609,0.00029758241766418846,0.00044575605314169325,0,0,21628,334,174432256,610304,43996071,587990,82.76,20.82,0.01,0.08,6.469500358242956
29-5-2021 15:46:49,1622317609.0030704,1000.0,95.5,268.47,89.42,1093.11,19.7,10595068,10909035,0.0002854624334123921,0.0005179093596830795,0,0,22646,338,174432256,610304,44072860,592398,91.42,24.69,0.01,0.08,6.4663363891151295
29-5-2021 15:46:54,1622317614.0065122,1000.0,88.7,281.26,94.65,1095.0,19.6,10735639,11108530,0.0002809486056217787,0.0003987155393254422,0,0,23662,341,174432256,610304,44148496,595704,98.48,28.61,0.01,0.08,6.480114964349212
