time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,memory_percent_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel
10-6-2021 17:3:10,1623358990.9795225,1000.0,54.8,764.16,213.55,4055.16,19.4,34663453,41092576,0.0,0.0,66.218,0,0,6.241796644559708,44.36,5.49,0.05,0.12,13978,333,0,675840,43687959,606363
10-6-2021 17:3:17,1623358997.818888,1000.0,71.0,779.52,215.85,4064.22,19.4,35604487,41900622,0.001375908338911242,0.001181463400497616,66.705,0,0,6.254860775152024,51.37,5.93,0.05,0.12,15007,339,0,675840,43766642,612243
10-6-2021 17:3:22,1623359002.824304,1000.0,83.0,791.73,218.24,4069.55,20.2,35900743,42374480,0.0005918708671451122,0.0009466905155124237,67.679,0,0,6.257820617239345,56.22,6.19,0.05,0.12,16026,342,0,675840,43843063,615183
10-6-2021 17:3:27,1623359007.8312156,1000.0,39.1,799.54,219.02,4080.71,19.6,36071958,42839633,0.0003419573113013594,0.0009290218101437447,67.679,0,0,6.251186488422935,60.14,6.52,0.05,0.12,17051,345,0,675840,43919810,618123
10-6-2021 17:3:32,1623359012.835821,1000.0,36.3,807.0,219.79,4091.88,19.4,36254379,43373679,0.0003645062683468157,0.001067109129900305,64.757,0,0,6.255166965712782,64.07,6.65,0.05,0.12,18081,348,0,675840,43996874,621063
10-6-2021 17:3:37,1623359017.844348,1000.0,48.1,815.0,220.44,4102.77,19.3,36442294,43909768,0.00037519014768448185,0.0010703526119896025,66.705,0,0,6.39346303565487,68.67,7.17,0.05,0.12,19111,351,0,675840,44073933,624003
10-6-2021 17:3:42,1623359022.8480752,1000.0,55.1,824.44,225.23,4108.4,19.4,36595004,44126506,0.0003051924974483199,0.0004331531105491059,66.705,0,0,6.377336999454982,75.4,11.55,0.05,0.12,20142,354,0,675840,44151374,627309
10-6-2021 17:3:47,1623359027.8510752,1000.0,98.5,834.85,230.5,4112.5,19.5,36749417,44353246,0.0003086408142163618,0.00045320807325431063,68.653,0,0,6.468275595999927,82.65,16.87,0.05,0.12,21176,359,0,675840,44231033,632819
10-6-2021 17:3:52,1623359032.8579369,1000.0,57.0,844.49,235.68,4117.57,19.5,36907758,44584976,0.0003162480010590325,0.00046282484817835933,67.679,0,0,6.454497020765844,89.41,21.33,0.05,0.12,22208,363,0,675840,44309622,637227
10-6-2021 17:3:57,1623359037.860383,1000.0,82.1,856.3,241.09,4120.21,19.6,37140629,44899837,0.00046551425416909337,0.0006294140686557575,67.679,0,0,6.471439565127753,97.33,26.09,0.05,0.12,23242,368,0,675840,44389313,642737
10-6-2021 17:4:2,1623359042.8642566,1000.0,64.1,865.8,245.68,4126.0,19.5,37296088,45122692,0.0003106773129013677,0.00044536496804066864,68.166,0,0,6.477869566903658,104.23,30.69,0.05,0.12,24274,372,0,675840,44467889,647145
10-6-2021 17:4:7,1623359047.8854764,1000.0,98.2,877.41,251.26,4128.74,19.5,37457105,45373793,0.000320673080737505,0.0005000796887674484,69.627,0,0,6.480523218430221,112.4,35.87,0.05,0.12,25310,378,0,675840,44548681,653757
10-6-2021 17:4:12,1623359052.892471,1000.0,86.8,886.86,256.16,4134.15,19.6,37608305,45581570,0.00030197755006009755,0.00041497347499230744,69.627,0,0,6.482054171234008,118.96,40.64,0.05,0.12,26340,381,0,675840,44626165,657061
10-6-2021 17:4:17,1623359057.897236,1000.0,71.5,896.21,261.67,4139.1,19.5,37755902,45785763,0.0002949129459734809,0.0004079971759396396,70.114,0,0,6.476950995221387,125.22,45.68,0.05,0.12,27367,385,0,675840,44704436,661467
10-6-2021 17:4:22,1623359062.9023786,1000.0,89.6,906.64,266.79,4143.42,19.5,37914668,46021409,0.0003172057570298492,0.0004708077788761816,69.627,0,0,6.471949882729016,132.08,50.17,0.05,0.12,28396,390,0,675840,44783848,666977
10-6-2021 17:4:27,1623359067.9064374,1000.0,93.2,917.15,271.9,4147.71,19.4,38070151,46247602,0.00031071377263329936,0.00045201906557786953,69.14,0,0,6.43449257079636,139.78,55.17,0.05,0.12,29423,394,0,675840,44862144,671385
10-6-2021 17:4:32,1623359072.911962,1000.0,68.7,927.69,276.82,4151.93,19.6,38218134,46456611,0.0002956393400922481,0.0004175566303787643,68.166,0,0,6.469908612323966,146.63,59.48,0.05,0.12,30445,398,0,675840,44940136,675794
10-6-2021 17:4:37,1623359077.9158225,1000.0,93.0,938.09,282.33,4155.93,19.6,38370465,46670677,0.00030442695355453704,0.0004278016965660668,69.14,0,0,6.475930360018861,154.07,64.72,0.05,0.12,31467,402,0,675840,45018124,680206
10-6-2021 17:4:42,1623359082.9198332,1000.0,68.8,947.92,286.98,4161.34,19.6,38525808,46900890,0.0003104369874819078,0.00046005697198568614,68.653,0,0,6.3783576346575055,161.26,69.21,0.05,0.12,32483,406,0,675840,45095830,684614
10-6-2021 17:4:47,1623359087.9213638,1000.0,94.9,959.75,292.91,4163.44,19.4,38687098,47145876,0.000322481278981635,0.00048982205104219,70.114,0,0,6.476134487059366,169.81,75.02,0.05,0.12,33501,411,0,675840,45174621,690129
10-6-2021 17:4:52,1623359092.9241812,1000.0,83.9,971.01,298.53,4166.54,19.6,38843165,47375472,0.0003119582182605179,0.00045893340090949307,70.114,0,0,6.476542741140376,177.67,79.69,0.05,0.12,34519,416,0,675840,45253366,695644
10-6-2021 17:4:57,1623359097.928458,1000.0,98.3,982.46,304.58,4168.97,19.6,39006778,47633879,0.0003269463462810712,0.0005163723206802195,70.601,0,0,6.478277820984668,186.52,85.61,0.05,0.12,35539,422,0,675840,45333282,702262
10-6-2021 17:5:2,1623359102.9316485,1000.0,68.6,993.22,310.59,4172.0,19.4,39163969,47864144,0.00031418151967733753,0.00046023632159921453,71.088,0,0,6.474603534255579,194.13,91.42,0.05,0.12,36557,427,0,675840,45412095,707775
10-6-2021 17:5:7,1623359107.9357684,1000.0,73.9,1003.14,316.3,4176.34,19.4,39320151,48091141,0.00031210683189510595,0.00045362022844945874,70.601,0,0,6.471949882729016,201.14,96.71,0.05,0.12,37573,431,0,675840,45489752,712187
10-6-2021 17:5:12,1623359112.9399798,1000.0,61.3,1013.17,321.46,4180.89,19.4,39469397,48300052,0.0002982407962043689,0.00041747037090341386,69.627,0,0,6.359169692850042,207.7,101.42,0.05,0.12,38583,435,0,675840,45567090,716599
