RCoin,RCoinP,Accuracy,Training Losses,Training Times
49.537759015983816,49.537759015983816,0.8305555555555556,"[None, 2.394263744354248, 2.359630823135376, 2.3299949169158936, 2.304248571395874, 2.281510353088379, 2.2610111236572266, 2.2419252395629883, 2.223968267440796, 2.2067463397979736, 2.1900718212127686, 2.1738100051879883, 2.1578292846679688, 2.1419689655303955, 2.126222848892212, 2.1104791164398193, 2.094742774963379, 2.0789878368377686, 2.063218593597412, 2.047389030456543, 2.031447649002075, 2.015376329421997, 1.9992278814315796, 1.9829398393630981, 1.9664499759674072, 1.949716567993164, 1.9327826499938965, 1.9156728982925415, 1.8985165357589722, 1.8812642097473145, 1.8638519048690796, 1.8464066982269287, 1.8289117813110352, 1.8112785816192627, 1.7934945821762085, 1.7755639553070068, 1.7575384378433228, 1.739457130432129, 1.7212436199188232, 1.7029170989990234, 1.684478759765625, 1.6659066677093506, 1.6471601724624634, 1.6282134056091309, 1.609089732170105, 1.5897815227508545, 1.5703192949295044, 1.5507771968841553, 1.5311124324798584, 1.5113431215286255, 1.4915237426757812, 1.4716064929962158, 1.451586127281189, 1.4314311742782593, 1.4110954999923706, 1.3906618356704712, 1.370178461074829, 1.3496770858764648, 1.3291897773742676, 1.3087704181671143, 1.2884438037872314, 1.2682595252990723, 1.24825918674469, 1.2284032106399536, 1.2086691856384277, 1.18903386592865, 1.1694961786270142, 1.150098204612732, 1.1309311389923096, 1.1119813919067383, 1.0932316780090332, 1.0746688842773438, 1.0563215017318726, 1.0381107330322266, 1.0201579332351685, 1.002508521080017, 0.9851216673851013, 0.96799236536026, 0.9511917233467102, 0.9346975088119507, 0.9185143113136292, 0.9026068449020386, 0.886955738067627, 0.8716147541999817, 0.8565723896026611, 0.8418114185333252, 0.827324390411377, 0.8131279945373535, 0.7992316484451294, 0.7856186032295227, 0.7722992897033691, 0.7592835426330566, 0.7465684413909912, 0.7341468930244446, 0.7220029234886169, 0.7101429104804993, 0.6985710859298706, 0.6872649192810059, 0.676223635673523, 0.665440559387207]",251.95504760742188
59.83346967828634,109.37122869427016,0.8305555555555556,"[2.436506748199463, 2.394263744354248, 2.359630823135376, 2.3299949169158936, 2.304248571395874, 2.281510353088379, 2.2610111236572266, 2.2419252395629883, 2.223968267440796, 2.2067463397979736, 2.1900718212127686, 2.1738100051879883, 2.1578292846679688, 2.1419689655303955, 2.126222848892212, 2.1104791164398193, 2.094742774963379, 2.0789878368377686, 2.063218593597412, 2.047389030456543, 2.031447649002075, 2.015376329421997, 1.9992278814315796, 1.9829398393630981, 1.9664499759674072, 1.949716567993164, 1.9327826499938965, 1.9156728982925415, 1.8985165357589722, 1.8812642097473145, 1.8638519048690796, 1.8464066982269287, 1.8289117813110352, 1.8112785816192627, 1.7934945821762085, 1.7755639553070068, 1.7575384378433228, 1.739457130432129, 1.7212436199188232, 1.7029170989990234, 1.684478759765625, 1.6659066677093506, 1.6471601724624634, 1.6282134056091309, 1.609089732170105, 1.5897815227508545, 1.5703192949295044, 1.5507771968841553, 1.5311124324798584, 1.5113431215286255, 1.4915237426757812, 1.4716064929962158, 1.451586127281189, 1.4314311742782593, 1.4110954999923706, 1.3906618356704712, 1.370178461074829, 1.3496770858764648, 1.3291897773742676, 1.3087704181671143, 1.2884438037872314, 1.2682595252990723, 1.24825918674469, 1.2284032106399536, 1.2086691856384277, 1.18903386592865, 1.1694961786270142, 1.150098204612732, 1.1309311389923096, 1.1119813919067383, 1.0932316780090332, 1.0746688842773438, 1.0563215017318726, 1.0381107330322266, 1.0201579332351685, 1.002508521080017, 0.9851216673851013, 0.96799236536026, 0.9511917233467102, 0.9346975088119507, 0.9185143113136292, 0.9026068449020386, 0.886955738067627, 0.8716147541999817, 0.8565723896026611, 0.8418114185333252, 0.827324390411377, 0.8131279945373535, 0.7992316484451294, 0.7856186032295227, 0.7722992897033691, 0.7592835426330566, 0.7465684413909912, 0.7341468930244446, 0.7220029234886169, 0.7101429104804993, 0.6985710859298706, 0.6872649192810059, 0.676223635673523, 0.665440559387207]",208.6004455089569
60.23188623608947,169.60311493035962,0.8305555555555556,"[2.436506748199463, 2.394263744354248, 2.359630823135376, 2.3299949169158936, 2.304248571395874, 2.281510353088379, 2.2610111236572266, 2.2419252395629883, 2.223968267440796, 2.2067463397979736, 2.1900718212127686, 2.1738100051879883, 2.1578292846679688, 2.1419689655303955, 2.126222848892212, 2.1104791164398193, 2.094742774963379, 2.0789878368377686, 2.063218593597412, 2.047389030456543, 2.031447649002075, 2.015376329421997, 1.9992278814315796, 1.9829398393630981, 1.9664499759674072, 1.949716567993164, 1.9327826499938965, 1.9156728982925415, 1.8985165357589722, 1.8812642097473145, 1.8638519048690796, 1.8464066982269287, 1.8289117813110352, 1.8112785816192627, 1.7934945821762085, 1.7755639553070068, 1.7575384378433228, 1.739457130432129, 1.7212436199188232, 1.7029170989990234, 1.684478759765625, 1.6659066677093506, 1.6471601724624634, 1.6282134056091309, 1.609089732170105, 1.5897815227508545, 1.5703192949295044, 1.5507771968841553, 1.5311124324798584, 1.5113431215286255, 1.4915237426757812, 1.4716064929962158, 1.451586127281189, 1.4314311742782593, 1.4110954999923706, 1.3906618356704712, 1.370178461074829, 1.3496770858764648, 1.3291897773742676, 1.3087704181671143, 1.2884438037872314, 1.2682595252990723, 1.24825918674469, 1.2284032106399536, 1.2086691856384277, 1.18903386592865, 1.1694961786270142, 1.150098204612732, 1.1309311389923096, 1.1119813919067383, 1.0932316780090332, 1.0746688842773438, 1.0563215017318726, 1.0381107330322266, 1.0201579332351685, 1.002508521080017, 0.9851216673851013, 0.96799236536026, 0.9511917233467102, 0.9346975088119507, 0.9185143113136292, 0.9026068449020386, 0.886955738067627, 0.8716147541999817, 0.8565723896026611, 0.8418114185333252, 0.827324390411377, 0.8131279945373535, 0.7992316484451294, 0.7856186032295227, 0.7722992897033691, 0.7592835426330566, 0.7465684413909912, 0.7341468930244446, 0.7220029234886169, 0.7101429104804993, 0.6985710859298706, 0.6872649192810059, 0.676223635673523, 0.665440559387207]",207.22061371803284
62.47108387095995,232.07419880131957,0.8305555555555556,"[2.436506748199463, 2.394263744354248, 2.359630823135376, 2.3299949169158936, 2.304248571395874, 2.281510353088379, 2.2610111236572266, 2.2419252395629883, 2.223968267440796, 2.2067463397979736, 2.1900718212127686, 2.1738100051879883, 2.1578292846679688, 2.1419689655303955, 2.126222848892212, 2.1104791164398193, 2.094742774963379, 2.0789878368377686, 2.063218593597412, 2.047389030456543, 2.031447649002075, 2.015376329421997, 1.9992278814315796, 1.9829398393630981, 1.9664499759674072, 1.949716567993164, 1.9327826499938965, 1.9156728982925415, 1.8985165357589722, 1.8812642097473145, 1.8638519048690796, 1.8464066982269287, 1.8289117813110352, 1.8112785816192627, 1.7934945821762085, 1.7755639553070068, 1.7575384378433228, 1.739457130432129, 1.7212436199188232, 1.7029170989990234, 1.684478759765625, 1.6659066677093506, 1.6471601724624634, 1.6282134056091309, 1.609089732170105, 1.5897815227508545, 1.5703192949295044, 1.5507771968841553, 1.5311124324798584, 1.5113431215286255, 1.4915237426757812, 1.4716064929962158, 1.451586127281189, 1.4314311742782593, 1.4110954999923706, 1.3906618356704712, 1.370178461074829, 1.3496770858764648, 1.3291897773742676, 1.3087704181671143, 1.2884438037872314, 1.2682595252990723, 1.24825918674469, 1.2284032106399536, 1.2086691856384277, 1.18903386592865, 1.1694961786270142, 1.150098204612732, 1.1309311389923096, 1.1119813919067383, 1.0932316780090332, 1.0746688842773438, 1.0563215017318726, 1.0381107330322266, 1.0201579332351685, 1.002508521080017, 0.9851216673851013, 0.96799236536026, 0.9511917233467102, 0.9346975088119507, 0.9185143113136292, 0.9026068449020386, 0.886955738067627, 0.8716147541999817, 0.8565723896026611, 0.8418114185333252, 0.827324390411377, 0.8131279945373535, 0.7992316484451294, 0.7856186032295227, 0.7722992897033691, 0.7592835426330566, 0.7465684413909912, 0.7341468930244446, 0.7220029234886169, 0.7101429104804993, 0.6985710859298706, 0.6872649192810059, 0.676223635673523, 0.665440559387207]",199.7930507659912
61.90161140514606,293.9758102064656,0.8305555555555556,"[2.436506748199463, 2.394263744354248, 2.359630823135376, 2.3299949169158936, 2.304248571395874, 2.281510353088379, 2.2610111236572266, 2.2419252395629883, 2.223968267440796, 2.2067463397979736, 2.1900718212127686, 2.1738100051879883, 2.1578292846679688, 2.1419689655303955, 2.126222848892212, 2.1104791164398193, 2.094742774963379, 2.0789878368377686, 2.063218593597412, 2.047389030456543, 2.031447649002075, 2.015376329421997, 1.9992278814315796, 1.9829398393630981, 1.9664499759674072, 1.949716567993164, 1.9327826499938965, 1.9156728982925415, 1.8985165357589722, 1.8812642097473145, 1.8638519048690796, 1.8464066982269287, 1.8289117813110352, 1.8112785816192627, 1.7934945821762085, 1.7755639553070068, 1.7575384378433228, 1.739457130432129, 1.7212436199188232, 1.7029170989990234, 1.684478759765625, 1.6659066677093506, 1.6471601724624634, 1.6282134056091309, 1.609089732170105, 1.5897815227508545, 1.5703192949295044, 1.5507771968841553, 1.5311124324798584, 1.5113431215286255, 1.4915237426757812, 1.4716064929962158, 1.451586127281189, 1.4314311742782593, 1.4110954999923706, 1.3906618356704712, 1.370178461074829, 1.3496770858764648, 1.3291897773742676, 1.3087704181671143, 1.2884438037872314, 1.2682595252990723, 1.24825918674469, 1.2284032106399536, 1.2086691856384277, 1.18903386592865, 1.1694961786270142, 1.150098204612732, 1.1309311389923096, 1.1119813919067383, 1.0932316780090332, 1.0746688842773438, 1.0563215017318726, 1.0381107330322266, 1.0201579332351685, 1.002508521080017, 0.9851216673851013, 0.96799236536026, 0.9511917233467102, 0.9346975088119507, 0.9185143113136292, 0.9026068449020386, 0.886955738067627, 0.8716147541999817, 0.8565723896026611, 0.8418114185333252, 0.827324390411377, 0.8131279945373535, 0.7992316484451294, 0.7856186032295227, 0.7722992897033691, 0.7592835426330566, 0.7465684413909912, 0.7341468930244446, 0.7220029234886169, 0.7101429104804993, 0.6985710859298706, 0.6872649192810059, 0.676223635673523, 0.665440559387207]",201.63107466697693
63.75547668980319,308.193527880285,0.8305555555555556,"[2.436506748199463, 2.394263744354248, 2.359630823135376, 2.3299949169158936, 2.304248571395874, 2.281510353088379, 2.2610111236572266, 2.2419252395629883, 2.223968267440796, 2.2067463397979736, 2.1900718212127686, 2.1738100051879883, 2.1578292846679688, 2.1419689655303955, 2.126222848892212, 2.1104791164398193, 2.094742774963379, 2.0789878368377686, 2.063218593597412, 2.047389030456543, 2.031447649002075, 2.015376329421997, 1.9992278814315796, 1.9829398393630981, 1.9664499759674072, 1.949716567993164, 1.9327826499938965, 1.9156728982925415, 1.8985165357589722, 1.8812642097473145, 1.8638519048690796, 1.8464066982269287, 1.8289117813110352, 1.8112785816192627, 1.7934945821762085, 1.7755639553070068, 1.7575384378433228, 1.739457130432129, 1.7212436199188232, 1.7029170989990234, 1.684478759765625, 1.6659066677093506, 1.6471601724624634, 1.6282134056091309, 1.609089732170105, 1.5897815227508545, 1.5703192949295044, 1.5507771968841553, 1.5311124324798584, 1.5113431215286255, 1.4915237426757812, 1.4716064929962158, 1.451586127281189, 1.4314311742782593, 1.4110954999923706, 1.3906618356704712, 1.370178461074829, 1.3496770858764648, 1.3291897773742676, 1.3087704181671143, 1.2884438037872314, 1.2682595252990723, 1.24825918674469, 1.2284032106399536, 1.2086691856384277, 1.18903386592865, 1.1694961786270142, 1.150098204612732, 1.1309311389923096, 1.1119813919067383, 1.0932316780090332, 1.0746688842773438, 1.0563215017318726, 1.0381107330322266, 1.0201579332351685, 1.002508521080017, 0.9851216673851013, 0.96799236536026, 0.9511917233467102, 0.9346975088119507, 0.9185143113136292, 0.9026068449020386, 0.886955738067627, 0.8716147541999817, 0.8565723896026611, 0.8418114185333252, 0.827324390411377, 0.8131279945373535, 0.7992316484451294, 0.7856186032295227, 0.7722992897033691, 0.7592835426330566, 0.7465684413909912, 0.7341468930244446, 0.7220029234886169, 0.7101429104804993, 0.6985710859298706, 0.6872649192810059, 0.676223635673523, 0.665440559387207]",195.7680983543396
57.490467885512786,305.8505260875114,0.8305555555555556,"[2.436506748199463, 2.394263744354248, 2.359630823135376, 2.3299949169158936, 2.304248571395874, 2.281510353088379, 2.2610111236572266, 2.2419252395629883, 2.223968267440796, 2.2067463397979736, 2.1900718212127686, 2.1738100051879883, 2.1578292846679688, 2.1419689655303955, 2.126222848892212, 2.1104791164398193, 2.094742774963379, 2.0789878368377686, 2.063218593597412, 2.047389030456543, 2.031447649002075, 2.015376329421997, 1.9992278814315796, 1.9829398393630981, 1.9664499759674072, 1.949716567993164, 1.9327826499938965, 1.9156728982925415, 1.8985165357589722, 1.8812642097473145, 1.8638519048690796, 1.8464066982269287, 1.8289117813110352, 1.8112785816192627, 1.7934945821762085, 1.7755639553070068, 1.7575384378433228, 1.739457130432129, 1.7212436199188232, 1.7029170989990234, 1.684478759765625, 1.6659066677093506, 1.6471601724624634, 1.6282134056091309, 1.609089732170105, 1.5897815227508545, 1.5703192949295044, 1.5507771968841553, 1.5311124324798584, 1.5113431215286255, 1.4915237426757812, 1.4716064929962158, 1.451586127281189, 1.4314311742782593, 1.4110954999923706, 1.3906618356704712, 1.370178461074829, 1.3496770858764648, 1.3291897773742676, 1.3087704181671143, 1.2884438037872314, 1.2682595252990723, 1.24825918674469, 1.2284032106399536, 1.2086691856384277, 1.18903386592865, 1.1694961786270142, 1.150098204612732, 1.1309311389923096, 1.1119813919067383, 1.0932316780090332, 1.0746688842773438, 1.0563215017318726, 1.0381107330322266, 1.0201579332351685, 1.002508521080017, 0.9851216673851013, 0.96799236536026, 0.9511917233467102, 0.9346975088119507, 0.9185143113136292, 0.9026068449020386, 0.886955738067627, 0.8716147541999817, 0.8565723896026611, 0.8418114185333252, 0.827324390411377, 0.8131279945373535, 0.7992316484451294, 0.7856186032295227, 0.7722992897033691, 0.7592835426330566, 0.7465684413909912, 0.7341468930244446, 0.7220029234886169, 0.7101429104804993, 0.6985710859298706, 0.6872649192810059, 0.676223635673523, 0.665440559387207]",217.10187602043152
60.67020320959777,306.28884306101975,0.8305555555555556,"[2.436506748199463, 2.394263744354248, 2.359630823135376, 2.3299949169158936, 2.304248571395874, 2.281510353088379, 2.2610111236572266, 2.2419252395629883, 2.223968267440796, 2.2067463397979736, 2.1900718212127686, 2.1738100051879883, 2.1578292846679688, 2.1419689655303955, 2.126222848892212, 2.1104791164398193, 2.094742774963379, 2.0789878368377686, 2.063218593597412, 2.047389030456543, 2.031447649002075, 2.015376329421997, 1.9992278814315796, 1.9829398393630981, 1.9664499759674072, 1.949716567993164, 1.9327826499938965, 1.9156728982925415, 1.8985165357589722, 1.8812642097473145, 1.8638519048690796, 1.8464066982269287, 1.8289117813110352, 1.8112785816192627, 1.7934945821762085, 1.7755639553070068, 1.7575384378433228, 1.739457130432129, 1.7212436199188232, 1.7029170989990234, 1.684478759765625, 1.6659066677093506, 1.6471601724624634, 1.6282134056091309, 1.609089732170105, 1.5897815227508545, 1.5703192949295044, 1.5507771968841553, 1.5311124324798584, 1.5113431215286255, 1.4915237426757812, 1.4716064929962158, 1.451586127281189, 1.4314311742782593, 1.4110954999923706, 1.3906618356704712, 1.370178461074829, 1.3496770858764648, 1.3291897773742676, 1.3087704181671143, 1.2884438037872314, 1.2682595252990723, 1.24825918674469, 1.2284032106399536, 1.2086691856384277, 1.18903386592865, 1.1694961786270142, 1.150098204612732, 1.1309311389923096, 1.1119813919067383, 1.0932316780090332, 1.0746688842773438, 1.0563215017318726, 1.0381107330322266, 1.0201579332351685, 1.002508521080017, 0.9851216673851013, 0.96799236536026, 0.9511917233467102, 0.9346975088119507, 0.9185143113136292, 0.9026068449020386, 0.886955738067627, 0.8716147541999817, 0.8565723896026611, 0.8418114185333252, 0.827324390411377, 0.8131279945373535, 0.7992316484451294, 0.7856186032295227, 0.7722992897033691, 0.7592835426330566, 0.7465684413909912, 0.7341468930244446, 0.7220029234886169, 0.7101429104804993, 0.6985710859298706, 0.6872649192810059, 0.676223635673523, 0.665440559387207]",205.72353100776672
62.65145072507322,306.46920991513304,0.8305555555555556,"[2.436506748199463, 2.394263744354248, 2.359630823135376, 2.3299949169158936, 2.304248571395874, 2.281510353088379, 2.2610111236572266, 2.2419252395629883, 2.223968267440796, 2.2067463397979736, 2.1900718212127686, 2.1738100051879883, 2.1578292846679688, 2.1419689655303955, 2.126222848892212, 2.1104791164398193, 2.094742774963379, 2.0789878368377686, 2.063218593597412, 2.047389030456543, 2.031447649002075, 2.015376329421997, 1.9992278814315796, 1.9829398393630981, 1.9664499759674072, 1.949716567993164, 1.9327826499938965, 1.9156728982925415, 1.8985165357589722, 1.8812642097473145, 1.8638519048690796, 1.8464066982269287, 1.8289117813110352, 1.8112785816192627, 1.7934945821762085, 1.7755639553070068, 1.7575384378433228, 1.739457130432129, 1.7212436199188232, 1.7029170989990234, 1.684478759765625, 1.6659066677093506, 1.6471601724624634, 1.6282134056091309, 1.609089732170105, 1.5897815227508545, 1.5703192949295044, 1.5507771968841553, 1.5311124324798584, 1.5113431215286255, 1.4915237426757812, 1.4716064929962158, 1.451586127281189, 1.4314311742782593, 1.4110954999923706, 1.3906618356704712, 1.370178461074829, 1.3496770858764648, 1.3291897773742676, 1.3087704181671143, 1.2884438037872314, 1.2682595252990723, 1.24825918674469, 1.2284032106399536, 1.2086691856384277, 1.18903386592865, 1.1694961786270142, 1.150098204612732, 1.1309311389923096, 1.1119813919067383, 1.0932316780090332, 1.0746688842773438, 1.0563215017318726, 1.0381107330322266, 1.0201579332351685, 1.002508521080017, 0.9851216673851013, 0.96799236536026, 0.9511917233467102, 0.9346975088119507, 0.9185143113136292, 0.9026068449020386, 0.886955738067627, 0.8716147541999817, 0.8565723896026611, 0.8418114185333252, 0.827324390411377, 0.8131279945373535, 0.7992316484451294, 0.7856186032295227, 0.7722992897033691, 0.7592835426330566, 0.7465684413909912, 0.7341468930244446, 0.7220029234886169, 0.7101429104804993, 0.6985710859298706, 0.6872649192810059, 0.676223635673523, 0.665440559387207]",199.21786785125732
62.22122977495688,306.78882828494386,0.8305555555555556,"[2.436506748199463, 2.394263744354248, 2.359630823135376, 2.3299949169158936, 2.304248571395874, 2.281510353088379, 2.2610111236572266, 2.2419252395629883, 2.223968267440796, 2.2067463397979736, 2.1900718212127686, 2.1738100051879883, 2.1578292846679688, 2.1419689655303955, 2.126222848892212, 2.1104791164398193, 2.094742774963379, 2.0789878368377686, 2.063218593597412, 2.047389030456543, 2.031447649002075, 2.015376329421997, 1.9992278814315796, 1.9829398393630981, 1.9664499759674072, 1.949716567993164, 1.9327826499938965, 1.9156728982925415, 1.8985165357589722, 1.8812642097473145, 1.8638519048690796, 1.8464066982269287, 1.8289117813110352, 1.8112785816192627, 1.7934945821762085, 1.7755639553070068, 1.7575384378433228, 1.739457130432129, 1.7212436199188232, 1.7029170989990234, 1.684478759765625, 1.6659066677093506, 1.6471601724624634, 1.6282134056091309, 1.609089732170105, 1.5897815227508545, 1.5703192949295044, 1.5507771968841553, 1.5311124324798584, 1.5113431215286255, 1.4915237426757812, 1.4716064929962158, 1.451586127281189, 1.4314311742782593, 1.4110954999923706, 1.3906618356704712, 1.370178461074829, 1.3496770858764648, 1.3291897773742676, 1.3087704181671143, 1.2884438037872314, 1.2682595252990723, 1.24825918674469, 1.2284032106399536, 1.2086691856384277, 1.18903386592865, 1.1694961786270142, 1.150098204612732, 1.1309311389923096, 1.1119813919067383, 1.0932316780090332, 1.0746688842773438, 1.0563215017318726, 1.0381107330322266, 1.0201579332351685, 1.002508521080017, 0.9851216673851013, 0.96799236536026, 0.9511917233467102, 0.9346975088119507, 0.9185143113136292, 0.9026068449020386, 0.886955738067627, 0.8716147541999817, 0.8565723896026611, 0.8418114185333252, 0.827324390411377, 0.8131279945373535, 0.7992316484451294, 0.7856186032295227, 0.7722992897033691, 0.7592835426330566, 0.7465684413909912, 0.7341468930244446, 0.7220029234886169, 0.7101429104804993, 0.6985710859298706, 0.6872649192810059, 0.676223635673523, 0.665440559387207]",200.59533500671387
