time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,memory_percent_ipykernel
11-6-2021 20:51:41,1623459101.4728932,600.0,63.5,17727.28,5833.74,6485.4,39.2,585380234,357217788,0.0,0.0,63.783,0,0,12898,228,0,434176,40768366,418150,44.52,4.6,0.01,0.18,12.669150116150096
11-6-2021 20:51:49,1623459109.4007046,600.0,88.3,17747.83,5836.79,6492.75,39.5,586663915,357762329,0.001619212337163048,0.0006868743132375592,64.757,0,0,13924,231,0,434176,40846295,421276,51.75,5.0,0.01,0.18,12.688822384530063
11-6-2021 20:51:54,1623459114.407954,600.0,79.0,17760.87,5838.78,6497.42,39.5,587548650,358115982,0.0017669082109136086,0.0007062819821915381,63.783,0,0,14944,231,0,434176,40921081,421276,56.39,5.37,0.01,0.18,12.702425548835361
11-6-2021 20:51:59,1623459119.4121299,600.0,65.9,17773.72,5840.52,6502.78,39.5,588163236,358579541,0.0012281462764457728,0.0009263443354761188,64.757,0,0,15970,234,0,434176,40999035,424402,61.73,5.7,0.01,0.18,12.707029696754077
11-6-2021 20:52:4,1623459124.422147,600.0,82.5,17786.15,5842.41,6507.8,39.5,588934069,358773984,0.001538583553520148,0.00038810845137288895,64.27,0,0,16990,234,0,434176,41073857,424402,64.48,6.05,0.01,0.18,12.707029696754077
11-6-2021 20:52:9,1623459129.4316127,600.0,70.3,17797.74,5844.48,6513.67,39.4,589297834,359157985,0.0007261552871889127,0.0007665508128484864,64.27,0,0,18016,237,0,434176,41151823,427528,69.99,6.37,0.01,0.18,12.720842140510225
11-6-2021 20:52:14,1623459134.436139,600.0,75.0,17810.55,5846.48,6518.3,39.4,590039270,359429114,0.0014815308066880716,0.0005417675511932657,64.27,0,0,19047,240,0,434176,41230074,430654,72.87,6.58,0.01,0.18,12.693426532448779
11-6-2021 20:52:19,1623459139.441656,600.0,76.3,17823.68,5848.51,6522.78,39.5,590863248,359758668,0.0016461396475637138,0.0006583815410280519,64.27,0,0,20062,240,0,434176,41304580,430654,78.47,7.0,0.01,0.18,12.734654584266373
11-6-2021 20:52:24,1623459144.448457,600.0,81.6,17836.17,5850.49,6528.21,39.5,591438570,360212455,0.0011490810452491887,0.0009063412146250163,64.27,0,0,21083,243,0,434176,41382250,433780,83.65,7.34,0.01,0.18,12.769604252558441
11-6-2021 20:52:29,1623459149.4555004,600.0,59.9,17847.93,5852.21,6533.87,39.7,592028627,360487358,0.0011784539445329003,0.0005490325929764885,64.27,0,0,22104,246,0,434176,41459914,436906,86.73,7.7,0.01,0.18,12.7145637569847
11-6-2021 20:52:34,1623459154.46327,600.0,84.9,17860.57,5854.28,6538.57,39.7,592677461,360861730,0.0012956546602864545,0.000747582319176801,64.757,0,0,23119,246,0,434176,41534443,436906,92.46,8.13,0.01,0.18,12.769604252558441
11-6-2021 20:52:39,1623459159.465857,600.0,78.2,17872.98,5856.32,6543.99,39.6,593136960,361167766,0.0009185227416367769,0.0006117554679325801,64.757,0,0,24145,249,0,434176,41612390,440032,96.09,8.49,0.01,0.18,12.769604252558441
11-6-2021 20:52:44,1623459164.4698462,600.0,75.8,17886.64,5858.62,6547.66,39.6,594236590,361535624,0.002197506732585448,0.0007351294814032155,64.27,0,0,25165,249,0,434176,41687216,440032,100.77,8.8,0.01,0.18,12.783416696314589
11-6-2021 20:52:49,1623459169.4723918,600.0,99.7,17898.82,5861.86,6551.26,39.7,594363359,361723997,0.0002534089846625689,0.0003765542890441835,65.244,0,0,26186,249,0,434176,41762057,440032,105.98,11.35,0.01,0.18,13.145051587384634
11-6-2021 20:52:54,1623459174.489738,600.0,93.0,17912.48,5866.86,6552.57,40.4,594649116,361902698,0.0005695381419070033,0.00035616637736581567,65.244,0,0,27215,251,0,434176,41839568,442360,112.97,14.32,0.01,0.18,13.221438586945148
11-6-2021 20:52:59,1623459179.4940739,600.0,99.5,17925.56,5871.55,6554.55,40.4,594984643,362075920,0.0006704725822305467,0.00034614383235668,65.244,0,0,28244,253,0,434176,41917045,444688,118.63,17.18,0.01,0.18,13.161584664001841
11-6-2021 20:53:4,1623459184.4986281,600.0,99.0,17939.23,5875.58,6556.61,40.2,595298356,362250296,0.000626855026378923,0.00034843462680810505,65.244,0,0,29283,254,0,434176,41994215,445852,125.44,19.97,0.01,0.18,13.185861080300526
11-6-2021 20:53:9,1623459189.4998558,600.0,100.0,17953.93,5880.32,6557.0,41.1,595497573,362399244,0.000398336199121033,0.0002978228774988059,65.731,0,0,30322,255,0,434176,42071425,447016,131.62,23.07,0.01,0.18,13.152794927066111
