time_stamp,time,model_number,QOS
27-5-2021 12:36:43,1622133403.5497549,None,0.0
27-5-2021 12:36:48,1622133408.5642614,1,1.1786973476409912
27-5-2021 12:36:53,1622133413.567009,1,1.2743701934814453
27-5-2021 12:36:58,1622133418.571987,1,1.2293381690979004
27-5-2021 12:37:3,1622133423.5770411,1,0.6457901000976562
27-5-2021 12:37:8,1622133428.578852,1,0.7549374103546143
27-5-2021 12:37:13,1622133433.5889378,1,0.7477104663848877
27-5-2021 12:37:18,1622133438.5939507,1,1.2355706691741943
27-5-2021 12:37:23,1622133443.5989716,1,1.2602713108062744
27-5-2021 12:37:28,1622133448.6090748,1,0.9385640621185303
27-5-2021 12:37:33,1622133453.6145573,1,1.2797250747680664
27-5-2021 12:37:38,1622133458.6195872,1,1.059443712234497
27-5-2021 12:37:43,1622133463.6246135,1,0.6929867267608643
27-5-2021 12:37:48,1622133468.6296465,1,1.2359704971313477
27-5-2021 12:37:53,1622133473.6397393,1,1.2596757411956787
27-5-2021 12:37:58,1622133478.6498272,1,1.2429625988006592
27-5-2021 12:38:3,1622133483.6548882,1,0.909508466720581
27-5-2021 12:38:8,1622133488.6588576,1,0.8400537967681885
27-5-2021 12:38:13,1622133493.6638854,1,0.646552324295044
27-5-2021 12:38:18,1622133498.6689405,1,0.9017801284790039
27-5-2021 12:38:23,1622133503.6741536,1,1.3488843441009521
27-5-2021 12:38:28,1622133508.6791735,1,0.6419186592102051
27-5-2021 12:38:33,1622133513.6842253,1,1.2941932678222656
27-5-2021 12:38:38,1622133518.6892583,2,1.3034403324127197
27-5-2021 12:38:43,1622133523.6993508,2,1.2838377952575684
27-5-2021 12:38:48,1622133528.704367,2,1.2455949783325195
27-5-2021 12:38:53,1622133533.708897,2,0.8303825855255127
27-5-2021 12:38:58,1622133538.7142103,2,1.2405297756195068
27-5-2021 12:39:3,1622133543.7192347,2,0.8205363750457764
27-5-2021 12:39:8,1622133548.7293284,2,1.236760139465332
27-5-2021 12:39:13,1622133553.734341,2,0.7965514659881592
27-5-2021 12:39:18,1622133558.7398915,2,0.9225480556488037
27-5-2021 12:39:23,1622133563.7450378,2,1.3269813060760498
27-5-2021 12:39:28,1622133568.7488463,2,1.2969098091125488
27-5-2021 12:39:33,1622133573.7538629,2,1.2765464782714844
27-5-2021 12:39:38,1622133578.7592645,2,1.2664299011230469
27-5-2021 12:39:43,1622133583.7643058,2,0.7813279628753662
27-5-2021 12:39:48,1622133588.7704508,2,1.232605218887329
27-5-2021 12:39:53,1622133593.77547,2,0.8874292373657227
27-5-2021 12:39:58,1622133598.78096,2,1.2775545120239258
27-5-2021 12:40:3,1622133603.7860117,2,1.255908489227295
27-5-2021 12:40:8,1622133608.791037,2,1.2432186603546143
27-5-2021 12:40:13,1622133613.7960627,2,1.3529434204101562
27-5-2021 12:40:18,1622133618.8010864,2,0.9331915378570557
27-5-2021 12:40:23,1622133623.8061576,2,1.0727934837341309
27-5-2021 12:40:28,1622133628.811203,3,1.2710895538330078
27-5-2021 12:40:33,1622133633.8212903,3,1.6561000347137451
27-5-2021 12:40:38,1622133638.8263981,3,1.251187801361084
27-5-2021 12:40:43,1622133643.8314586,3,0.9823009967803955
27-5-2021 12:40:48,1622133648.8364887,3,1.5599167346954346
27-5-2021 12:40:53,1622133653.84151,3,0.8915469646453857
27-5-2021 12:40:58,1622133658.846555,3,1.23765230178833
27-5-2021 12:41:3,1622133663.8515723,3,0.9582555294036865
27-5-2021 12:41:8,1622133668.861672,3,1.241872787475586
27-5-2021 12:41:13,1622133673.8666937,3,1.2416954040527344
27-5-2021 12:41:18,1622133678.868849,3,0.7902591228485107
27-5-2021 12:41:23,1622133683.8739033,3,1.4169812202453613
27-5-2021 12:41:28,1622133688.8789299,3,0.6429221630096436
27-5-2021 12:41:33,1622133693.8839655,3,1.2744240760803223
27-5-2021 12:41:38,1622133698.888997,3,1.2372009754180908
27-5-2021 12:41:43,1622133703.894058,3,0.6229579448699951
27-5-2021 12:41:48,1622133708.8991148,3,1.2818660736083984
27-5-2021 12:41:53,1622133713.9041805,3,1.248274564743042
27-5-2021 12:41:58,1622133718.9092088,3,1.228654384613037
27-5-2021 12:42:3,1622133723.9192953,3,0.6178967952728271
27-5-2021 12:42:8,1622133728.9243658,3,1.2389271259307861
27-5-2021 12:42:13,1622133733.9295762,4,1.2352144718170166
27-5-2021 12:42:18,1622133738.9320765,4,1.2945785522460938
27-5-2021 12:42:23,1622133743.937147,4,1.361067533493042
27-5-2021 12:42:28,1622133748.942206,4,0.7187163829803467
27-5-2021 12:42:33,1622133753.9472287,4,1.2586500644683838
27-5-2021 12:42:38,1622133758.953959,4,0.7468290328979492
27-5-2021 12:42:43,1622133763.95897,4,1.2369518280029297
27-5-2021 12:42:48,1622133768.9639943,4,1.1343872547149658
27-5-2021 12:42:53,1622133773.9690137,4,0.9390664100646973
27-5-2021 12:42:58,1622133778.9699132,4,1.2394111156463623
27-5-2021 12:43:3,1622133783.9749396,4,1.233588457107544
27-5-2021 12:43:8,1622133788.9815488,4,0.8293936252593994
27-5-2021 12:43:13,1622133793.9868593,4,0.65230393409729
27-5-2021 12:43:18,1622133798.9888463,4,0.8354597091674805
27-5-2021 12:43:23,1622133803.9895878,4,1.1862289905548096
27-5-2021 12:43:28,1622133808.9946027,4,0.9606921672821045
27-5-2021 12:43:33,1622133813.9996417,4,0.8376381397247314
27-5-2021 12:43:39,1622133819.0060878,4,0.9244418144226074
27-5-2021 12:43:44,1622133824.0111363,4,0.8631908893585205
