time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,memory_percent_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel
12-6-2021 16:15:27,1623528927.1346252,1500.0,76.5,11184.56,4430.04,13284.46,12.9,525195108,330376754,0.0,0.0,69.627,0,0,29.57,2.8,0.02,0.08,3.0129906203653642,12926,236,0,438272,40782357,429716
12-6-2021 16:15:35,1623528935.3569477,1500.0,91.8,11209.96,4433.85,13287.42,13.2,526019463,332059474,0.0010025816958777415,0.0020465264009891285,71.575,0,0,35.52,3.18,0.02,0.08,3.0074352577043455,13978,242,0,438272,40865181,435968
12-6-2021 16:15:40,1623528940.3598592,1500.0,84.9,11223.64,4435.63,13291.22,13.1,526697957,332607961,0.0013561982673892328,0.0010963355889448074,71.088,0,0,38.93,3.38,0.02,0.08,3.0074352577043455,15024,245,0,438272,40944911,439094
12-6-2021 16:15:45,1623528945.3625221,1500.0,80.2,11237.93,4437.42,13294.58,13.0,527389544,334032195,0.001382437742106362,0.002846951772070777,70.601,0,0,43.76,3.61,0.02,0.08,3.0197364178823154,16070,248,0,438272,41024627,442220
12-6-2021 16:15:50,1623528950.3650308,1500.0,70.5,11251.35,4439.37,13298.83,13.1,527933419,334640574,0.00108720451898819,0.0012161478245139344,71.088,0,0,47.01,3.8,0.02,0.08,3.024795766020029,17124,251,0,438272,41105471,445346
12-6-2021 16:15:55,1623528955.3684638,1500.0,49.0,11260.09,4443.22,13305.25,12.9,528538286,335507900,0.0012089039691652293,0.0017334618088938587,71.088,0,0,51.5,6.73,0.02,0.08,3.0684450440708906,18165,251,0,438272,41182071,445346
12-6-2021 16:16:0,1623528960.372227,1500.0,59.4,11268.56,4448.16,13311.49,12.9,529000132,336181314,0.0009229973155122735,0.001345815086042495,71.575,0,0,55.5,10.57,0.02,0.08,3.0630384857668633,19214,253,0,438272,41261301,447674
12-6-2021 16:16:5,1623528965.3726046,1500.0,90.3,11279.15,4452.77,13315.93,12.9,529537620,336348306,0.001074894812113648,0.00033395877575775147,69.627,0,0,60.66,14.0,0.02,0.08,3.1466169329437967,20264,255,0,438272,41340553,450002
12-6-2021 16:16:10,1623528970.3756557,1500.0,88.5,11289.45,4457.47,13320.6,12.8,530113017,336508621,0.0011500922039483106,0.0003204344681601979,70.601,0,0,64.72,17.43,0.02,0.08,3.12518910553701,21306,256,0,438272,41418345,451166
12-6-2021 16:16:15,1623528975.3795092,1500.0,82.5,11298.89,4461.82,13326.34,13.0,530716101,337204913,0.0012052391078786545,0.0013915115454945647,72.062,0,0,69.78,20.93,0.02,0.08,3.1246434895613744,22352,259,0,438272,41498439,454658
12-6-2021 16:16:20,1623528980.3822653,1500.0,77.0,11308.23,4465.74,13332.79,12.9,531324035,337934817,0.0012151981539106748,0.0014590037624676645,72.062,0,0,74.54,23.77,0.02,0.08,3.1195345399713306,23396,261,0,438272,41577360,456986
