time_stamp,time,model_number,QOS,QOS_avg,task
12-6-2021 16:15:27,1623528927.8649,,0.0,0.0,None
12-6-2021 16:15:32,1623528932.8776863,1,0.0,0.0,Linear_Regression_Training
12-6-2021 16:15:37,1623528937.8827167,1,0.0,0.0,Linear_Regression_Training
12-6-2021 16:15:42,1623528942.8878257,1,0.0,0.0,Linear_Regression_Training
12-6-2021 16:15:47,1623528947.8927739,1,0.0,0.0,Linear_Regression_Training
12-6-2021 16:15:52,1623528952.8978186,1,0.0,0.0,Linear_Regression_Training
12-6-2021 16:15:57,1623528957.9028785,1,2.14436411857605,14.08963406085968,Linear_Regression_Training
12-6-2021 16:16:2,1623528962.908077,1,2.941619873046875,2.410534620285034,Linear_Regression_Training
12-6-2021 16:16:7,1623528967.9132295,1,2.729848861694336,2.8686602115631104,Linear_Regression_Training
12-6-2021 16:16:12,1623528972.9182277,1,2.2616868019104004,2.6809399127960205,Linear_Regression_Training
12-6-2021 16:16:17,1623528977.9233,1,1.6391019821166992,1.7537380456924438,Linear_Regression_Training
12-6-2021 16:16:22,1623528982.928319,1,2.321484088897705,2.3170175552368164,Linear_Regression_Training
12-6-2021 16:16:27,1623528987.9292567,1,2.140225887298584,2.024854063987732,Linear_Regression_Training
12-6-2021 16:16:32,1623528992.9343183,1,1.646075963973999,1.952062964439392,Linear_Regression_Training
12-6-2021 16:16:37,1623528997.9394174,1,1.4975800514221191,2.122262159983317,Linear_Regression_Training
12-6-2021 16:16:42,1623529002.942156,1,2.092478036880493,1.87686554590861,Linear_Regression_Training
12-6-2021 16:16:47,1623529007.9472241,1,1.9154067039489746,2.275750994682312,Linear_Regression_Training
12-6-2021 16:16:52,1623529012.9522111,1,1.8042879104614258,1.9195396900177002,Linear_Regression_Training
12-6-2021 16:16:57,1623529017.957231,1,2.0910305976867676,2.5194298028945923,Linear_Regression_Training
12-6-2021 16:17:2,1623529022.9623091,1,3.3829729557037354,3.3829729557037354,Linear_Regression_Training
12-6-2021 16:17:7,1623529027.9645271,1,1.658672571182251,2.4185694456100464,Linear_Regression_Training
12-6-2021 16:17:12,1623529032.9674206,1,2.9133708477020264,2.6063435077667236,Linear_Regression_Training
12-6-2021 16:17:17,1623529037.9724422,1,2.2367730140686035,2.1477161248524985,Linear_Regression_Training
12-6-2021 16:17:22,1623529042.977493,1,1.8742098808288574,2.074068069458008,Linear_Regression_Training
12-6-2021 16:17:27,1623529047.9825718,1,2.6077873706817627,2.2537425756454468,Linear_Regression_Training
12-6-2021 16:17:32,1623529052.982943,1,2.56392765045166,2.330633282661438,Linear_Regression_Training
12-6-2021 16:17:37,1623529057.9850588,1,1.7278985977172852,2.2561075687408447,Linear_Regression_Training
12-6-2021 16:17:42,1623529062.9900775,1,2.0605738162994385,1.8945791721343994,Linear_Regression_Training
12-6-2021 16:17:47,1623529067.9951315,1,2.419782876968384,2.5464812517166138,Linear_Regression_Training
12-6-2021 16:17:53,1623529073.0001795,1,2.0287046432495117,2.456380844116211,Linear_Regression_Training
12-6-2021 16:17:58,1623529078.0044873,1,2.081397533416748,2.2581857442855835,Linear_Regression_Training
12-6-2021 16:18:3,1623529083.0095093,1,3.9584131240844727,3.180762767791748,Linear_Regression_Training
12-6-2021 16:18:8,1623529088.014456,1,2.133633852005005,2.2092061042785645,Linear_Regression_Training
12-6-2021 16:18:13,1623529093.019472,1,2.2203924655914307,2.2053269147872925,Linear_Regression_Training
12-6-2021 16:18:18,1623529098.024517,1,2.342133045196533,2.1641460259755454,Linear_Regression_Training
12-6-2021 16:18:23,1623529103.0295155,1,2.1647915840148926,2.229849338531494,Linear_Regression_Training
12-6-2021 16:18:28,1623529108.034573,1,2.357919216156006,2.132642984390259,Linear_Regression_Training
12-6-2021 16:18:33,1623529113.0396245,1,2.2497780323028564,2.1271544694900513,Linear_Regression_Training
12-6-2021 16:18:38,1623529118.0448895,1,2.0636377334594727,2.8802242279052734,Linear_Regression_Training
12-6-2021 16:18:43,1623529123.049794,1,1.804560899734497,1.909669319788615,Linear_Regression_Training
12-6-2021 16:18:48,1623529128.054823,1,1.6400725841522217,1.9571454524993896,Linear_Regression_Training
12-6-2021 16:18:53,1623529133.0601099,1,1.5932159423828125,2.0163846015930176,Linear_Regression_Training
12-6-2021 16:18:58,1623529138.0651417,1,2.461221933364868,2.289075255393982,Linear_Regression_Training
12-6-2021 16:19:3,1623529143.0701637,1,3.6096396446228027,2.812655806541443,Linear_Regression_Training
12-6-2021 16:19:8,1623529148.0753257,1,1.909346342086792,2.14404296875,Linear_Regression_Training
12-6-2021 16:19:13,1623529153.078481,1,1.9579057693481445,2.090717156728109,Linear_Regression_Training
12-6-2021 16:19:18,1623529158.0834754,1,1.6673016548156738,1.7566462755203247,Linear_Regression_Training
12-6-2021 16:19:23,1623529163.0885062,1,1.6239285469055176,2.1522513230641684,Linear_Regression_Training
12-6-2021 16:19:28,1623529168.0935674,1,2.2096786499023438,2.196649670600891,Linear_Regression_Training
12-6-2021 16:19:33,1623529173.0985649,1,3.06341290473938,2.651143193244934,Linear_Regression_Training
12-6-2021 16:19:38,1623529178.1036367,2,2.4203271865844727,2.4108952283859253,Linear_Regression_Training
12-6-2021 16:19:43,1623529183.1040087,2,2.520496129989624,2.2952330112457275,Linear_Regression_Training
12-6-2021 16:19:48,1623529188.1090808,2,2.1628787517547607,2.1217414140701294,Linear_Regression_Training
12-6-2021 16:19:53,1623529193.1141393,2,2.0220348834991455,2.245721419652303,Linear_Regression_Training
