time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,gpu,gpu_mem,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,memory_percent_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel
26-5-2021 20:25:30,1622075130.5672657,1500.0,39.3,11883.68,5299.25,26449.62,13.0,307199596,338818485,0.0,0.0,0,0,19.93,3.39,0.0,0.02,3.028763882206471,13144,267,122880,536576,43081996,495702
26-5-2021 20:25:36,1622075136.7577257,1500.0,34.9,11893.42,5301.49,26464.49,13.1,307458824,339345122,0.000418754020535057,0.0008507235372433565,0,0,23.92,3.58,0.0,0.02,3.0328808027499043,14223,270,122880,536576,43165086,498828
26-5-2021 20:25:41,1622075141.7605457,1500.0,38.5,11899.72,5303.09,26477.08,13.3,307583897,339963364,0.00025000499643431544,0.0012357870124290937,0,0,24.45,3.62,0.0,0.02,3.036055295699058,15296,270,122880,536576,43245055,498828
26-5-2021 20:25:46,1622075146.762157,1500.0,48.1,11909.25,5305.31,26485.87,13.4,307735824,340224581,0.00030375611563923405,0.0005222657016786602,0,0,26.23,3.73,0.0,0.02,3.0393289915528725,16375,273,122880,536576,43328109,501954
26-5-2021 20:25:51,1622075151.7648926,1500.0,54.6,11918.54,5307.72,26494.94,13.3,307883575,340619189,0.00029534041248069744,0.0007887844379272091,0,0,28.94,3.87,0.0,0.02,3.0328808027499043,17448,273,122880,536576,43408053,501954
26-5-2021 20:25:56,1622075156.768181,1500.0,70.7,11929.64,5310.33,26502.63,13.4,308443492,341017393,0.001119097967596671,0.0007958845455466879,0,0,31.53,4.03,0.0,0.02,3.042652288859018,18527,276,122880,536576,43491119,505080
26-5-2021 20:26:1,1622075161.7711947,1500.0,40.7,11940.55,5312.6,26509.25,13.3,309151124,341359513,0.0014144115028326128,0.0006838278418006725,0,0,33.53,4.14,0.0,0.02,3.042652288859018,19606,279,122880,536576,43574178,508200
26-5-2021 20:26:6,1622075166.771795,1500.0,46.0,11947.19,5314.25,26521.52,13.1,309830386,341678107,0.00135836090487106,0.000637111503553107,0,0,35.67,4.22,0.0,0.02,3.0459259847128326,20679,279,122880,536576,43654139,508200
26-5-2021 20:26:11,1622075171.7791088,1500.0,50.6,11954.54,5316.03,26532.94,13.1,310612483,342082134,0.001561909323904986,0.000806873748920351,0,0,38.11,4.36,0.0,0.02,3.0491996805666473,21758,282,122880,536576,43737232,511326
26-5-2021 20:26:16,1622075176.7817268,1500.0,43.5,11961.33,5317.62,26545.05,13.1,311406401,342366445,0.0015870050205511726,0.0005683244168767107,0,0,40.0,4.45,0.0,0.02,3.0491996805666473,22837,285,122880,536576,43820333,514452
26-5-2021 20:26:21,1622075181.7839527,1500.0,32.2,11966.4,5319.13,26558.91,13.1,311919798,342624149,0.0010263371002060164,0.000515178655254104,0,0,40.7,4.5,0.0,0.02,3.0491996805666473,23910,285,122880,536576,43900286,514452
26-5-2021 20:26:26,1622075186.7845335,1500.0,31.6,11970.87,5320.47,26573.29,13.0,312076558,342765746,0.00031348358652034936,0.0002831611087045286,0,0,41.23,4.62,0.0,0.02,3.0491996805666473,24983,285,122880,536576,43980241,514452
26-5-2021 20:26:31,1622075191.791562,1500.0,34.5,11977.49,5321.51,26585.58,13.0,312704549,343005175,0.0012542189244626445,0.0004781858065882577,0,0,43.69,4.66,0.0,0.02,3.044189933881264,26056,285,122880,536576,44060204,514452
