time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,memory_percent_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel
14-6-2021 20:12:52,1623715972.2267973,1500.0,90.8,7906.19,3195.1,5532.24,11.6,411839146,213683625,0.0005962260902361421,0.0003122717805996298,63.783,0,0,3.11576482959421,118005,402,1024000,438272,48772403,621211,581.25,199.24,0.03,0.18
14-6-2021 20:12:57,1623715977.2290254,1500.0,94.1,7918.75,3201.01,5533.63,11.6,412168946,213848230,0.0006593062103016249,0.00032906336794026364,64.757,0,0,3.070478703616442,119032,404,1024000,438272,48850729,623541,586.65,200.84,0.03,0.18
14-6-2021 20:13:2,1623715982.2815087,1500.0,93.2,7931.82,3206.93,5535.09,11.6,412532797,214006073,0.0007201429018928256,0.00031240677107791174,63.783,0,0,3.074942834326189,120059,406,1024000,438272,48929049,625871,592.74,203.44,0.03,0.18
14-6-2021 20:13:7,1623715987.281281,1500.0,94.5,7944.83,3212.34,5536.42,11.6,412757886,214149953,0.0004501985011162074,0.000287773104596848,64.27,0,0,3.122609830015823,121086,408,1024000,438272,49007396,628201,598.41,205.55,0.03,0.18
14-6-2021 20:13:12,1623715992.2840521,1500.0,95.6,7958.03,3217.82,5537.87,11.6,412984044,214307429,0.00045206545274556817,0.00031477754152654824,63.783,0,0,3.1257347215126456,122106,409,1024000,438272,49084290,629366,604.67,208.16,0.03,0.18
14-6-2021 20:13:17,1623715997.2864835,1500.0,85.9,7970.34,3223.63,5539.59,11.7,413228416,214459293,0.0004885064497997733,0.00030358037538012853,64.27,0,0,3.066708993239322,123128,411,1024000,438272,49162355,631696,609.76,209.86,0.03,0.18
14-6-2021 20:13:22,1623716002.2907162,1500.0,95.2,7982.95,3229.68,5540.87,11.6,413505385,214618659,0.0005534694720374546,0.00031846241233033653,64.757,0,0,3.097164284970264,124150,413,1024000,438272,49240417,634026,615.09,212.18,0.03,0.18
14-6-2021 20:13:27,1623716007.3003738,1500.0,95.1,7995.68,3235.43,5542.47,11.6,413814387,214770932,0.0006168126114667567,0.00030395889601322136,64.757,0,0,3.1107550829088275,125170,414,1024000,438272,49317319,635191,620.19,214.37,0.03,0.18
14-6-2021 20:13:32,1623716012.3012471,1500.0,93.6,8008.47,3241.07,5544.05,11.6,414131617,214927437,0.0006343492011106649,0.0003129553375148145,64.757,0,0,3.107778995768996,126192,416,1024000,438272,49395350,637521,626.0,216.38,0.03,0.18
14-6-2021 20:13:37,1623716017.3025346,1500.0,84.3,8020.73,3247.18,5545.66,11.6,414385899,215082236,0.0005084330825154503,0.0003095183014932602,64.27,0,0,3.1209233806365853,127214,418,1024000,438272,49473360,639851,630.56,218.02,0.03,0.18
14-6-2021 20:13:42,1623716022.3191018,1500.0,93.6,8033.26,3252.88,5547.43,11.7,414618781,215232207,0.00046422581281657226,0.0002989514405317464,64.757,0,0,3.1186417138293807,128236,420,1024000,438272,49551347,642181,636.88,220.71,0.03,0.18
14-6-2021 20:13:47,1623716027.3206341,1500.0,90.1,8045.66,3258.25,5549.65,11.6,414829815,215377480,0.0004219386913009171,0.000290456985610651,63.296,0,0,3.1238498663240857,129256,421,1024000,438272,49628211,643346,643.13,222.98,0.03,0.18
14-6-2021 20:13:52,1623716032.3472304,1500.0,88.9,8058.58,3264.03,5550.98,11.7,415111523,215531725,0.0005604349001836687,0.0003068577434039146,64.757,0,0,3.1192865327096775,130278,423,1024000,438272,49706237,645676,649.58,225.12,0.03,0.18
14-6-2021 20:13:57,1623716037.3606646,1500.0,96.1,8071.37,3270.01,5552.48,11.6,415397974,215676701,0.000571366831977775,0.00028917503458814915,64.757,0,0,3.1097630538622174,131294,425,1024000,438272,49783926,648006,654.39,227.18,0.03,0.18
14-6-2021 20:14:2,1623716042.3631346,1500.0,96.5,8083.81,3276.07,5553.93,11.6,415671158,215833952,0.0005460982256766314,0.0003143467116883711,64.27,0,0,3.141507983353753,132310,427,1024000,438272,49861635,650336,660.6,229.16,0.03,0.18
14-6-2021 20:14:7,1623716047.3641725,1500.0,94.8,8097.0,3281.69,5555.62,11.6,415922772,215983925,0.0005031235680421978,0.0002998837539643761,64.757,0,0,3.1201793588516273,133324,428,1024000,438272,49938176,651501,665.83,231.42,0.03,0.18
14-6-2021 20:14:12,1623716052.3669827,1500.0,98.3,8108.79,3288.17,5557.09,11.7,416160126,216134092,0.0004744413412128031,0.00030016529271005755,65.731,0,0,3.122709032920484,134340,430,1024000,438272,50015859,653829,671.63,233.77,0.03,0.18
14-6-2021 20:14:17,1623716057.3934085,1500.0,94.6,8121.41,3294.82,5557.89,11.7,416553343,216401280,0.0007822994163973498,0.0005315665814763225,64.757,0,0,3.1112014959798024,135356,432,1024000,438272,50093564,656159,676.9,235.83,0.03,0.18
14-6-2021 20:14:22,1623716062.3960335,1500.0,95.8,8134.43,3300.66,5559.09,11.7,416849112,216550815,0.0005912276068596113,0.0002989130713217138,63.783,0,0,3.1224610256588314,136371,434,1024000,438272,50171216,658489,682.54,238.28,0.03,0.18
14-6-2021 20:14:27,1623716067.3985522,1500.0,89.4,8147.24,3306.56,5560.53,11.6,417144410,216705921,0.0005902986484049917,0.0003100558153441765,63.783,0,0,3.0685442469755517,137382,434,1024000,438272,50246523,658489,687.99,240.06,0.03,0.18
14-6-2021 20:14:32,1623716072.4090874,1500.0,96.1,8160.08,3312.53,5561.9,11.6,417428853,216857827,0.0005676898502167998,0.00030317319950581725,63.783,0,0,3.1331749393622244,138401,435,1024000,438272,50323352,659654,693.52,242.07,0.03,0.18
14-6-2021 20:14:37,1623716077.41076,1500.0,94.6,8173.15,3317.89,5563.65,11.6,417703678,217000239,0.000549466202859256,0.0002847287578698894,63.783,0,0,3.11095348871815,139424,438,1024000,438272,50402507,663149,699.7,244.58,0.03,0.18
14-6-2021 20:14:42,1623716082.4172983,1500.0,86.4,8185.08,3323.97,5565.83,11.7,417971601,217163706,0.0005351462009670581,0.00032650703386227423,63.296,0,0,3.0841687044596666,140445,440,1024000,438272,50480505,665479,704.91,246.6,0.03,0.18
14-6-2021 20:14:47,1623716087.4199243,1500.0,95.6,8197.64,3329.8,5567.32,11.6,418167489,217312730,0.0003915703517754338,0.0002978915507993458,63.783,0,0,3.1076301914120044,141466,442,1024000,438272,50558506,667809,710.26,248.62,0.03,0.18
14-6-2021 20:14:52,1623716092.429408,1500.0,90.9,8211.07,3334.99,5568.41,11.6,418436582,217484546,0.0005371671213610887,0.000342981445536587,63.783,0,0,3.132282113220275,142487,444,1024000,438272,50636522,670139,715.31,250.9,0.03,0.18
14-6-2021 20:14:57,1623716097.4306896,1500.0,93.0,8224.25,3340.16,5569.82,11.7,418715339,217645011,0.0005573711457906426,0.0003208477667262004,63.296,0,0,3.111300698884463,143508,446,1024000,438272,50714535,672469,721.4,252.94,0.03,0.18
14-6-2021 20:15:2,1623716102.440754,1500.0,97.0,8237.82,3345.42,5570.69,11.6,418982033,217801421,0.0005323165146221283,0.0003121915980563758,64.27,0,0,3.0806470013441993,144529,448,1024000,438272,50792580,674799,727.92,255.62,0.03,0.18
14-6-2021 20:15:7,1623716107.4531577,1500.0,96.0,8251.07,3350.97,5571.81,11.6,419278795,217954808,0.0005920552616830321,0.00030601485508176664,64.757,0,0,3.147708164895068,145548,449,1024000,438272,50869404,675964,732.85,257.59,0.03,0.18
14-6-2021 20:15:12,1623716112.456359,1500.0,93.3,8264.71,3355.76,5573.33,11.6,419618418,218114184,0.0006788113915141172,0.0003185480498492562,64.27,0,0,3.125833924417307,146569,451,1024000,438272,50947422,678294,738.75,259.93,0.03,0.18
14-6-2021 20:15:17,1623716117.4588587,1500.0,95.0,8278.04,3360.88,5574.45,11.6,419942563,218276772,0.0006479660404618148,0.0003250135050258543,64.27,0,0,3.1270739607255704,147589,452,1024000,438272,51024299,679459,744.52,261.82,0.03,0.18
14-6-2021 20:15:22,1623716122.4606364,1500.0,87.4,8290.59,3366.48,5576.0,11.6,420236299,218428869,0.0005872632104369632,0.00030408588840942475,64.27,0,0,3.111647909050777,148611,454,1024000,438272,51102341,681789,749.13,263.75,0.03,0.18
14-6-2021 20:15:27,1623716127.504291,1500.0,92.4,8303.3,3372.68,5577.32,11.6,420461211,218596556,0.00044593060837535214,0.0003324712150825108,65.244,0,0,3.0846151175306415,149635,457,1024000,438272,51181531,685284,755.94,265.76,0.03,0.18
14-6-2021 20:15:32,1623716132.5278313,1500.0,95.5,8316.17,3378.76,5578.64,11.6,420719568,218743827,0.0005142926834668114,0.0002931617791925157,63.783,0,0,3.1375894686196415,150655,458,1024000,438272,51258388,686449,761.8,268.26,0.03,0.18
14-6-2021 20:15:37,1623716137.5306807,1500.0,96.7,8328.91,3384.08,5580.18,11.6,420944964,218883943,0.0004505352543361391,0.00028007239567943743,62.809,0,0,3.1257843229649764,151675,459,1024000,438272,51335258,687614,767.79,270.43,0.03,0.18
14-6-2021 20:15:42,1623716142.5333042,1500.0,95.8,8341.38,3390.38,5581.39,11.6,421178710,219033456,0.00046724683016399743,0.00029886917987178283,63.783,0,0,3.1056461333187837,152697,461,1024000,438272,51413315,689944,773.15,272.67,0.03,0.18
14-6-2021 20:15:47,1623716147.537339,1500.0,92.8,8354.43,3395.66,5583.27,11.7,421432922,219187329,0.000508014057282858,0.00030749786413027396,64.757,0,0,3.1144255903812863,153717,462,1024000,438272,51490183,691107,779.74,274.94,0.03,0.18
14-6-2021 20:15:52,1623716152.5523236,1500.0,99.2,8367.27,3401.44,5584.67,11.6,421730341,219339193,0.0005930606437825331,0.0003028204708084911,65.244,0,0,3.115169612166244,154739,464,1024000,438272,51568221,693437,785.92,277.45,0.03,0.18
14-6-2021 20:15:57,1623716157.5601926,1500.0,97.3,8380.25,3407.29,5585.89,11.6,422031149,219494356,0.0006006706638840917,0.000309838376041353,65.244,0,0,3.1168064600931515,155761,466,1024000,438272,51646252,695767,791.42,279.53,0.03,0.18
14-6-2021 20:16:2,1623716162.5774724,1500.0,98.8,8393.06,3413.19,5587.11,11.6,422237454,219651567,0.0004111889422527479,0.0003133391086037505,65.244,0,0,3.1245938881090436,156775,467,1024000,438272,51722816,696932,797.05,281.61,0.03,0.18
14-6-2021 20:16:7,1623716167.6005719,1500.0,89.1,8405.98,3419.11,5588.5,11.6,422498938,219805374,0.0005205630587980885,0.00030619939416774104,63.783,0,0,3.0789605519649617,157797,469,1024000,438272,51800844,699262,802.43,283.75,0.03,0.18
14-6-2021 20:16:12,1623716172.6010666,1500.0,90.3,8418.84,3424.7,5590.01,11.6,422847335,219988201,0.0006967250634371457,0.00036561782441589053,67.192,0,0,3.117401677521118,158821,472,1024000,438272,51880018,702757,807.58,286.28,0.03,0.18
14-6-2021 20:16:17,1623716177.6093068,1500.0,92.5,8432.47,3429.18,5591.77,11.7,423451370,220305486,0.0012060823225578192,0.0006335259210356315,68.653,0,0,3.1273219679872226,159843,474,1024000,438272,51958054,705085,814.04,288.41,0.03,0.18
14-6-2021 20:16:22,1623716182.6106908,1500.0,88.9,8446.43,3433.54,5593.16,11.6,423966782,220511921,0.0010305387427844113,0.00041275574757029316,68.653,0,0,3.1241970764903995,160871,479,1024000,438272,52039575,710910,820.74,290.5,0.03,0.18
14-6-2021 20:16:27,1623716187.631871,1500.0,96.2,8460.16,3438.39,5594.59,11.6,424293891,220704074,0.0006514584022872168,0.0003826849349137308,69.627,0,0,3.1212705908028986,161895,482,1024000,438272,52118776,714405,827.6,293.06,0.03,0.18
14-6-2021 20:16:32,1623716192.636694,1500.0,94.3,8473.26,3443.44,5596.28,11.7,424696036,220904269,0.0008035149344058944,0.0004000041584338685,67.679,0,0,3.066163377263686,162919,485,1024000,438272,52197986,717900,834.66,295.4,0.03,0.18
14-6-2021 20:16:37,1623716197.6393523,1500.0,82.0,8485.73,3449.29,5598.11,11.6,424986089,221060821,0.0005797977369476811,0.00031293761938209005,69.14,0,0,3.123651460514764,163941,487,1024000,438272,52276020,720230,839.0,297.59,0.03,0.18
14-6-2021 20:16:42,1623716202.6408207,1500.0,87.2,8498.05,3454.53,5600.58,11.6,425368204,221241143,0.000764005623768006,0.0003605381157219538,70.114,0,0,3.120328163208619,164974,489,1024000,438272,52354682,722560,845.56,300.36,0.03,0.18
14-6-2021 20:16:47,1623716207.6632826,1500.0,92.3,8510.31,3459.81,5603.61,11.6,425677193,221418842,0.0006152142250058056,0.0003538085581341299,70.114,0,0,3.1223618227541703,166009,492,1024000,438272,52434517,726055,851.2,302.94,0.03,0.18
14-6-2021 20:16:52,1623716212.6640472,1500.0,89.7,8523.41,3465.21,5605.01,11.7,426009522,221601407,0.0006645563749249275,0.00036507417224548383,70.601,0,0,3.0831270739607253,167042,494,1024000,438272,52513188,728383,857.32,305.43,0.03,0.18
14-6-2021 20:16:57,1623716217.6782906,1500.0,90.7,8536.7,3470.8,5606.42,11.7,426360553,221791537,0.0007000677360354189,0.00037917984067622004,70.601,0,0,3.123651460514764,168075,496,1024000,438272,52591845,730711,863.91,308.4,0.03,0.18
14-6-2021 20:17:2,1623716222.6805751,1500.0,92.3,8549.26,3476.48,5608.12,11.6,426773951,221986456,0.0008264184049970301,0.0003896599622727157,70.601,0,0,3.12513950408468,169110,499,1024000,438272,52671654,734204,869.22,310.89,0.03,0.18
14-6-2021 20:17:7,1623716227.6842988,1500.0,93.2,8561.98,3481.86,5610.1,11.7,427238703,222187119,0.0009288122909412422,0.00040102734520161825,72.062,0,0,3.144236063231932,170145,502,1024000,438272,52751476,737699,875.44,313.44,0.03,0.18
14-6-2021 20:17:12,1623716232.7063348,1500.0,86.3,8574.62,3487.05,5612.27,11.6,427753933,222382865,0.0010259384684711973,0.00038977418133525406,71.088,0,0,3.073405189303943,171180,505,1024000,438272,52831316,741194,881.1,316.2,0.03,0.18
14-6-2021 20:17:17,1623716237.7097266,1500.0,84.2,8587.42,3492.34,5614.24,11.7,428013904,222573585,0.0005195895371953897,0.00038118142613562556,69.627,0,0,3.107580589959674,172215,508,1024000,438272,52911148,744687,887.58,318.73,0.03,0.18
14-6-2021 20:17:22,1623716242.7248397,1500.0,90.4,8600.53,3497.97,5615.63,11.7,428352792,222747112,0.0006757335123018598,0.0003460081477927953,68.653,0,0,3.0706275079734335,173250,511,1024000,438272,52990973,748182,893.8,320.99,0.03,0.18
14-6-2021 20:17:27,1623716247.7274687,1500.0,93.1,8614.04,3503.15,5616.98,11.6,428734790,222921485,0.000763594495650123,0.00034856272281529976,70.601,0,0,3.118790518186372,174283,513,1024000,438272,53069658,750512,899.31,323.04,0.03,0.18
14-6-2021 20:17:32,1623716252.7309108,1500.0,89.6,8627.64,3508.21,5618.12,11.6,429216815,223116526,0.0009633867950839697,0.0003898136484621597,72.062,0,0,3.118840119638703,175318,516,1024000,438272,53149473,754007,905.99,325.6,0.03,0.18
14-6-2021 20:17:37,1623716257.7330868,1500.0,97.3,8640.58,3513.98,5619.58,11.6,429536920,223287008,0.0006399314958780824,0.00034081567385791295,70.114,0,0,3.117401677521118,176351,518,1024000,438272,53228139,756337,911.84,328.08,0.03,0.18
14-6-2021 20:17:42,1623716262.7420073,1500.0,95.8,8653.29,3518.59,5622.42,11.6,429822420,223470513,0.0005699831009996461,0.00036635638861274975,71.575,0,0,3.061500840744617,177386,521,1024000,438272,53307965,759830,918.3,329.98,0.03,0.18
14-6-2021 20:17:47,1623716267.7502277,1500.0,79.6,8664.59,3523.76,5625.9,11.6,430095056,223645761,0.0005443769969445395,0.00034992069998289536,71.575,0,0,3.1202289603039577,178419,523,1024000,438272,53386630,762160,923.25,333.08,0.03,0.18
14-6-2021 20:17:52,1623716272.7532442,1500.0,90.8,8677.54,3529.23,5627.51,11.7,430566670,223863172,0.0009426592989497036,0.00043455983249851365,72.062,0,0,3.07310758058996,179456,527,1024000,438272,53467597,766818,929.53,335.55,0.03,0.18
14-6-2021 20:17:57,1623716277.7581832,1500.0,91.8,8690.81,3534.4,5629.2,11.6,431063058,224064465,0.0009917962878999646,0.0004021887116131888,72.549,0,0,3.1147728005476,180489,529,1024000,438272,53546269,769144,936.1,338.24,0.03,0.18
14-6-2021 20:18:2,1623716282.7605526,1500.0,87.9,8703.32,3539.85,5631.23,11.6,431423697,224256724,0.0007209363621231661,0.00038433587062252776,72.549,0,0,3.0754884503018247,181524,532,1024000,438272,53626107,772637,941.77,340.78,0.03,0.18
14-6-2021 20:18:7,1623716287.7684371,1500.0,91.3,8716.3,3545.23,5632.73,11.6,431773340,224454718,0.0006981850316868836,0.0003953645494513342,72.549,0,0,3.1223618227541703,182559,535,1024000,438272,53705933,776132,948.02,343.81,0.03,0.18
14-6-2021 20:18:12,1623716292.7708826,1500.0,93.8,8729.32,3550.21,5634.74,11.6,432169802,224636576,0.000792536376898868,0.0003635381964225432,73.036,0,0,3.1163600470221766,183594,538,1024000,438272,53785777,779625,953.62,346.27,0.03,0.18
14-6-2021 20:18:17,1623716297.7741861,1500.0,90.0,8742.33,3555.5,5636.42,11.7,432754416,224957010,0.0011684559946202537,0.0006404448545196427,73.523,0,0,3.123750663419425,184629,541,1024000,438272,53865611,783120,959.3,348.91,0.03,0.18
14-6-2021 20:18:22,1623716302.7896183,1500.0,92.4,8755.82,3560.67,5637.88,11.7,433284382,225172863,0.0010566706664282845,0.00043037767207810407,73.523,0,0,3.0954778355910264,185666,545,1024000,438272,53946613,787780,966.24,351.73,0.03,0.18
14-6-2021 20:18:27,1623716307.7908244,1500.0,84.5,8768.57,3566.34,5639.42,11.6,433631219,225376708,0.0006935067040474045,0.00040759167587813054,74.01,0,0,3.1199313515899747,186708,549,1024000,438272,54027925,792438,972.1,355.06,0.03,0.18
14-6-2021 20:18:32,1623716312.7941647,1500.0,95.0,8781.95,3571.99,5640.51,11.6,434005786,225567894,0.0007486338759936013,0.0003821167273564213,74.497,0,0,3.1229570401821367,187746,551,1024000,438272,54106897,794766,978.48,357.89,0.03,0.18
14-6-2021 20:18:37,1623716317.801066,1500.0,62.2,8793.95,3577.21,5643.14,11.7,434339943,225756264,0.0006673928291534103,0.0003762207202830642,74.01,0,0,3.06085602186432,188786,554,1024000,438272,54187026,798261,984.16,360.3,0.03,0.18
14-6-2021 20:18:42,1623716322.8043284,1500.0,96.0,8807.08,3582.13,5644.96,11.6,434634227,225930260,0.0005881842074711306,0.00034776508190437417,74.497,0,0,3.123998670681077,189824,556,1024000,438272,54265997,800591,990.28,363.07,0.03,0.18
14-6-2021 20:18:47,1623716327.807545,1500.0,90.5,8818.68,3587.65,5647.71,11.6,434905159,226110910,0.000541515642440216,0.0003610677247679308,74.01,0,0,3.113532764239337,190862,558,1024000,438272,54344974,802921,995.58,365.82,0.03,0.18
14-6-2021 20:18:52,1623716332.8181987,1500.0,96.8,8832.01,3592.56,5649.31,11.6,435245225,226294077,0.0006786858921789162,0.0003655550946367339,74.984,0,0,3.122808235825145,191902,561,1024000,438272,54425116,806416,1001.69,368.41,0.03,0.18
14-6-2021 20:18:57,1623716337.8213441,1500.0,95.1,8845.62,3597.17,5651.03,11.7,435671130,226525174,0.0008512744706682432,0.00046190342059383894,74.01,0,0,3.1166080542838293,192944,565,1024000,438272,54506415,811076,1008.22,370.47,0.03,0.18
14-6-2021 20:19:2,1623716342.8247907,1500.0,95.5,8858.67,3602.41,5652.66,11.7,436111090,226720978,0.000879313875056371,0.0003913382443666189,74.984,0,0,3.1216178009692124,193982,567,1024000,438272,54585397,813406,1014.77,373.25,0.03,0.18
14-6-2021 20:19:7,1623716347.8454392,1500.0,93.0,8872.19,3607.37,5654.1,11.6,436536958,226914301,0.0008482330554352273,0.0003850558364937127,74.984,0,0,3.124048272133408,195022,570,1024000,438272,54665528,816901,1021.34,375.99,0.03,0.18
14-6-2021 20:19:12,1623716352.8593664,1500.0,94.3,8885.37,3612.54,5655.66,11.7,436923412,227108970,0.0007707610879520075,0.00038825653306869467,74.497,0,0,3.080051783916233,196062,573,1024000,438272,54745668,820396,1027.45,378.44,0.03,0.18
14-6-2021 20:19:17,1623716357.8624053,1500.0,91.2,8898.97,3617.39,5657.07,11.6,437342326,227307586,0.0008373190970110653,0.00039699071831437896,75.471,0,0,3.119782547232983,197102,576,1024000,438272,54825829,823891,1033.74,380.94,0.03,0.18
14-6-2021 20:19:22,1623716362.8678765,1500.0,92.4,8911.99,3623.07,5658.34,11.7,437710402,227483147,0.0007353473491702672,0.00035073820615221115,72.062,0,0,3.0806470013441993,198137,579,1024000,438272,54905680,827384,1039.67,383.24,0.03,0.18
14-6-2021 20:19:27,1623716367.8706548,1500.0,85.8,8924.49,3628.94,5659.95,11.7,438088564,227648958,0.0007559039756513469,0.0003314378338033052,72.549,0,0,3.0767780880624187,199170,581,1024000,438272,54984350,829714,1045.69,385.6,0.03,0.18
14-6-2021 20:19:32,1623716372.8743067,1500.0,93.6,8938.21,3633.82,5661.25,11.7,438356754,227830752,0.0005359885292671783,0.000363322639507802,74.01,0,0,3.123105844539128,200203,583,1024000,438272,55063005,832042,1051.7,387.72,0.03,0.18
14-6-2021 20:19:37,1623716377.8796828,1500.0,81.5,8950.88,3638.54,5663.78,11.7,438687817,228004752,0.0006614148334713009,0.0003476262252924862,74.497,0,0,3.076530080800766,201236,585,1024000,438272,55141650,834372,1057.64,390.13,0.03,0.18
14-6-2021 20:19:42,1623716382.880641,1500.0,92.2,8963.31,3644.14,5665.71,11.7,438990270,228199206,0.0006047900975092941,0.00038883348361918137,74.01,0,0,3.115219213618575,202271,588,1024000,438272,55221468,837867,1063.55,392.93,0.03,0.18
14-6-2021 20:19:47,1623716387.8836439,1500.0,84.8,8975.33,3649.0,5668.56,11.7,439246496,228370496,0.0005121444181486806,0.0003423743780283324,74.497,0,0,3.1284628013908247,203304,590,1024000,438272,55300138,840197,1069.21,395.62,0.03,0.18
14-6-2021 20:19:52,1623716392.901328,1500.0,88.7,8988.59,3654.53,5670.2,11.7,439590104,228588090,0.0006847939903105115,0.00043365423251968943,75.958,0,0,3.1288100115571384,204341,594,1024000,438272,55381165,844857,1075.14,398.49,0.03,0.18
14-6-2021 20:19:57,1623716397.9086251,1500.0,97.5,9001.93,3659.42,5671.41,11.7,439866712,228758993,0.0005524098088126888,0.00034130789259715895,73.036,0,0,3.1252387069893404,205376,597,1024000,438272,55460999,848350,1082.9,401.09,0.03,0.18
14-6-2021 20:20:2,1623716402.9105625,1500.0,83.8,9014.7,3664.93,5673.19,11.8,440176487,228941279,0.0006193100310653479,0.00036443079113155676,73.523,0,0,3.0819862405571237,206409,599,1024000,438272,55539662,850678,1088.26,403.13,0.03,0.18
14-6-2021 20:20:7,1623716407.9137201,1500.0,87.6,9028.04,3670.19,5674.46,11.8,440603651,229143670,0.0008537888126147142,0.0004045265321373164,74.01,0,0,3.0896248642160242,207446,603,1024000,438272,55620663,855338,1094.51,405.74,0.03,0.18
14-6-2021 20:20:12,1623716412.9360483,1500.0,91.5,9041.28,3675.41,5675.98,11.8,441098710,229347212,0.0009857161586468964,0.0004052741963347936,74.984,0,0,3.1211713878982374,208481,606,1024000,438272,55700513,858831,1100.63,408.75,0.03,0.18
14-6-2021 20:20:17,1623716417.9435062,1500.0,92.7,9054.34,3681.23,5677.44,11.9,441683512,229677524,0.0011678620236453224,0.0006596400846001446,73.036,0,0,3.1078285972213266,209510,609,1024000,438272,55780048,862326,1106.18,411.15,0.03,0.18
14-6-2021 20:20:22,1623716422.9461572,1500.0,89.8,9067.03,3686.94,5678.82,11.9,441972952,229841718,0.0005785732432226471,0.00032821398251001697,72.062,0,0,3.137143055548666,210542,611,1024000,438272,55858707,864656,1111.65,413.1,0.03,0.18
14-6-2021 20:20:27,1623716427.9686399,1500.0,92.9,9080.11,3692.58,5680.13,11.7,442261679,230012152,0.0005748690857962845,0.0003393421390053717,72.549,0,0,3.12513950408468,211574,613,1024000,438272,55937355,866986,1117.09,414.99,0.03,0.18
14-6-2021 20:20:32,1623716432.9707074,1500.0,93.4,9093.19,3697.52,5681.99,11.7,442626241,230200626,0.0007288226222372036,0.00037679219146135554,74.01,0,0,3.118393706567728,212608,616,1024000,438272,56017182,870481,1123.57,417.75,0.03,0.18
14-6-2021 20:20:37,1623716437.9740038,1500.0,93.7,9105.43,3702.59,5684.42,11.7,442962399,230388472,0.0006718730508574888,0.00037544447882060177,73.523,0,0,3.1144255903812863,213638,617,1024000,438272,56094684,871646,1129.45,420.76,0.03,0.18
14-6-2021 20:20:42,1623716442.9785748,1500.0,88.8,9117.59,3707.76,5686.96,11.6,443373910,230581584,0.000822270286917649,0.000385871239522737,74.984,0,0,3.0824326536280986,214672,620,1024000,438272,56174506,875141,1134.88,423.33,0.03,0.18
14-6-2021 20:20:47,1623716447.9806433,1500.0,94.8,9129.36,3712.71,5690.18,11.6,443683463,230757817,0.0006188499793386105,0.00035232024373461527,74.984,0,0,3.1186913152817115,215706,623,1024000,438272,56254321,878636,1140.22,425.97,0.03,0.18
14-6-2021 20:20:53,1623716453.0007095,1500.0,94.1,9142.33,3718.21,5691.79,11.7,444083034,230966867,0.0007959476612509952,0.00041642876631317225,75.471,0,0,3.137936678785955,216740,626,1024000,438272,56334146,882129,1146.43,428.58,0.03,0.18
14-6-2021 20:20:58,1623716458.0040176,1500.0,98.0,9155.84,3723.39,5692.84,11.7,444438327,231152526,0.0007101161789292029,0.00037107249414938343,74.984,0,0,3.118096097853745,217772,628,1024000,438272,56412785,884459,1152.66,431.32,0.03,0.18
14-6-2021 20:21:3,1623716463.017946,1500.0,95.2,9168.31,3728.57,5695.09,11.7,444774986,231347245,0.000671447560162321,0.0003883561629638506,75.958,0,0,3.12806598977218,218808,632,1024000,438272,56493751,889119,1158.23,434.49,0.03,0.18
14-6-2021 20:21:8,1623716468.0206132,1500.0,89.5,9181.35,3733.37,5697.17,11.7,445165377,231542619,0.0007803657234807692,0.00039053967140464767,74.984,0,0,3.1208737791842545,219842,635,1024000,438272,56573556,892614,1164.59,436.9,0.03,0.18
14-6-2021 20:21:13,1623716473.0216413,1500.0,85.3,9194.19,3738.53,5698.8,11.7,445521402,231755078,0.0007119036239420682,0.00042483064964288426,74.01,0,0,3.107530988507343,220878,639,1024000,438272,56654536,897274,1170.3,438.94,0.03,0.18
14-6-2021 20:21:18,1623716478.0273745,1500.0,95.0,9208.11,3743.69,5699.72,11.7,445816766,231928652,0.0005900514173568163,0.0003467503985465122,73.523,0,0,3.124990699727688,221910,641,1024000,438272,56733197,899604,1176.85,441.23,0.03,0.18
14-6-2021 20:21:23,1623716483.0402513,1500.0,97.2,9221.55,3748.76,5701.19,11.6,446211297,232123461,0.000787035109282625,0.00038861717483350836,74.01,0,0,3.1201793588516273,222938,644,1024000,438272,56812663,903099,1183.56,444.09,0.03,0.18
14-6-2021 20:21:28,1623716488.0507534,1500.0,87.7,9234.43,3754.44,5702.83,11.7,446578666,232286290,0.0007331979763079458,0.0003249754151391285,74.01,0,0,3.1245442866567132,223970,646,1024000,438272,56891309,905429,1189.3,446.42,0.03,0.18
14-6-2021 20:21:33,1623716493.0538812,1500.0,88.2,9246.89,3760.05,5704.6,11.8,446947481,232497857,0.00073716885468461,0.00042286946864704227,74.01,0,0,3.1197329457806524,225002,648,1024000,438272,56969973,907759,1195.86,449.42,0.03,0.18
14-6-2021 20:21:38,1623716498.054557,1500.0,76.8,9258.09,3765.64,5707.6,11.7,447281018,232700806,0.0006669838349012401,0.00040584313677154794,74.984,0,0,3.1331253379098944,226036,651,1024000,438272,57049780,911254,1201.29,452.51,0.03,0.18
