time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,memory_percent_ipykernel
12-6-2021 15:35:58,1623526558.8540163,1500.0,48.5,7434.13,2529.18,9564.22,11.0,455484381,241714120,0.0,0.0,66.705,0,0,12886,232,819200,446464,40769311,431656,22.24,2.6,0.03,0.05,3.0064928301100657
12-6-2021 15:36:5,1623526565.862284,1500.0,50.5,7445.03,2530.55,9579.58,10.9,455851335,243173203,0.0005236015785836987,0.0020819453176273836,67.192,0,0,13913,238,819200,446464,40849896,437908,28.52,2.89,0.03,0.05,3.0147266711969327
12-6-2021 15:36:10,1623526570.869645,1500.0,51.6,7453.15,2531.35,9590.05,10.9,456059466,243793783,0.0004156500655396682,0.0012393354073761587,67.679,0,0,14935,244,819200,446464,40930163,444160,33.37,3.08,0.03,0.05,3.0093201128929055
12-6-2021 15:36:15,1623526575.8769054,1500.0,49.6,7461.6,2532.28,9600.48,10.9,456268873,244548592,0.000418206736837855,0.0015074291156735187,68.166,0,0,15962,250,819200,446464,41010744,450412,37.85,3.29,0.03,0.05,3.0250437732816815
12-6-2021 15:36:20,1623526580.8844907,1500.0,46.5,7470.26,2532.98,9610.93,10.9,456470442,245240779,0.00040252734290816195,0.0013822770064125531,68.653,0,0,16983,253,819200,446464,41088212,453538,41.66,3.64,0.03,0.05,3.0813910231291572
12-6-2021 15:36:25,1623526585.8882146,1500.0,86.0,7479.7,2538.94,9615.33,11.0,456606187,245415762,0.00027128795234071686,0.00034970554911367387,69.627,0,0,18003,255,819200,446464,41164922,455866,47.46,8.96,0.03,0.05,3.126528344749934
12-6-2021 15:36:30,1623526590.8920398,1500.0,74.0,7488.9,2543.69,9621.34,10.9,456745772,245596776,0.0002789565877392917,0.00036175124671734176,69.627,0,0,19022,257,819200,446464,41241611,458194,52.71,13.15,0.03,0.05,3.125833924417307
12-6-2021 15:36:35,1623526595.8922598,1500.0,86.2,7497.47,2548.26,9628.02,10.9,456874956,245760364,0.0002583566291900281,0.0003271616009408155,70.601,0,0,20047,259,819200,446464,41318622,460522,57.54,17.04,0.03,0.05,3.120526569017941
12-6-2021 15:36:40,1623526600.8945656,1500.0,67.6,7505.8,2552.88,9634.86,11.0,457013168,245937858,0.00027629658604604474,0.00035482437301867184,71.088,0,0,21074,262,819200,446464,41396759,464014,62.18,20.82,0.03,0.05,3.1257347215126456
12-6-2021 15:36:45,1623526605.8984575,1500.0,63.5,7515.05,2558.35,9639.96,10.9,457155010,246129498,0.00028346335524887645,0.000382981891117544,70.601,0,0,22101,265,819200,446464,41474885,467504,67.92,25.9,0.03,0.05,3.068593848427882
12-6-2021 15:36:50,1623526610.9023304,1500.0,69.9,7524.18,2563.57,9645.41,10.9,457295509,246316035,0.0002807805146350988,0.00037278525013336345,70.601,0,0,23128,268,819200,446464,41553020,470996,73.63,30.77,0.03,0.05,3.0710243195920777
12-6-2021 15:36:55,1623526615.9060936,1500.0,69.9,7532.77,2569.06,9651.04,11.0,457435143,246502342,0.00027905796987359597,0.0003723337667992039,70.601,0,0,24155,271,819200,446464,41631171,474488,78.59,35.37,0.03,0.05,3.1278675839628587
12-6-2021 15:37:0,1623526620.9099655,1500.0,57.1,7541.11,2574.05,9657.69,10.9,457568537,246671191,0.0002665815636237502,0.0003374366945762673,71.088,0,0,25180,273,819200,446464,41708116,476816,83.44,39.98,0.03,0.05,3.087690407575134
12-6-2021 15:37:5,1623526625.9124012,1500.0,71.5,7549.87,2579.11,9663.79,11.0,457709712,246857449,0.00028221252388267585,0.0003723346220884678,71.575,0,0,26201,276,819200,446464,41785919,480308,88.82,44.27,0.03,0.05,3.080597399891869
12-6-2021 15:37:10,1623526630.9162288,1500.0,89.5,7559.94,2584.27,9668.32,11.0,457843466,247032132,0.00026730337542395325,0.0003490987598814422,72.549,0,0,27220,278,819200,446464,41862568,482634,94.99,49.14,0.03,0.05,3.1302980551270543
12-6-2021 15:37:15,1623526635.9280741,1500.0,60.8,7568.73,2589.91,9673.76,10.9,457991600,247233696,0.00029556777922557523,0.0004021752187332,72.062,0,0,28243,282,819200,446464,41941536,487288,100.21,54.2,0.03,0.05,3.07310758058996
12-6-2021 15:37:20,1623526640.931865,1500.0,71.7,7577.77,2595.48,9678.89,10.9,458130687,247422636,0.00027796325629734386,0.0003775937193614079,72.062,0,0,29264,285,819200,446464,42019355,490780,105.81,59.13,0.03,0.05,3.10906863352959
12-6-2021 15:37:25,1623526645.932287,1500.0,55.4,7586.49,2600.87,9684.59,10.9,458269925,247611363,0.0002784524985598349,0.000377422145504115,72.549,0,0,30285,288,819200,446464,42097171,494272,111.05,63.94,0.03,0.05,3.128214794129172
12-6-2021 15:37:30,1623526650.9561977,1500.0,32.4,7594.94,2606.0,9690.95,11.0,458408805,247793400,0.0002764380312672728,0.0003623412291028264,71.088,0,0,31306,291,819200,446464,42174991,497762,115.9,68.11,0.03,0.05,3.125089902632349
12-6-2021 15:37:35,1623526655.9602413,1500.0,68.6,7602.97,2610.65,9698.09,10.9,458540617,247958125,0.0002634109753769687,0.0003291837838661971,71.575,0,0,32325,293,819200,446464,42251646,500090,120.33,72.31,0.03,0.05,3.0771748996810624
12-6-2021 15:37:40,1623526660.9622974,1500.0,87.2,7612.26,2616.45,9702.93,10.9,458673671,248132787,0.0002659986148884393,0.00034918040850815893,72.062,0,0,33344,295,819200,446464,42328289,502418,126.15,77.64,0.03,0.05,3.129355627532774
12-6-2021 15:37:45,1623526665.9670784,1500.0,58.7,7621.24,2621.76,9708.36,10.9,458820403,248333069,0.0002931836573314444,0.00040018134597535876,72.062,0,0,34367,299,819200,446464,42407252,507074,131.67,82.23,0.03,0.05,3.1232546488961197
12-6-2021 15:37:50,1623526670.9723246,1500.0,73.0,7630.78,2627.34,9713.08,11.0,459042843,248602098,0.00044441370670307665,0.0005374940437898849,72.549,0,0,35388,302,819200,446464,42485077,510566,137.3,87.1,0.03,0.05,3.1401191426884982
12-6-2021 15:37:55,1623526675.9746313,1500.0,81.9,7640.04,2632.71,9718.3,11.0,459181278,248787560,0.0002767423277082168,0.00037075295684921663,72.062,0,0,36409,305,819200,446464,42562878,514058,142.92,91.88,0.03,0.05,3.1273715694395534
12-6-2021 15:38:0,1623526680.9785047,1500.0,27.7,7648.16,2636.98,9725.7,11.0,459316038,248954402,0.0002693113726539547,0.0003334257052265591,71.575,0,0,37428,307,819200,446464,42639515,516386,147.32,95.63,0.03,0.05,3.1237010619670946
12-6-2021 15:38:5,1623526685.982294,1500.0,86.7,7657.03,2642.33,9731.35,11.0,459452461,249136357,0.00027263937071618255,0.0003636344069450386,73.523,0,0,38453,309,819200,446464,42716534,518714,152.78,100.31,0.03,0.05,3.1257843229649764
12-6-2021 15:38:10,1623526690.9861932,1500.0,79.3,7665.67,2647.41,9737.33,10.9,459592105,249319157,0.0002790703754825286,0.00036531512014985416,73.036,0,0,39480,312,819200,446464,42794675,522204,158.29,105.23,0.03,0.05,3.1284628013908247
12-6-2021 15:38:15,1623526695.991919,1500.0,70.8,7674.64,2653.02,9742.48,10.9,459736119,249517424,0.00028769853565824657,0.00039608041974636894,73.523,0,0,40514,316,819200,446464,42874278,526860,163.49,110.07,0.03,0.05,3.1224114242065006
12-6-2021 15:38:20,1623526700.9922838,1500.0,76.6,7683.75,2658.27,9747.81,11.0,459875535,249704426,0.00027881165899285037,0.0003739767161228338,72.062,0,0,41546,319,819200,446464,42952703,530352,169.28,114.84,0.03,0.05,3.1285620042954854
12-6-2021 15:38:25,1623526705.9954448,1500.0,77.3,7692.72,2664.34,9752.54,11.0,460013415,249890412,0.0002755857772333832,0.00037173699132961996,73.036,0,0,42578,322,819200,446464,43031146,533842,174.87,120.34,0.03,0.05,3.125833924417307
12-6-2021 15:38:30,1623526710.9996593,1500.0,79.3,7702.0,2670.14,9757.25,10.9,460147380,250067328,0.0002677043506523856,0.00035353400440426566,72.549,0,0,43608,324,819200,446464,43108417,536170,180.7,125.57,0.03,0.05,3.121865808230865
12-6-2021 15:38:36,1623526716.002255,1500.0,66.8,7710.11,2674.3,9764.79,10.9,460284391,250243869,0.0002738798200530568,0.000352898798724093,74.01,0,0,44640,327,819200,446464,43186862,539662,185.67,129.55,0.03,0.05,3.121468996612221
12-6-2021 15:38:41,1623526721.0122826,1500.0,60.8,7719.21,2679.84,9770.1,10.9,460425234,250432651,0.0002811222011595455,0.00037680829987504744,74.01,0,0,45678,330,819200,446464,43265677,543156,191.05,134.5,0.03,0.05,3.121766605326204
12-6-2021 15:38:46,1623526726.0151615,1500.0,88.1,7728.69,2685.59,9774.71,10.9,460567064,250633227,0.00028349676798470426,0.0004009211572678562,74.01,0,0,46716,333,819200,446464,43344495,546651,196.61,139.42,0.03,0.05,3.1211713878982374
12-6-2021 15:38:51,1623526731.019059,1500.0,71.3,7738.62,2690.41,9779.74,11.0,460710658,250827263,0.000286964315418999,0.0003877697390325563,72.549,0,0,47756,337,819200,446464,43424474,551311,203.15,143.73,0.03,0.05,3.128859613009469
