time_stamp,time,model_number,QOS
26-5-2021 19:8:9,1622070489.5868769,None,0.0
26-5-2021 19:8:14,1622070494.598159,1,0.0
26-5-2021 19:8:19,1622070499.6032033,1,0.0
26-5-2021 19:8:24,1622070504.608255,1,0.0
26-5-2021 19:8:29,1622070509.6132765,1,0.8615596294403076
26-5-2021 19:8:34,1622070514.6158137,1,1.1306989192962646
26-5-2021 19:8:39,1622070519.6208656,1,0.9901707172393799
26-5-2021 19:8:44,1622070524.6310337,1,0.7668139934539795
26-5-2021 19:8:49,1622070529.641159,1,1.2572448253631592
26-5-2021 19:8:54,1622070534.6452544,1,0.8176753520965576
26-5-2021 19:8:59,1622070539.6503315,1,0.7370085716247559
26-5-2021 19:9:4,1622070544.655382,1,0.6570656299591064
26-5-2021 19:9:9,1622070549.6604354,1,0.7622678279876709
26-5-2021 19:9:14,1622070554.666247,1,0.6370837688446045
26-5-2021 19:9:19,1622070559.6712694,1,1.2146611213684082
26-5-2021 19:9:24,1622070564.676287,1,1.2875313758850098
26-5-2021 19:9:29,1622070569.6813133,1,1.2910614013671875
26-5-2021 19:9:34,1622070574.6863387,1,1.3372306823730469
26-5-2021 19:9:39,1622070579.6913962,1,1.249565839767456
26-5-2021 19:9:44,1622070584.696811,1,1.240267276763916
26-5-2021 19:9:49,1622070589.7018356,1,1.2526094913482666
26-5-2021 19:9:54,1622070594.706865,1,1.2280237674713135
26-5-2021 19:9:59,1622070599.7119987,1,1.2416815757751465
26-5-2021 19:10:4,1622070604.713538,1,1.2423536777496338
26-5-2021 19:10:9,1622070609.7185636,1,0.7014365196228027
26-5-2021 19:10:14,1622070614.7235935,2,0.7499244213104248
26-5-2021 19:10:19,1622070619.7286134,2,1.659942626953125
26-5-2021 19:10:24,1622070624.7336729,2,1.4510526657104492
26-5-2021 19:10:29,1622070629.7411408,2,1.0542895793914795
26-5-2021 19:10:34,1622070634.7461994,2,0.6826655864715576
26-5-2021 19:10:39,1622070639.7512112,2,1.2717938423156738
26-5-2021 19:10:44,1622070644.7562764,2,1.2717938423156738
26-5-2021 19:10:49,1622070649.761322,2,1.2543895244598389
26-5-2021 19:10:54,1622070654.7663445,2,1.1424643993377686
26-5-2021 19:10:59,1622070659.7713683,2,1.2243492603302002
26-5-2021 19:11:4,1622070664.775887,2,1.2530512809753418
26-5-2021 19:11:9,1622070669.7808983,2,0.8870882987976074
26-5-2021 19:11:14,1622070674.79087,2,1.2364518642425537
26-5-2021 19:11:19,1622070679.7958884,2,1.27567458152771
26-5-2021 19:11:24,1622070684.80092,2,1.3200089931488037
26-5-2021 19:11:29,1622070689.8059537,2,1.2547569274902344
26-5-2021 19:11:34,1622070694.8109877,2,1.253645420074463
26-5-2021 19:11:39,1622070699.8160207,2,1.240389108657837
26-5-2021 19:11:44,1622070704.8210752,2,0.9019930362701416
26-5-2021 19:11:49,1622070709.8238006,2,0.9587137699127197
26-5-2021 19:11:54,1622070714.828819,2,1.2226197719573975
26-5-2021 19:11:59,1622070719.8338432,2,1.2443945407867432
26-5-2021 19:12:4,1622070724.8394399,2,0.6816363334655762
26-5-2021 19:12:9,1622070729.8444653,2,1.2880706787109375
26-5-2021 19:12:14,1622070734.84951,2,1.225738763809204
26-5-2021 19:12:19,1622070739.854554,3,1.3081068992614746
26-5-2021 19:12:24,1622070744.8597326,3,0.6808607578277588
26-5-2021 19:12:29,1622070749.8647792,3,1.2685294151306152
26-5-2021 19:12:34,1622070754.8703263,3,1.6059083938598633
26-5-2021 19:12:39,1622070759.8753443,3,1.2585389614105225
26-5-2021 19:12:44,1622070764.881522,3,1.2264597415924072
26-5-2021 19:12:49,1622070769.8865428,3,1.239227294921875
26-5-2021 19:12:54,1622070774.896652,3,0.7671117782592773
26-5-2021 19:12:59,1622070779.9019585,3,0.5856232643127441
26-5-2021 19:13:4,1622070784.9070451,3,0.7246942520141602
26-5-2021 19:13:9,1622070789.9116304,3,0.6865270137786865
26-5-2021 19:13:14,1622070794.9217067,3,0.6342771053314209
26-5-2021 19:13:19,1622070799.926765,3,1.2855229377746582
26-5-2021 19:13:24,1622070804.9318423,3,0.7330071926116943
26-5-2021 19:13:29,1622070809.936853,3,1.3193318843841553
26-5-2021 19:13:34,1622070814.9413707,3,0.9564566612243652
26-5-2021 19:13:39,1622070819.9463983,3,1.0880060195922852
26-5-2021 19:13:44,1622070824.9514225,3,1.283036231994629
26-5-2021 19:13:49,1622070829.9564457,3,1.2360765933990479
26-5-2021 19:13:54,1622070834.9614682,3,1.229421615600586
26-5-2021 19:13:59,1622070839.9664981,3,1.23801589012146
26-5-2021 19:14:4,1622070844.976588,3,0.6988906860351562
26-5-2021 19:14:9,1622070849.9866908,4,1.3303585052490234
26-5-2021 19:14:14,1622070854.993889,4,0.7377891540527344
26-5-2021 19:14:19,1622070859.9989154,4,1.2814478874206543
26-5-2021 19:14:25,1622070865.0039418,4,1.2271382808685303
26-5-2021 19:14:30,1622070870.0090594,4,1.267242193222046
26-5-2021 19:14:35,1622070875.0141196,4,0.9726200103759766
26-5-2021 19:14:40,1622070880.0191314,4,1.2301840782165527
26-5-2021 19:14:45,1622070885.0292864,4,1.2475647926330566
26-5-2021 19:14:50,1622070890.0393639,4,0.7437722682952881
26-5-2021 19:14:55,1622070895.0443952,4,1.2248239517211914
26-5-2021 19:15:0,1622070900.0495,4,1.2595298290252686
26-5-2021 19:15:5,1622070905.0542347,4,1.2692816257476807
26-5-2021 19:15:10,1622070910.0558157,4,0.7851519584655762
26-5-2021 19:15:15,1622070915.0608447,4,1.2867181301116943
26-5-2021 19:15:20,1622070920.0658736,4,1.1898384094238281
26-5-2021 19:15:25,1622070925.070943,4,0.9826300144195557
26-5-2021 19:15:30,1622070930.0759935,4,1.2510628700256348
26-5-2021 19:15:35,1622070935.0810611,4,1.0072145462036133
26-5-2021 19:15:40,1622070940.0860872,4,1.223952054977417
26-5-2021 19:15:45,1622070945.0961819,4,1.2310116291046143
26-5-2021 19:15:50,1622070950.1023045,4,1.2517931461334229
26-5-2021 19:15:55,1622070955.1073246,4,1.0896565914154053
26-5-2021 19:16:0,1622070960.1123574,5,1.2274234294891357
26-5-2021 19:16:5,1622070965.1173854,5,1.3487486839294434
26-5-2021 19:16:10,1622070970.1224189,5,1.274054765701294
26-5-2021 19:16:15,1622070975.13251,5,1.2236905097961426
26-5-2021 19:16:20,1622070980.1375299,5,1.351471185684204
26-5-2021 19:16:25,1622070985.1425545,5,1.526496410369873
26-5-2021 19:16:30,1622070990.1475835,5,1.2279150485992432
26-5-2021 19:16:35,1622070995.1526136,5,0.7847921848297119
26-5-2021 19:16:40,1622071000.1576827,5,0.8162500858306885
26-5-2021 19:16:45,1622071005.1627035,5,0.8758394718170166
26-5-2021 19:16:50,1622071010.1658058,5,1.225222110748291
26-5-2021 19:16:55,1622071015.1759071,5,0.6968817710876465
26-5-2021 19:17:0,1622071020.1809626,5,0.7035820484161377
26-5-2021 19:17:5,1622071025.1859229,5,1.2637932300567627
26-5-2021 19:17:10,1622071030.1909478,5,1.0640869140625
26-5-2021 19:17:15,1622071035.1959956,5,1.2369673252105713
26-5-2021 19:17:20,1622071040.20105,5,1.5866718292236328
26-5-2021 19:17:25,1622071045.205871,5,1.5764851570129395
26-5-2021 19:17:30,1622071050.2108734,5,1.3274383544921875
26-5-2021 19:17:35,1622071055.2159078,5,0.8833601474761963
26-5-2021 19:17:40,1622071060.2213242,5,0.5745069980621338
26-5-2021 19:17:45,1622071065.2314234,5,1.283797264099121
26-5-2021 19:17:50,1622071070.2415035,6,1.0140223503112793
26-5-2021 19:17:55,1622071075.2417905,6,2.0255541801452637
26-5-2021 19:18:0,1622071080.2446396,6,0.6790225505828857
26-5-2021 19:18:5,1622071085.2496622,6,1.017334222793579
26-5-2021 19:18:10,1622071090.254686,6,0.8946819305419922
26-5-2021 19:18:15,1622071095.2597132,6,1.2273383140563965
26-5-2021 19:18:20,1622071100.2647796,6,1.3528742790222168
26-5-2021 19:18:25,1622071105.2697968,6,1.119309902191162
26-5-2021 19:18:30,1622071110.2748203,6,0.9885799884796143
26-5-2021 19:18:35,1622071115.2798636,6,1.2362539768218994
26-5-2021 19:18:40,1622071120.2848687,6,0.9264926910400391
26-5-2021 19:18:45,1622071125.2899325,6,1.2218132019042969
26-5-2021 19:18:50,1622071130.2949665,6,0.8575825691223145
26-5-2021 19:18:55,1622071135.3009093,6,1.2340078353881836
26-5-2021 19:19:0,1622071140.3059278,6,0.5923817157745361
26-5-2021 19:19:5,1622071145.3109555,6,0.8812422752380371
26-5-2021 19:19:10,1622071150.320964,6,1.2441890239715576
26-5-2021 19:19:15,1622071155.32599,6,0.75799560546875
26-5-2021 19:19:20,1622071160.3310115,6,1.2861509323120117
26-5-2021 19:19:25,1622071165.3360865,6,1.1345000267028809
26-5-2021 19:19:30,1622071170.341107,6,1.2249462604522705
26-5-2021 19:19:35,1622071175.3512828,6,1.297914743423462
26-5-2021 19:19:40,1622071180.35587,7,0.8744974136352539
26-5-2021 19:19:45,1622071185.3561957,7,1.2243566513061523
26-5-2021 19:19:50,1622071190.3663013,7,1.2871904373168945
26-5-2021 19:19:55,1622071195.3713186,7,0.7973356246948242
26-5-2021 19:20:0,1622071200.3763504,7,0.6603512763977051
26-5-2021 19:20:5,1622071205.3865533,7,1.1740686893463135
26-5-2021 19:20:10,1622071210.3915942,7,1.2760422229766846
26-5-2021 19:20:15,1622071215.3966022,7,1.2323875427246094
26-5-2021 19:20:20,1622071220.401626,7,1.4971041679382324
26-5-2021 19:20:25,1622071225.4066463,7,1.2534337043762207
26-5-2021 19:20:30,1622071230.411671,7,0.8370437622070312
26-5-2021 19:20:35,1622071235.4166934,7,1.8713674545288086
26-5-2021 19:20:40,1622071240.421751,7,0.8899850845336914
26-5-2021 19:20:45,1622071245.430964,7,1.2890386581420898
26-5-2021 19:20:50,1622071250.4410558,7,1.2222397327423096
26-5-2021 19:20:55,1622071255.4460738,7,0.806053638458252
26-5-2021 19:21:0,1622071260.4535992,7,1.22428560256958
26-5-2021 19:21:5,1622071265.458635,7,0.9198570251464844
26-5-2021 19:21:10,1622071270.4637015,7,0.8321890830993652
26-5-2021 19:21:15,1622071275.4687397,7,0.6347029209136963
26-5-2021 19:21:20,1622071280.4696395,7,2.4413278102874756
26-5-2021 19:21:25,1622071285.4746673,7,1.3096952438354492
26-5-2021 19:21:30,1622071290.4796932,8,0.9695444107055664
26-5-2021 19:21:35,1622071295.4847343,8,1.2882981300354004
26-5-2021 19:21:40,1622071300.4897602,8,0.9480190277099609
26-5-2021 19:21:45,1622071305.4947872,8,0.7111637592315674
26-5-2021 19:21:50,1622071310.5048783,8,0.860325813293457
26-5-2021 19:21:55,1622071315.5098858,8,0.7538330554962158
26-5-2021 19:22:0,1622071320.519987,8,1.3933286666870117
26-5-2021 19:22:5,1622071325.525054,8,1.2530567646026611
26-5-2021 19:22:10,1622071330.5300765,8,0.9211041927337646
26-5-2021 19:22:15,1622071335.540184,8,1.3034265041351318
26-5-2021 19:22:20,1622071340.5452104,8,1.664456844329834
26-5-2021 19:22:25,1622071345.550271,8,1.305333137512207
26-5-2021 19:22:30,1622071350.5517857,8,1.022012710571289
26-5-2021 19:22:35,1622071355.5568173,8,0.8341000080108643
26-5-2021 19:22:40,1622071360.5619516,8,1.2264165878295898
26-5-2021 19:22:45,1622071365.5670292,8,1.245201587677002
26-5-2021 19:22:50,1622071370.5720434,8,1.2345142364501953
26-5-2021 19:22:55,1622071375.5770721,8,0.7394492626190186
26-5-2021 19:23:0,1622071380.5821111,8,1.262209177017212
26-5-2021 19:23:5,1622071385.587135,8,0.9382619857788086
26-5-2021 19:23:10,1622071390.5921538,8,0.9790740013122559
26-5-2021 19:23:15,1622071395.5958087,9,1.2286407947540283
26-5-2021 19:23:20,1622071400.6008976,9,1.263972282409668
26-5-2021 19:23:25,1622071405.6059165,9,1.2232847213745117
26-5-2021 19:23:30,1622071410.611174,9,1.2566328048706055
26-5-2021 19:23:35,1622071415.6162055,9,2.349398136138916
26-5-2021 19:23:40,1622071420.621234,9,1.1125473976135254
26-5-2021 19:23:45,1622071425.6225164,9,1.2763652801513672
26-5-2021 19:23:50,1622071430.627546,9,1.1531896591186523
26-5-2021 19:23:55,1622071435.633511,9,0.8587963581085205
26-5-2021 19:24:0,1622071440.638537,9,0.749582052230835
26-5-2021 19:24:5,1622071445.6444466,9,1.2947371006011963
26-5-2021 19:24:10,1622071450.649493,9,0.8003840446472168
26-5-2021 19:24:15,1622071455.654514,9,0.7731187343597412
26-5-2021 19:24:20,1622071460.6614788,9,1.7811095714569092
26-5-2021 19:24:25,1622071465.666477,9,1.5661137104034424
