time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,gpu,gpu_mem,memory_percent_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel
26-5-2021 19:16:23,1622070983.1707673,1500.0,92.6,6119.39,2523.73,18548.19,11.0,172294235,170876575,0.0003020263247743028,0.00044670422089665174,0,0,3.154701969673672,686.33,386.02,0.0,0.02,112510,701,0,503808,50709710,989346
26-5-2021 19:16:28,1622070988.1746147,1500.0,74.3,6129.31,2528.51,18553.27,11.0,172446814,171098957,0.00030492336996740515,0.00044442202963770563,0,0,3.1554955929109605,692.56,390.22,0.0,0.02,113524,705,0,503808,50787212,994002
26-5-2021 19:16:33,1622070993.178425,1500.0,84.8,6139.07,2532.81,18558.93,11.0,172597537,171317580,0.00030121644862356656,0.0004369130368120989,0,0,3.136448635216039,698.99,393.92,0.0,0.02,114538,709,0,503808,50864770,998662
26-5-2021 19:16:38,1622070998.1817307,1500.0,93.2,6150.22,2538.23,18562.25,11.0,172755515,171573970,0.0003157472485312993,0.0005124412073259556,0,0,3.156041208886596,706.48,398.65,0.0,0.02,115556,715,0,503808,50944642,1005650
26-5-2021 19:16:43,1622071003.182782,1500.0,60.0,6160.3,2542.38,18567.95,11.0,172908996,171796111,0.00030689747864039776,0.0004441886148947205,0,0,3.1464681285868052,712.86,402.03,0.0,0.02,116570,719,0,503808,51022149,1010310
26-5-2021 19:16:48,1622071008.1850612,1500.0,67.0,6172.11,2546.76,18571.66,11.0,173064436,172033688,0.00031073834795920894,0.00047493749673896673,0,0,3.152321099961807,720.49,405.79,0.0,0.02,117581,724,0,503808,51100533,1016135
26-5-2021 19:16:53,1622071013.1891692,1500.0,73.9,6180.59,2551.34,18578.33,11.0,173217040,172253790,0.0003049574498795783,0.00043984262950771247,0,0,3.175782586914145,725.65,409.66,0.0,0.02,118590,728,0,503808,51177784,1020795
26-5-2021 19:16:58,1622071018.201724,1500.0,94.8,6190.88,2555.99,18583.35,11.0,173372907,172492291,0.0003109532037222476,0.0004758072590154412,0,0,3.1568348321238844,732.44,413.69,0.0,0.02,119601,733,0,503808,51256185,1026617
26-5-2021 19:17:3,1622071023.2059236,1500.0,71.5,6203.1,2561.11,18585.79,11.0,173528880,172732504,0.0003116842161244004,0.00048002282836061744,0,0,3.1467161358484574,740.77,417.99,0.0,0.02,120612,738,0,503808,51334631,1032440
26-5-2021 19:17:8,1622071028.2097423,1500.0,69.2,6215.06,2566.37,18588.4,11.0,173686290,172973128,0.00031457973969980374,0.0004808807273078304,0,0,3.109267039338912,749.03,422.4,0.0,0.02,121623,743,0,503808,51413049,1038265
26-5-2021 19:17:13,1622071033.2119665,1500.0,75.4,6225.72,2571.33,18592.55,11.0,173839621,173208936,0.00030652564470770463,0.0004714062989691218,0,0,3.155297187101638,755.88,426.63,0.0,0.02,122634,748,0,503808,51491455,1044090
26-5-2021 19:17:18,1622071038.2158942,1500.0,81.5,6235.05,2576.19,18598.16,11.0,173989628,173425867,0.000299778511528067,0.00043352145089425886,0,0,3.157430049551851,761.82,430.81,0.0,0.02,123643,752,0,503808,51568690,1048750
26-5-2021 19:17:23,1622071043.2176359,1500.0,89.2,6245.87,2581.79,18601.68,11.1,174296791,173789812,0.0006141120866168624,0.0007276365426948364,0,0,3.1527179115804516,769.3,435.79,0.0,0.02,124650,755,0,503808,51644778,1052245
26-5-2021 19:17:28,1622071048.2213974,1500.0,92.4,6256.0,2587.48,18605.68,11.0,174447051,174015836,0.00030029408696126994,0.00045170817723501984,0,0,3.1570828393855375,775.48,440.4,0.0,0.02,125667,760,0,503808,51723500,1058070
26-5-2021 19:17:33,1622071053.2217994,1500.0,85.8,6264.99,2592.16,18611.66,11.0,174600056,174235559,0.00030598540038180144,0.0004394106736909941,0,0,3.148898599751001,781.38,444.57,0.0,0.02,126682,764,0,503808,51801039,1062730
26-5-2021 19:17:38,1622071058.2268999,1500.0,86.8,6276.34,2597.09,18615.13,11.0,174754082,174473367,0.0003077380770853478,0.0004751313196181969,0,0,3.1564380205052402,788.74,448.77,0.0,0.02,127699,769,0,503808,51879761,1068555
26-5-2021 19:17:43,1622071063.2357535,1500.0,69.0,6287.8,2601.96,18618.65,11.0,174913993,174718256,0.0003192566810888179,0.0004889122660427333,0,0,3.1127391410020486,796.97,453.2,0.0,0.02,128716,774,0,503808,51958497,1074380
26-5-2021 19:17:48,1622071068.2400444,1500.0,89.5,6299.47,2606.68,18622.19,11.0,175069207,174956213,0.000310161830334638,0.0004755059380013366,0,0,3.1363990337637087,804.81,457.23,0.0,0.02,129733,779,0,503808,52037229,1080203
26-5-2021 19:17:53,1622071073.2416923,1500.0,38.2,6309.32,2610.35,18628.55,11.0,175214388,175164624,0.00029026633116526537,0.0004166846649663807,0,0,3.156636426314562,811.02,460.19,0.0,0.02,130748,783,0,503808,52114824,1084863
26-5-2021 19:17:58,1622071078.2453823,1500.0,76.5,6321.62,2615.35,18631.0,11.0,175370403,175408717,0.00031179989140895194,0.00048782598399952124,0,0,3.153114723199095,819.35,464.42,0.0,0.02,131765,788,0,503808,52193562,1090686
26-5-2021 19:18:3,1622071083.2492425,1500.0,93.4,6333.16,2620.36,18634.24,11.0,175530861,175658220,0.00032066842888774295,0.0004986210410997178,0,0,3.1558924045296046,827.36,468.87,0.0,0.02,132787,793,0,503808,52272590,1096511
26-5-2021 19:18:8,1622071088.251709,1500.0,65.8,6343.72,2624.69,18639.27,11.0,175682886,175882305,0.0003039000897203371,0.0004479490320998634,0,0,3.154900375482994,833.84,472.61,0.0,0.02,133809,798,0,503808,52351638,1102336
26-5-2021 19:18:13,1622071093.2555315,1500.0,62.5,6355.05,2629.14,18643.27,11.0,175837427,176116088,0.00030884588330235544,0.0004672088127815568,0,0,3.1515274767245187,841.7,476.2,0.0,0.02,134829,802,0,503808,52429545,1106996
26-5-2021 19:18:18,1622071098.2595055,1500.0,71.8,6365.28,2633.83,18648.28,11.0,175993458,176347679,0.0003118141725355233,0.0004628141589278693,0,0,3.1548507740306637,848.02,480.25,0.0,0.02,135851,807,0,503808,52508613,1112821
26-5-2021 19:18:23,1622071103.2622335,1500.0,87.6,6374.89,2639.31,18653.01,10.9,176143588,176567406,0.00030009626835334304,0.00043921436592603085,0,0,3.159414107645072,854.23,485.44,0.0,0.02,136871,811,0,503808,52586534,1117481
26-5-2021 19:18:28,1622071108.2660205,1500.0,93.2,6385.07,2644.26,18657.63,11.0,176291621,176780519,0.00029584192691578244,0.0004259034172840052,0,0,3.153164324651426,861.07,489.75,0.0,0.02,137891,815,0,503808,52664427,1122141
26-5-2021 19:18:33,1622071113.2668333,1500.0,74.0,6394.78,2649.17,18663.0,11.0,176446259,177018177,0.0003092257341857987,0.00047523874814165047,0,0,3.160654143953335,867.04,493.53,0.0,0.02,138913,820,0,503808,52743466,1127966
26-5-2021 19:18:38,1622071118.2706854,1500.0,91.0,6404.79,2653.88,18668.12,11.0,176596978,177235636,0.00030120594317131907,0.0004345831859028515,0,0,3.104257292653529,873.55,497.67,0.0,0.02,139928,824,0,503808,52821067,1132626
26-5-2021 19:18:43,1622071123.2717826,1500.0,69.0,6415.13,2658.43,18672.96,11.0,176752379,177473544,0.00031073381242919927,0.00047571160962545886,0,0,3.1487993968463397,880.29,501.33,0.0,0.02,140945,829,0,503808,52899845,1138451
26-5-2021 19:18:48,1622071128.2757816,1500.0,94.0,6425.99,2663.27,18677.1,11.0,176909264,177713886,0.0003135192476300955,0.00048029985667152636,0,0,3.1723600867033386,887.89,505.64,0.0,0.02,141962,834,0,503808,52978551,1144274
26-5-2021 19:18:53,1622071133.2764661,1500.0,65.6,6435.82,2667.91,18682.45,11.0,177060472,177931706,0.0003023746049322719,0.00043558036907007217,0,0,3.1050509158908173,893.74,509.72,0.0,0.02,142977,838,0,503808,53056132,1148934
26-5-2021 19:18:58,1622071138.2804956,1500.0,72.9,6446.92,2672.55,18686.5,11.0,177220280,178173949,0.00031935862808926886,0.0004840958659405584,0,0,3.1506346505825693,900.82,513.48,0.0,0.02,143994,843,0,503808,53134856,1154759
26-5-2021 19:19:3,1622071143.2829335,1500.0,70.0,6456.88,2677.73,18691.17,11.0,177371303,178400386,0.00030189880440926147,0.00045265330164292816,0,0,3.153114723199095,907.32,518.12,0.0,0.02,145009,847,0,503808,53212425,1159419
26-5-2021 19:19:8,1622071148.2867658,1500.0,81.0,6467.61,2683.26,18694.75,11.0,177531327,178651118,0.0003198028813097871,0.000501079938237799,0,0,3.1565372234099014,914.5,522.66,0.0,0.02,146028,853,0,503808,53292362,1166409
26-5-2021 19:19:13,1622071153.2906787,1500.0,62.8,6477.1,2688.27,18700.1,11.0,177684248,178872134,0.0003056028397576283,0.00044168634282977477,0,0,3.1352582003601066,920.89,527.16,0.0,0.02,147043,857,0,503808,53369969,1171069
26-5-2021 19:19:18,1622071158.2954135,1500.0,77.3,6486.72,2693.22,18705.39,11.0,177833035,179096556,0.00029729247861610237,0.0004484193688694773,0,0,3.1513290709151964,926.91,531.34,0.0,0.02,148063,861,0,503808,53447890,1175729
26-5-2021 19:19:23,1622071163.3011563,1500.0,79.0,6497.3,2697.89,18710.08,11.1,178168035,179485983,0.0006692313492055742,0.0007779604675435199,0,0,3.0996939590391204,933.53,535.43,0.0,0.02,149083,865,0,503808,53525765,1180389
26-5-2021 19:19:28,1622071168.301698,1500.0,61.3,6506.74,2703.09,18715.27,10.9,178308122,179682288,0.00028014364996467974,0.0003925674702600274,0,0,3.1506346505825693,939.24,539.96,0.0,0.02,150101,868,0,503808,53602521,1183882
26-5-2021 19:19:33,1622071173.3054242,1500.0,92.9,6516.99,2707.77,18720.15,11.0,178463050,179914296,0.0003096252521540682,0.0004636704501559502,0,0,3.1548507740306637,945.57,543.78,0.0,0.02,151123,873,0,503808,53681601,1189705
26-5-2021 19:19:38,1622071178.3266623,1500.0,94.0,6528.35,2712.91,18723.63,11.0,178619740,180155050,0.00031205451172590105,0.0004794713888318181,0,0,3.1380854831429468,953.74,548.08,0.0,0.02,152145,878,0,503808,53760633,1195530
26-5-2021 19:19:43,1622071183.3270798,1500.0,73.6,6539.77,2717.82,18727.03,11.0,178769506,180388657,0.0002995069929073057,0.00046717499360400197,0,0,3.159116498931089,961.21,552.37,0.0,0.02,153167,883,0,503808,53839675,1201353
26-5-2021 19:19:48,1622071188.3316994,1500.0,80.5,6551.01,2722.35,18731.04,11.0,178929542,180631425,0.00031977655215098967,0.0004850878178196872,0,0,3.159513310549733,968.66,556.03,0.0,0.02,154189,888,0,503808,53918721,1207174
26-5-2021 19:19:53,1622071193.3356175,1500.0,76.5,6562.79,2726.88,18734.55,11.0,179082971,180860016,0.00030661772386960637,0.00045682401708332313,0,0,3.165167876115413,977.23,560.08,0.0,0.02,155211,893,0,503808,53997813,1212999
26-5-2021 19:19:58,1622071198.3393571,1500.0,80.9,6572.76,2731.9,18739.35,11.0,179236475,181089093,0.0003067785544649704,0.0004578115939726133,0,0,3.1101102640285307,983.59,564.14,0.0,0.02,156231,897,0,503808,54075726,1217659
26-5-2021 19:20:3,1622071203.3416932,1500.0,90.6,6584.0,2736.48,18743.34,11.0,179393807,181329146,0.0003145170560438577,0.00047988179680227903,0,0,3.181883565550799,991.33,567.96,0.0,0.02,157247,902,0,503808,54154492,1223484
26-5-2021 19:20:8,1622071208.3454673,1500.0,87.6,6595.47,2741.82,18746.33,11.0,179550228,181573330,0.00031260603457987786,0.0004879996416584276,0,0,3.160951752667318,999.33,572.57,0.0,0.02,158263,907,0,503808,54233230,1229309
26-5-2021 19:20:13,1622071213.3492353,1500.0,63.9,6604.99,2746.67,18751.81,11.0,179705826,181806596,0.0003109616613304297,0.0004661806892884486,0,0,3.165267079020074,1004.77,576.51,0.0,0.02,159279,912,0,503808,54311964,1235134
26-5-2021 19:20:18,1622071218.3517513,1500.0,91.4,6615.55,2752.41,18755.31,11.0,179857611,182037077,0.00030341731850804253,0.000460730157703674,0,0,3.160852549762657,1011.9,581.47,0.0,0.02,160293,916,0,503808,54389557,1239794
26-5-2021 19:20:23,1622071223.358003,1500.0,92.4,6625.94,2757.49,18759.65,11.0,180006090,182255518,0.0002965871726944341,0.0004363364421267983,0,0,3.162638202046556,1018.84,585.89,0.0,0.02,161309,921,0,503808,54468299,1245619
26-5-2021 19:20:28,1622071228.3618343,1500.0,60.5,6635.37,2762.55,18765.06,11.0,180154373,182471363,0.0002963389222068851,0.000431359459032695,0,0,3.162191788975581,1024.75,590.25,0.0,0.02,162323,925,0,503808,54545864,1250279
26-5-2021 19:20:33,1622071233.3655286,1500.0,47.2,6645.13,2767.02,18770.51,11.0,180304137,182687187,0.0002993068543840084,0.00043132930838234976,0,0,3.1568348321238844,1030.68,594.05,0.0,0.02,163325,929,0,503808,54622757,1254939
26-5-2021 19:20:38,1622071238.369373,1500.0,83.5,6655.17,2771.19,18776.14,11.0,180458208,182910960,0.0003079052516773559,0.0004472021463065532,0,0,3.162836607855878,1037.07,597.25,0.0,0.02,164327,933,0,503808,54699661,1259599
26-5-2021 19:20:43,1622071243.3732479,1500.0,92.4,6667.26,2776.01,18779.02,11.0,180611243,183147013,0.0003058329929637124,0.0004717404220476571,0,0,3.156338817600579,1045.28,601.58,0.0,0.02,165331,938,0,503808,54777745,1265420
26-5-2021 19:20:48,1622071248.377117,1500.0,73.2,6677.87,2780.94,18783.26,11.1,180769533,183387986,0.00031633521622234076,0.0004815733530781864,0,0,3.1614477671906234,1052.32,605.62,0.0,0.02,166335,943,0,503808,54855849,1271245
26-5-2021 19:20:53,1622071253.3812141,1500.0,72.6,6686.89,2784.67,18790.26,11.0,180919649,183604292,0.0002999861779295102,0.0004322577886649033,0,0,3.1573804480995205,1057.73,608.68,0.0,0.02,167337,947,0,503808,54932822,1275903
26-5-2021 19:20:58,1622071258.3817039,1500.0,77.9,6698.27,2788.91,18794.42,11.0,181076158,183845254,0.00031298734528316445,0.00048187680385231436,0,0,3.1185425109247196,1065.97,612.36,0.0,0.02,168341,952,0,503808,55010947,1281728
26-5-2021 19:21:3,1622071263.385725,1500.0,57.7,6707.46,2793.21,18800.77,11.0,181226416,184062026,0.0003002745091652117,0.00043319560955663763,0,0,3.1175504818781095,1071.56,615.87,0.0,0.02,169350,956,0,503808,55088274,1286388
26-5-2021 19:21:8,1622071268.3895383,1500.0,57.9,6717.68,2797.97,18805.49,11.0,181378146,184289781,0.00030322874158416284,0.000455162868513155,0,0,3.1618445788092675,1078.06,620.31,0.0,0.02,170361,961,0,503808,55166714,1292213
26-5-2021 19:21:13,1622071273.3925388,1500.0,92.9,6728.39,2803.35,18809.26,11.0,181533356,184530381,0.00031023382881471476,0.0004809114052755645,0,0,3.1633326223791833,1085.16,624.79,0.0,0.02,171372,966,0,503808,55245174,1298038
26-5-2021 19:21:18,1622071278.3963072,1500.0,23.2,6736.31,2807.06,18817.49,11.0,181679140,184729991,0.0002913484139599299,0.00039891933895723546,0,0,3.16397744125948,1089.12,627.45,0.0,0.02,172385,969,0,503808,55321622,1301533
26-5-2021 19:21:23,1622071283.4002366,1500.0,74.2,6746.08,2812.92,18821.74,11.1,182022764,185131085,0.0006867083328688616,0.000801558075290734,0,0,3.162439796237234,1095.27,632.8,0.0,0.02,173398,972,0,503808,55398049,1305026
26-5-2021 19:21:28,1622071288.4016805,1500.0,91.9,6755.97,2818.29,18826.4,11.1,182172031,185338707,0.0002984478164531498,0.0004151241235345781,0,0,3.1021740316556468,1101.59,637.47,0.0,0.02,174419,976,0,503808,55475998,1309686
26-5-2021 19:21:33,1622071293.4053001,1500.0,79.5,6766.22,2824.22,18830.02,11.0,182327253,185575960,0.0003102194215594237,0.00047416273739056287,0,0,3.1633822238315137,1107.88,642.5,0.0,0.02,175442,981,0,503808,55555078,1315509
26-5-2021 19:21:38,1622071298.4091928,1500.0,67.9,6776.99,2828.86,18834.44,11.0,182479799,185803535,0.0003048546608825574,0.00045479592680468847,0,0,3.1584716800507917,1115.05,646.81,0.0,0.02,176463,985,0,503808,55633007,1320169
26-5-2021 19:21:43,1622071303.4119322,1500.0,85.4,6788.72,2833.69,18837.66,11.1,182639303,186054999,0.00031883331572353063,0.0005026526037284451,0,0,3.1630846151175307,1122.85,650.66,0.0,0.02,177488,991,0,503808,55713272,1327159
26-5-2021 19:21:48,1622071308.415857,1500.0,92.8,6799.34,2838.31,18842.34,11.0,182792332,186289694,0.00030581794229478566,0.0004690218322466638,0,0,3.1689375864925324,1130.25,654.59,0.0,0.02,178511,996,0,503808,55792362,1332982
26-5-2021 19:21:53,1622071313.4200933,1500.0,61.6,6810.46,2843.07,18846.3,11.0,182954447,186543545,0.0003239555305353855,0.0005072722165249245,0,0,3.167647948731939,1137.64,658.79,0.0,0.02,179534,1001,0,503808,55871423,1338805
26-5-2021 19:21:58,1622071318.421705,1500.0,49.4,6820.39,2847.59,18851.72,11.0,183110471,186777612,0.00031194744626156196,0.00046798314941358393,0,0,3.1527675130327815,1144.07,662.28,0.0,0.02,180557,1006,0,503808,55950517,1344630
26-5-2021 19:22:3,1622071323.429774,1500.0,73.2,6831.27,2851.94,18856.31,11.0,183263973,187013400,0.0003065093528529189,0.00047081619321236233,0,0,3.1595629120020634,1150.84,665.9,0.0,0.02,181574,1011,0,503808,56029255,1350455
26-5-2021 19:22:8,1622071328.4316936,1500.0,92.0,6843.21,2857.26,18858.88,10.9,183415035,187235883,0.00030200805862426835,0.0004447952423965199,0,0,3.159662114906724,1159.7,670.59,0.0,0.02,182595,1015,0,503808,56107155,1355115
26-5-2021 19:22:13,1622071333.435434,1500.0,75.6,6853.62,2862.59,18862.82,11.0,183568409,187468202,0.0003065186903584941,0.0004642906595993779,0,0,3.1614477671906234,1166.4,674.97,0.0,0.02,183618,1020,0,503808,56186208,1360938
26-5-2021 19:22:18,1622071338.4393392,1500.0,86.8,6862.98,2867.15,18868.66,11.0,183716089,187682308,0.00029512950044213574,0.0004278778224652215,0,0,3.1632334194745226,1172.21,678.93,0.0,0.02,184639,1024,0,503808,56264102,1365596
26-5-2021 19:22:23,1622071343.4417791,1500.0,75.1,6872.81,2872.0,18873.8,11.0,183865620,187899335,0.00029891613037880436,0.00043384228706904105,0,0,3.160455738144013,1178.47,683.08,0.0,0.02,185660,1028,0,503808,56342010,1370254
26-5-2021 19:22:28,1622071348.4517403,1500.0,92.7,6883.39,2877.86,18877.26,11.0,184015119,188116875,0.0002984035128685166,0.0004342149458485816,0,0,3.1842148338103335,1185.67,688.21,0.0,0.02,186675,1032,0,503808,56419529,1374909
26-5-2021 19:22:33,1622071353.4556239,1500.0,71.5,6894.49,2882.78,18881.13,11.0,184171569,188356763,0.0003126571529214888,0.00047940363758408513,0,0,3.1486505924893478,1193.31,692.33,0.0,0.02,187692,1037,0,503808,56498248,1380732
26-5-2021 19:22:38,1622071358.4594405,1500.0,87.9,6906.05,2887.92,18884.11,11.0,184330464,188606191,0.0003175476092658459,0.0004984755032188641,0,0,3.1640766441641412,1201.12,696.91,0.0,0.02,188709,1042,0,503808,56576941,1386557
26-5-2021 19:22:43,1622071363.4628515,1500.0,78.4,6915.57,2892.75,18889.46,11.0,184484396,188835323,0.00030765411500247286,0.000457951580429973,0,0,3.162290991880242,1206.98,700.87,0.0,0.02,189726,1047,0,503808,56655650,1392382
26-5-2021 19:22:48,1622071368.4666996,1500.0,67.9,6925.65,2898.31,18893.68,11.0,184640704,189074926,0.00031237559100538123,0.00047883747941028206,0,0,3.160852549762657,1213.67,705.66,0.0,0.02,190743,1052,0,503808,56734383,1398207
26-5-2021 19:22:53,1622071373.4705653,1500.0,77.5,6935.68,2902.48,18899.34,11.0,184792809,189294058,0.0003039749836356798,0.00043792542069000874,0,0,3.106092546389758,1220.47,709.32,0.0,0.02,191758,1056,0,503808,56811926,1402867
26-5-2021 19:22:58,1622071378.4744353,1500.0,93.7,6945.68,2907.66,18904.02,11.0,184942760,189527143,0.00029967005475574517,0.00046580946250937214,0,0,3.1598605207160464,1226.67,713.82,0.0,0.02,192775,1061,0,503808,56890631,1408692
26-5-2021 19:23:3,1622071383.4878254,1500.0,82.4,6956.81,2912.22,18908.21,11.0,185098249,189757581,0.0003101474212212264,0.0004596450646114964,0,0,3.1610509555719792,1234.32,717.79,0.0,0.02,193785,1065,0,503808,56967893,1413352
26-5-2021 19:23:8,1622071388.493004,1500.0,61.4,6967.09,2917.1,18912.91,11.0,185251969,189986900,0.00030712190217794383,0.00045816346269544564,0,0,3.1822307757171133,1240.74,721.54,0.0,0.02,194797,1070,0,503808,57046334,1419177
26-5-2021 19:23:13,1622071393.4968765,1500.0,67.1,6978.15,2921.37,18917.34,11.0,185402294,190212172,0.00030041733311060034,0.00045019533320799046,0,0,3.1611501584766404,1248.17,725.39,0.0,0.02,195807,1074,0,503808,57123617,1423837
26-5-2021 19:23:18,1622071398.5005715,1500.0,54.6,6987.65,2925.83,18923.32,10.9,185550534,190419980,0.00029626106241487,0.0004153090856604783,0,0,3.1110526916228105,1253.46,728.94,0.0,0.02,196811,1078,0,503808,57200541,1428495
26-5-2021 19:23:23,1622071403.5017037,1500.0,66.5,6996.82,2930.45,18929.3,11.1,185913323,190838185,0.0007254137300851739,0.0008362206378646269,0,0,3.166655919685328,1259.32,733.04,0.0,0.02,197819,1081,0,503808,57276698,1431990
26-5-2021 19:23:28,1622071408.5102787,1500.0,87.2,7007.78,2935.23,18933.27,11.0,186059757,191043331,0.00029236659347815346,0.0004095895569722146,0,0,3.1403671499501504,1266.56,737.23,0.0,0.02,198829,1085,0,503808,57353971,1436650
26-5-2021 19:23:33,1622071413.5116818,1000.0,25.9,7017.55,2939.28,18939.23,11.0,186203433,191251653,0.00028727138628634,0.00041652711471604805,0,0,3.172608093964991,1272.45,740.51,0.0,0.02,199837,1088,0,503808,57430088,1440145
26-5-2021 19:23:38,1622071418.5156684,1500.0,54.3,7028.36,2943.81,18943.73,11.0,186357391,191475291,0.0003076706881877333,0.0004469196622775582,0,0,3.1419543964247274,1280.01,744.74,0.0,0.02,200854,1093,0,503808,57508815,1445970
26-5-2021 19:23:43,1622071423.5193238,1500.0,94.0,7040.23,2949.05,18946.53,11.0,186509606,191714964,0.00030420759786174695,0.00047899581251728465,0,0,3.165713492091048,1288.29,749.0,0.0,0.02,201871,1098,0,503808,57587561,1451789
26-5-2021 19:23:48,1622071428.5218124,1500.0,93.2,7051.18,2954.18,18950.2,11.0,186666123,191950807,0.0003128782734042266,0.0004714513479971698,0,0,3.156338817600579,1295.79,753.24,0.0,0.02,202888,1103,0,503808,57666268,1457614
26-5-2021 19:23:53,1622071433.5255637,1500.0,71.3,7062.56,2958.67,18954.13,11.0,186823564,192189822,0.0003146459351299603,0.000477671624196286,0,0,3.1752369709385087,1303.21,756.88,0.0,0.02,203905,1108,0,503808,57745003,1463435
26-5-2021 19:23:58,1622071438.5294862,1500.0,87.3,7073.94,2963.76,18957.58,11.0,186981217,192430659,0.0003150588387062838,0.00048129642656660683,0,0,3.1661599051620235,1310.9,761.33,0.0,0.02,204922,1113,0,503808,57823722,1469260
26-5-2021 19:24:3,1622071443.531712,1500.0,88.9,7084.57,2969.62,18960.94,11.0,187137852,192670743,0.0003131306020307274,0.0004799543362463381,0,0,3.1072829812456906,1318.21,766.7,0.0,0.02,205939,1118,0,503808,57902463,1475081
26-5-2021 19:24:8,1622071448.5351229,1500.0,61.2,7094.89,2974.51,18965.56,11.0,187294333,192909595,0.00031274865436509386,0.00047737835003873566,0,0,3.1687887821355414,1324.5,770.57,0.0,0.02,206956,1123,0,503808,57981190,1480902
26-5-2021 19:24:13,1622071453.5421865,1500.0,82.6,7105.69,2979.79,18969.28,11.0,187450750,193150681,0.0003123926749181842,0.00048149178430301925,0,0,3.1572812451948593,1331.83,775.29,0.0,0.02,207973,1128,0,503808,58059918,1486727
26-5-2021 19:24:18,1622071458.5459545,1500.0,81.6,7116.41,2985.36,18972.86,11.0,187603656,193378144,0.00030558171562224893,0.00045458342890784934,0,0,3.1611997599289703,1338.59,780.2,0.0,0.02,208983,1132,0,503808,58137184,1491387
26-5-2021 19:24:23,1622071463.5579035,1500.0,84.7,7126.39,2991.27,18976.9,11.0,187750728,193592514,0.0002934427269121464,0.00042771783458548756,0,0,3.165217477567743,1345.04,785.53,0.0,0.02,209993,1136,0,503808,58214478,1496045
26-5-2021 19:24:28,1622071468.5608141,1500.0,63.9,7135.89,2995.93,18982.65,11.1,187897755,193798509,0.00029388292404857705,0.0004117503107550765,0,0,3.148700193941679,1351.08,789.25,0.0,0.02,211003,1140,0,503808,58291754,1500705
26-5-2021 19:24:33,1622071473.561687,1500.0,93.7,7146.37,3000.97,18986.91,11.0,188054152,194038854,0.0003127394050559087,0.00048060610055283907,0,0,3.1678463545412607,1358.09,793.63,0.0,0.02,212020,1145,0,503808,58370509,1506528
26-5-2021 19:24:38,1622071478.565503,1500.0,70.1,7156.75,3005.8,18991.46,11.0,188203668,194257893,0.0002988039594301853,0.0004377439235240935,0,0,3.1604061366916825,1364.91,797.47,0.0,0.02,213035,1149,0,503808,58448085,1511188
26-5-2021 19:24:43,1622071483.569334,1500.0,77.8,7167.31,3011.04,18995.46,11.0,188359630,194492907,0.00031168517758185566,0.0004696681263655392,0,0,3.166655919685328,1371.72,801.86,0.0,0.02,214052,1154,0,503808,58526817,1517011
26-5-2021 19:24:48,1622071488.5817301,1500.0,63.4,7175.57,3014.29,19003.85,11.0,188502833,194686515,0.000285697692727186,0.0003862583807149642,0,0,3.115417619427897,1376.75,804.57,0.0,0.02,215065,1157,0,503808,58603214,1520506
26-5-2021 19:24:53,1622071493.5856583,1500.0,44.7,7185.1,3019.5,19008.83,11.0,188648819,194898659,0.0002917427960935384,0.00042395492536590916,0,0,3.167300738565625,1382.58,808.82,0.0,0.02,216080,1161,0,503808,58680776,1525166
26-5-2021 19:24:58,1622071498.589474,1500.0,95.0,7196.66,3024.87,19011.76,11.0,188801231,195134922,0.0003045915569878562,0.0004721656761188218,0,0,3.165019071758421,1390.38,813.73,0.0,0.02,217097,1166,0,503808,58759523,1530991
26-5-2021 19:25:3,1622071503.5922008,1500.0,74.0,7206.61,3030.61,19015.84,11.0,188946165,195338422,0.00028971000414097976,0.00040677816000862034,0,0,3.170028818443804,1396.89,818.83,0.0,0.02,218110,1169,0,503808,58835939,1534486
26-5-2021 19:25:8,1622071508.595943,1500.0,70.6,7216.99,3035.95,19019.93,11.0,189098203,195562261,0.00030384858646902,0.00044734318885172766,0,0,3.162439796237234,1403.59,823.46,0.0,0.02,219127,1174,0,503808,58914658,1540311
26-5-2021 19:25:13,1622071513.5982778,1500.0,85.3,7227.41,3041.43,19023.88,11.0,189250112,195783795,0.0003036761933516744,0.0004428611985989628,0,0,3.165019071758421,1410.25,828.02,0.0,0.02,220142,1178,0,503808,58992250,1544969
26-5-2021 19:25:18,1622071518.601696,1500.0,41.7,7237.16,3045.51,19030.01,11.0,189384605,195960903,0.0002688022356542313,0.00035397400870119337,0,0,3.167945557445922,1416.54,831.74,0.0,0.02,221153,1180,0,503808,59067514,1547299
26-5-2021 19:25:23,1622071523.6055198,1500.0,56.8,7246.39,3050.5,19035.57,11.1,189760877,196378801,0.0007519689306816924,0.0008351573122475707,0,0,3.1353574032647678,1421.74,835.82,0.0,0.02,222166,1183,0,503808,59143951,1550794
