time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,gpu,gpu_mem,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,memory_percent_ipykernel
26-5-2021 19:52:39,1622073159.7010903,1500.0,71.1,8929.41,3618.85,23262.53,11.2,244812710,261450310,0.0002760989576811084,0.0003705745308733138,0,0,84470,466,0,561152,48432261,735118,358.51,273.88,0.0,0.02,3.156338817600579
26-5-2021 19:52:44,1622073164.7017114,1500.0,65.7,8937.98,3623.39,23269.06,11.1,244948706,261621556,0.0002719582184162629,0.00034244946227029733,0,0,85487,468,0,561152,48508063,737448,364.07,278.18,0.0,0.02,3.154751571126003
26-5-2021 19:52:49,1622073169.7054946,1500.0,65.5,8946.78,3629.08,23274.41,11.1,245088497,261811669,0.00027937061556397585,0.0003799385213405308,0,0,86506,471,0,561152,48585064,740943,369.26,283.17,0.0,0.02,3.157529252456512
26-5-2021 19:52:54,1622073174.7082825,1500.0,77.7,8955.84,3634.43,23279.96,11.2,245232212,262004112,0.00028726982820028563,0.0003846715203586791,0,0,87520,474,0,561152,48661720,744438,374.75,287.96,0.0,0.02,3.158074868432148
26-5-2021 19:52:59,1622073179.712659,1500.0,72.5,8965.02,3639.55,23285.47,11.1,245369957,262185893,0.000275249079356162,0.0003632440589091617,0,0,88534,477,0,561152,48738344,747933,380.34,292.56,0.0,0.02,3.1601581294300294
26-5-2021 19:53:4,1622073184.7164087,1500.0,84.1,8974.33,3645.4,23290.26,11.1,245513021,262383319,0.0002859135735452309,0.0003945560949696692,0,0,89548,480,0,561152,48814994,751428,386.32,297.64,0.0,0.02,3.154404360959689
26-5-2021 19:53:9,1622073189.720535,1500.0,81.0,8983.81,3650.75,23295.34,11.1,245656143,262577800,0.0002860079684719875,0.0003886412691018893,0,0,90564,484,0,561152,48892809,756088,392.11,302.26,0.0,0.02,3.160951752667318
26-5-2021 19:53:14,1622073194.7251196,1500.0,77.1,8993.27,3656.02,23300.43,11.1,245794934,262764781,0.00027732771539691126,0.0003736194245493574,0,0,91583,487,0,561152,48969747,759583,398.04,306.96,0.0,0.02,3.154701969673672
26-5-2021 19:53:19,1622073199.7289877,1500.0,59.0,9001.37,3661.07,23307.14,11.1,245931067,262936883,0.00027205553223443165,0.00034393792253612393,0,0,92600,489,0,561152,49045541,761913,402.77,311.36,0.0,0.02,3.1603565352393517
26-5-2021 19:53:24,1622073204.7325788,1500.0,54.1,9009.07,3665.55,23314.64,11.2,246174299,263208893,0.0004861148664074979,0.0005436295586580034,0,0,93617,491,0,561152,49121348,764243,406.8,315.09,0.0,0.02,3.1153680179755665
26-5-2021 19:53:29,1622073209.736017,1500.0,80.9,9017.12,3670.98,23320.93,11.1,246306922,263380318,0.00026506372975698347,0.00034261440228007886,0,0,94634,493,0,561152,49197123,766573,411.58,320.17,0.0,0.02,3.1553963900062993
26-5-2021 19:53:34,1622073214.7397888,1500.0,83.4,9026.28,3676.47,23326.16,11.1,246450883,263578269,0.00028770496792066073,0.0003956035739183717,0,0,95655,497,0,561152,49275244,771233,417.1,324.82,0.0,0.02,3.1594637090974023
26-5-2021 19:53:39,1622073219.7452533,1500.0,69.9,9035.27,3682.01,23331.41,11.2,246593179,263769023,0.0002842813059000383,0.00038109150099550166,0,0,96668,500,0,561152,49351872,774728,422.89,329.78,0.0,0.02,3.150337041868586
26-5-2021 19:53:44,1622073224.7490714,1500.0,87.9,9045.23,3687.51,23335.8,11.1,246731425,263949113,0.0002762810298646806,0.00035990517388083805,0,0,97681,503,0,561152,49428500,778223,429.2,334.98,0.0,0.02,3.159662114906724
26-5-2021 19:53:49,1622073229.751722,1500.0,82.4,9054.52,3692.66,23341.18,11.1,246867607,264133143,0.0002722196834011052,0.0003678649772826467,0,0,98692,505,0,561152,49503949,780553,435.35,339.4,0.0,0.02,3.1581244698844784
26-5-2021 19:53:54,1622073234.7555616,1500.0,72.0,9063.81,3697.98,23346.32,11.2,247011412,264329918,0.00028738931415962093,0.00039324802540773555,0,0,99712,509,0,561152,49582019,785211,440.88,343.74,0.0,0.02,3.1543051580550276
26-5-2021 19:53:59,1622073239.7594974,1500.0,84.4,9072.63,3703.98,23351.24,11.1,247149486,264513730,0.0002759307975461058,0.0003673348476798297,0,0,100730,512,0,561152,49658973,788706,446.49,349.14,0.0,0.02,3.159910122168377
26-5-2021 19:54:4,1622073244.7669456,1500.0,67.8,9081.9,3709.16,23356.53,11.2,247293540,264707965,0.00028767946137364805,0.0003878921805705536,0,0,101748,515,0,561152,49735942,792201,452.68,353.7,0.0,0.02,3.1495930200836284
26-5-2021 19:54:9,1622073249.7777853,1500.0,62.0,9091.36,3714.11,23362.04,11.2,247434684,264895722,0.00028167734038731055,0.00037470166921087873,0,0,102766,518,0,561152,49812897,795696,458.24,358.22,0.0,0.02,3.104753307176834
26-5-2021 19:54:14,1622073254.7815871,1500.0,77.2,9100.21,3719.92,23367.3,11.2,247575488,265083697,0.00028139403795389114,0.00037566435814595246,0,0,103784,521,0,561152,49889824,799191,463.46,363.15,0.0,0.02,3.1564380205052402
26-5-2021 19:54:19,1622073259.781786,1500.0,44.3,9107.67,3724.69,23374.74,11.1,247709897,265250849,0.00026880731001202823,0.0003342907058540019,0,0,104800,523,0,561152,49965614,801521,467.76,367.51,0.0,0.02,3.1028684519882743
26-5-2021 19:54:24,1622073264.793042,1500.0,69.5,9116.26,3729.32,23381.42,11.1,247844073,265420381,0.0002677492439976514,0.0003383024149878506,0,0,105816,525,0,561152,50041398,803851,472.83,371.63,0.0,0.02,3.117302474616457
26-5-2021 19:54:29,1622073269.79706,1500.0,80.3,9124.24,3734.72,23387.83,11.2,247979912,265599652,0.0002714598511547322,0.00035825410210881995,0,0,106834,528,0,561152,50118329,807346,477.32,376.34,0.0,0.02,3.154900375482994
26-5-2021 19:54:34,1622073274.800971,1500.0,77.5,9133.72,3740.21,23392.81,11.2,248121932,265788931,0.0002838179965202847,0.0003782621219783338,0,0,107852,531,0,561152,50195296,810839,483.34,381.13,0.0,0.02,3.160951752667318
26-5-2021 19:54:39,1622073279.8017297,1500.0,63.3,9142.59,3745.83,23398.0,11.1,248261860,265977775,0.0002798135440074429,0.00037763070225074,0,0,108870,534,0,561152,50272233,814334,489.3,386.28,0.0,0.02,3.101678017132342
26-5-2021 19:54:44,1622073284.8099544,1500.0,70.8,9150.64,3751.97,23403.66,11.1,248399505,266162250,0.0002748379067197746,0.00036834409417073213,0,0,109888,537,0,561152,50349202,817829,493.69,391.7,0.0,0.02,3.1554955929109605
26-5-2021 19:54:49,1622073289.8116677,1500.0,59.4,9158.3,3756.74,23411.02,11.1,248531707,266328117,0.0002643134316330092,0.0003316203685622936,0,0,110904,539,0,561152,50425014,820159,498.02,395.97,0.0,0.02,3.09964435758679
26-5-2021 19:54:54,1622073294.8155808,1500.0,67.2,9167.57,3762.53,23415.81,11.2,248672965,266521511,0.00028229506661375375,0.00038648552374166624,0,0,111922,542,0,561152,50501949,823652,504.13,401.11,0.0,0.02,3.1581244698844784
