time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel,memory_percent_ipykernel
12-6-2021 19:48:24,1623541704.4991527,1500.0,28.8,7721.88,2732.71,5658.87,10.9,187043919,157318021,0.0,0.0,70.114,0,0,69.2,4.6,0.02,0.1,22713,366,135168,782336,43033834,733214,3.2136780964946654
12-6-2021 19:48:30,1623541710.6329312,1500.0,76.0,7735.74,2738.47,5663.4,11.1,187464910,157602905,0.0006863485452769883,0.00046445106658500905,72.062,0,0,78.22,9.29,0.02,0.1,23734,370,135168,782336,43111508,737872,3.2608986791133243
12-6-2021 19:48:35,1623541715.6352599,1500.0,97.0,7749.36,2743.37,5664.7,11.5,187769904,158002292,0.0006097040444544704,0.000798402162673815,72.549,0,0,84.36,12.49,0.02,0.1,24757,373,135168,782336,43188588,741365,3.3090616893262634
12-6-2021 19:48:40,1623541720.6378067,1500.0,94.0,7762.94,2748.17,5666.06,11.3,188277424,158180055,0.0010145232450245213,0.0003553450023748699,72.549,0,0,89.01,14.6,0.02,0.1,25782,374,135168,782336,43263647,742530,3.3105001314438485
12-6-2021 19:48:45,1623541725.6528301,1500.0,95.2,7776.61,2753.1,5667.27,11.3,188554333,158359869,0.0005521589313801262,0.0003585506649736412,74.01,0,0,94.26,16.68,0.02,0.1,26811,377,135168,782336,43341019,746025,3.31441864617796
12-6-2021 19:48:50,1623541730.6548696,1500.0,95.8,7790.36,2757.96,5668.54,11.3,188887756,158547438,0.0006665741134144712,0.0003749850486590276,73.523,0,0,100.08,18.82,0.02,0.1,27843,379,135168,782336,43417553,748355,3.3135258200360105
12-6-2021 19:48:55,1623541735.6653829,1500.0,92.7,7803.01,2762.84,5670.78,11.3,189205735,158717600,0.0006346236016189105,0.0003396099154305065,74.01,0,0,104.81,21.38,0.02,0.1,28875,381,135168,782336,43494084,750685,3.315063465058257
12-6-2021 19:49:0,1623541740.6721897,1500.0,93.9,7816.65,2767.48,5672.32,11.4,189449231,158908335,0.0004863299249878691,0.0003809513841811003,74.497,0,0,110.84,23.12,0.02,0.1,29909,384,135168,782336,43571765,754178,3.261989911064596
12-6-2021 19:49:5,1623541745.6729503,1500.0,97.2,7830.11,2772.61,5673.48,11.3,189799685,159088315,0.0007008014003607201,0.00035990525443260003,75.471,0,0,116.05,25.72,0.02,0.1,30943,387,135168,782336,43649447,757673,3.31441864617796
12-6-2021 19:49:10,1623541750.6741364,1500.0,85.1,7843.45,2777.54,5674.94,11.4,190080713,159271608,0.0005619226970530587,0.0003664990567165773,74.497,0,0,121.52,28.13,0.02,0.1,31975,389,135168,782336,43725987,760003,3.2569305629268825
12-6-2021 19:49:15,1623541755.6773236,1500.0,93.9,7857.22,2782.35,5676.21,11.3,190418646,159463257,0.0006754354531851683,0.0003830538277335576,75.958,0,0,126.54,30.19,0.02,0.1,33009,392,135168,782336,43803701,763498,3.312632993894061
12-6-2021 19:49:20,1623541760.6809163,1500.0,92.6,7871.41,2787.02,5677.33,11.4,190709059,159663475,0.0005804089495210488,0.000400148474948454,75.958,0,0,132.9,32.44,0.02,0.1,34043,395,135168,782336,43881415,766993,3.25385527288239
12-6-2021 19:49:25,1623541765.6829271,1500.0,96.0,7885.28,2791.86,5678.4,11.3,191022192,159850046,0.0006260142393219737,0.0003729919958756821,75.958,0,0,137.91,34.8,0.02,0.1,35077,398,135168,782336,43959131,770488,3.3151130665105875
12-6-2021 19:49:30,1623541770.7125971,1500.0,77.8,7898.42,2796.41,5680.55,11.4,191361684,160039967,0.0006749786765232119,0.00037760131379815996,74.497,0,0,143.34,36.67,0.02,0.1,36114,400,135168,782336,44035959,772818,3.257724186164171
12-6-2021 19:49:35,1623541775.7138171,1500.0,95.9,7911.65,2800.88,5682.69,11.3,191635640,160216305,0.0005477783434131982,0.0003525899689030229,75.471,0,0,148.63,38.99,0.02,0.1,37153,403,135168,782336,44113959,776311,3.314269841820969
12-6-2021 19:49:40,1623541780.716493,1500.0,97.5,7925.76,2805.3,5683.95,11.3,191945522,160404729,0.0006194325080033625,0.00037664643602411754,74.984,0,0,154.04,40.64,0.02,0.1,38190,405,135168,782336,44190808,778641,3.3344576329194924
12-6-2021 19:49:45,1623541785.726318,1500.0,97.5,7939.99,2809.87,5685.03,11.3,192277685,160577969,0.0006630231606527643,0.0003458005026191505,75.471,0,0,160.81,43.22,0.02,0.1,39229,408,135168,782336,44268813,782136,3.311888972109103
12-6-2021 19:49:50,1623541790.72875,1500.0,93.4,7953.24,2815.35,5686.03,11.4,192540014,160791426,0.0005244029191008687,0.0004267064407767123,75.471,0,0,165.71,45.04,0.02,0.1,40264,409,135168,782336,44344492,783301,3.259609041352731
12-6-2021 19:49:55,1623541795.7319958,1500.0,94.0,7966.67,2819.95,5687.85,11.4,192815112,160966926,0.0005498390631158229,0.0003507722905176588,74.984,0,0,171.4,47.87,0.02,0.1,41303,412,135168,782336,44422530,786796,3.314666653439613
12-6-2021 19:50:0,1623541800.7338922,1500.0,88.1,7979.67,2825.0,5689.64,11.3,193220773,161164547,0.0008110144014783212,0.0003950921509204664,75.958,0,0,176.05,50.05,0.02,0.1,42340,414,135168,782336,44499370,789126,3.2959669059110053
12-6-2021 19:50:5,1623541805.7348747,1500.0,94.6,7992.56,2830.16,5690.92,11.4,193707976,161366855,0.0009742145623640297,0.0004045365067184359,76.932,0,0,181.6,52.39,0.02,0.1,43385,417,135168,782336,44577703,792621,3.318882776887707
12-6-2021 19:50:10,1623541810.7397115,1500.0,90.0,8005.13,2835.98,5692.35,11.4,194087874,161546287,0.0007590617144069588,0.00035851718497983525,73.523,0,0,188.11,54.7,0.02,0.1,44422,419,135168,782336,44654572,794951,3.2737454552669307
12-6-2021 19:50:15,1623541815.743911,1500.0,95.3,8018.39,2841.65,5693.34,11.4,194437543,161717911,0.0006987511182576661,0.00034295994760717615,74.984,0,0,193.58,56.97,0.02,0.1,45459,421,135168,782336,44731388,797279,3.3138730302023243
12-6-2021 19:50:20,1623541820.7459602,1500.0,96.3,8031.44,2847.67,5694.48,11.4,194834298,161908589,0.0007931849198729368,0.0003811997685007923,76.932,0,0,199.29,59.19,0.02,0.1,46498,424,135168,782336,44809365,800774,3.321214045147242
12-6-2021 19:50:25,1623541825.7503042,1500.0,95.1,8044.23,2853.46,5696.01,11.3,195279387,162101096,0.0008894052870859763,0.0003846797912351463,76.445,0,0,205.32,61.52,0.02,0.1,47535,426,135168,782336,44886203,803104,3.312632993894061
