time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,memory_percent_ipykernel
30-5-2021 22:8:14,1622426894.6224327,1500.0,70.1,1535.43,560.11,12658.02,11.0,39612136,70802487,0.0005193962121332315,0.0006398786965907863,62.809,0,0,23684,388,630784,659456,44407232,665567,97.82,37.99,0.01,0.08,3.2667020490359957
30-5-2021 22:8:19,1622426899.626253,1500.0,69.2,1546.5,565.07,12661.93,11.0,39882553,71157145,0.0005404210987288983,0.0007087744706619541,62.809,0,0,24688,393,630784,659456,44484845,671387,105.05,41.87,0.01,0.08,3.262436324135571
30-5-2021 22:8:24,1622426904.6362803,1500.0,48.7,1555.56,569.03,12668.83,11.0,40150235,71497621,0.0005342924861858366,0.0006795890964898981,62.809,0,0,25692,398,630784,659456,44562421,677203,111.26,45.63,0.01,0.08,3.263725961896164
30-5-2021 22:8:29,1622426909.6399698,1500.0,64.1,1567.27,573.84,12672.3,11.0,40421891,71856926,0.0005429113827034313,0.0007180801247248594,63.783,0,0,26696,403,630784,659456,44640056,683023,119.44,49.64,0.01,0.08,3.2933876303898177
30-5-2021 22:8:34,1622426914.642368,1500.0,84.0,1579.41,579.9,12673.9,11.1,40795499,72342647,0.0007468577692994412,0.0009709762707487363,64.757,0,0,27704,410,630784,659456,44719990,691169,128.07,54.65,0.01,0.08,3.2670492592023095
30-5-2021 22:8:39,1622426919.6470025,1500.0,81.2,1588.48,584.44,12680.02,11.0,41067724,72672730,0.0005439458296281666,0.00065955467455654,64.757,0,0,28711,414,630784,659456,44796742,695825,134.12,58.42,0.01,0.08,3.2700749477944715
30-5-2021 22:8:44,1622426924.6508749,1500.0,83.4,1596.86,589.52,12686.44,11.0,41318861,72970138,0.0005018853004184057,0.0005943556840562609,63.783,0,0,29722,417,630784,659456,44872648,699317,139.45,62.91,0.01,0.08,3.2661564330603596
30-5-2021 22:8:49,1622426929.6539855,1500.0,91.5,1607.85,594.01,12690.88,11.0,41590548,73323806,0.0005430361612169553,0.0007068962190508863,65.731,0,0,30737,422,630784,659456,44950867,705135,147.8,66.93,0.01,0.08,3.2161581691111913
30-5-2021 22:8:54,1622426934.6577303,1500.0,94.0,1618.84,599.21,12694.53,11.0,41862372,73681719,0.0005432411297099898,0.0007152902703877935,65.731,0,0,31752,427,630784,659456,45029114,710955,155.52,71.39,0.01,0.08,3.2715629913643873
30-5-2021 22:8:59,1622426939.6615012,1500.0,69.6,1626.69,604.41,12701.41,11.0,42123174,74001581,0.0005212109206275633,0.0006392419057130453,63.783,0,0,32765,431,630784,659456,45106167,715609,160.12,75.85,0.01,0.08,3.2673964693686233
30-5-2021 22:9:4,1622426944.662413,1500.0,77.8,1637.25,609.62,12705.54,11.0,42394163,74358749,0.0005418791923774885,0.0007142057699134755,65.244,0,0,33780,436,630784,659456,45184428,721427,167.51,80.33,0.01,0.08,3.266454041774343
30-5-2021 22:9:9,1622426949.6662807,1500.0,94.7,1646.37,614.29,12711.65,11.0,42660988,74698158,0.000533237501907661,0.0006782932906773254,65.244,0,0,34793,440,630784,659456,45261508,726083,173.29,84.72,0.01,0.08,3.2640731720624783
30-5-2021 22:9:14,1622426954.6701465,1500.0,92.5,1654.9,620.33,12716.8,11.0,42924029,75026270,0.0005256755772033322,0.0006557170364594863,65.244,0,0,35808,445,630784,659456,45339767,731903,179.53,90.1,0.01,0.08,3.26516440401375
30-5-2021 22:9:19,1622426959.6729655,1500.0,94.0,1665.49,624.96,12721.51,11.0,43204114,75393994,0.0005598543472575201,0.000735033579059658,65.731,0,0,36829,450,630784,659456,45418329,737723,186.66,94.02,0.01,0.08,3.2678924838919285
30-5-2021 22:9:24,1622426964.6779943,1500.0,79.9,1675.98,629.73,12726.09,11.0,43474125,75744490,0.000539479421304981,0.0007002876892041828,65.244,0,0,37850,455,630784,659456,45496923,743543,193.6,98.1,0.01,0.08,3.2731006363866335
30-5-2021 22:9:29,1622426969.6821392,1500.0,76.7,1685.84,634.47,12731.36,11.0,43747369,76097440,0.0005460353468539688,0.0007053153067299128,66.218,0,0,38871,460,630784,659456,45575482,749363,200.43,102.34,0.01,0.08,3.272654223315659
30-5-2021 22:9:34,1622426974.6823664,1500.0,91.0,1695.83,639.74,12736.02,11.1,44018406,76456616,0.0005420493678775985,0.0007183193577142762,66.705,0,0,39892,465,630784,659456,45654048,755183,207.44,107.15,0.01,0.08,3.268735708581547
30-5-2021 22:9:39,1622426979.6854978,1500.0,79.4,1704.78,644.44,12742.24,11.0,44286846,76795839,0.0005365439743538302,0.0006780213701841355,66.218,0,0,40913,470,630784,659456,45732586,761001,213.02,111.02,0.01,0.08,3.2743406726948963
30-5-2021 22:9:44,1622426984.6910555,1500.0,89.8,1713.62,649.5,12748.24,11.0,44536949,77087330,0.000499650610815586,0.0005823347028913927,65.731,0,0,41928,472,630784,659456,45807652,763329,218.86,115.77,0.01,0.08,3.26521400546608
30-5-2021 22:9:49,1622426989.6943483,1500.0,65.0,1722.01,653.78,12755.35,11.0,44806208,77427537,0.0005381635870961482,0.0006799662015948188,66.218,0,0,42949,477,630784,659456,45886198,769149,224.12,119.07,0.01,0.08,3.269529331818836
30-5-2021 22:9:54,1622426994.698255,1500.0,64.8,1731.05,658.93,12761.14,11.0,45073695,77775306,0.0005345563268903529,0.0006949949689006612,66.218,0,0,43970,482,630784,659456,45964810,774969,230.15,123.65,0.01,0.08,3.2749358901228627
30-5-2021 22:9:59,1622426999.702155,1500.0,63.9,1741.1,663.39,12766.46,11.0,45346532,78128019,0.0005452487004393679,0.0007048761893660712,66.218,0,0,44991,487,630784,659456,46043442,780789,237.06,127.51,0.01,0.08,3.2686861071292164
30-5-2021 22:10:4,1622427004.7028623,1500.0,57.8,1749.53,667.3,12773.9,11.0,45614416,78460158,0.0005356922370998746,0.0006641840645134284,65.731,0,0,46010,491,630784,659456,46120860,785445,242.5,130.96,0.01,0.08,3.2764239336927785
30-5-2021 22:10:9,1622427009.7078974,1500.0,91.2,1761.09,672.17,12777.32,11.0,45890203,78825916,0.0005510191059104098,0.0007307800807854601,67.679,0,0,47031,496,630784,659456,46199448,791263,250.93,135.41,0.01,0.08,3.2715629913643873
30-5-2021 22:10:14,1622427014.7117088,1500.0,55.3,1769.74,677.42,12783.19,11.0,46149922,79140314,0.0005190423486125508,0.0006283170515791633,67.192,0,0,48050,500,630784,659456,46276897,795922,256.72,140.25,0.01,0.08,3.2688349114862083
30-5-2021 22:10:19,1622427019.7123861,1500.0,93.4,1781.92,682.55,12785.68,11.0,46420044,79497606,0.0005401708233628667,0.0007144872088203307,68.166,0,0,49073,506,630784,659456,46356661,802912,265.62,144.56,0.01,0.08,3.2671980635593014
30-5-2021 22:10:24,1622427024.7163603,800.0,12.6,1790.88,687.17,12791.88,11.0,46690503,79842682,0.000540488398277717,0.0006896038753529426,65.244,0,0,50092,510,630784,659456,46434074,807572,271.51,148.32,0.01,0.08,3.2223087492001765
30-5-2021 22:10:29,1622427029.7202213,1500.0,41.6,1794.71,688.02,12806.97,11.0,46927896,80091446,0.00047441965783982,0.000497144110242783,65.731,0,0,51105,511,630784,659456,46507987,808737,272.92,149.05,0.01,0.08,3.2746382814088792
30-5-2021 22:10:34,1622427034.7223642,1500.0,74.6,1804.42,693.1,12811.94,11.1,47311347,80557629,0.0007665734609972266,0.0009319665766110144,66.705,0,0,52126,516,630784,659456,46586554,814562,279.09,153.13,0.01,0.08,3.274489477051888
30-5-2021 22:10:39,1622427039.7263079,1500.0,66.6,1814.28,697.51,12817.46,11.1,47591868,80913847,0.0005605998345364062,0.0007118745186951763,66.218,0,0,53147,521,630784,659456,46665133,820387,285.89,156.72,0.01,0.08,3.2723566146016756
30-5-2021 22:10:44,1622427044.7302117,1500.0,78.0,1821.85,701.94,12825.25,11.0,47846462,81210520,0.0005087907498370251,0.0005928830927924451,67.679,0,0,54162,523,630784,659456,46740176,822717,290.93,160.83,0.01,0.08,3.2720590058876926
30-5-2021 22:10:49,1622427049.7323918,1500.0,94.2,1831.92,706.25,12830.6,11.0,48113434,81556479,0.0005337112912575121,0.0006916164414701079,67.679,0,0,55185,529,630784,659456,46819879,829705,298.16,164.63,0.01,0.08,3.2765727380497705
30-5-2021 22:10:54,1622427054.7343075,1500.0,95.1,1841.26,710.85,12836.64,11.0,48392618,81913815,0.0005581541495689494,0.0007143982864002597,68.653,0,0,56204,533,630784,659456,46897257,834365,304.08,168.51,0.01,0.08,3.271364585555065
30-5-2021 22:10:59,1622427059.7381191,1500.0,55.0,1849.8,715.06,12843.63,11.0,48654902,82242653,0.0005241684161611,0.0006571750226227441,68.653,0,0,57225,538,630784,659456,46975832,840190,309.77,172.42,0.01,0.08,3.2721582087923538
30-5-2021 22:11:4,1622427064.7418518,1500.0,93.4,1861.45,720.54,12846.45,11.0,48940277,82629065,0.0005703242322835622,0.0007722474892515315,68.166,0,0,58248,544,630784,659456,47055588,847178,317.98,177.08,0.01,0.08,3.272307013149345
30-5-2021 22:11:9,1622427069.742533,1500.0,59.4,1871.5,725.24,12851.52,11.0,49208382,82969638,0.0005361369607879175,0.0006810532185017938,68.166,0,0,59267,548,630784,659456,47132992,851838,324.95,181.27,0.01,0.08,3.275035093027524
30-5-2021 22:11:14,1622427074.7462478,1500.0,50.6,1880.24,730.51,12857.35,11.0,49465618,83286478,0.0005140900516674504,0.0006332095506473238,67.679,0,0,60281,552,630784,659456,47210108,856498,330.99,185.75,0.01,0.08,3.272654223315659
30-5-2021 22:11:19,1622427079.7499588,1500.0,20.4,1886.14,732.75,12868.92,11.0,49714773,83565355,0.0004979404300883138,0.0005573403436484866,65.244,0,0,61291,554,630784,659456,47284864,858828,333.37,187.12,0.01,0.08,3.2743406726948963
30-5-2021 22:11:24,1622427084.753419,1500.0,62.8,1891.72,734.52,12881.36,11.0,49961897,83841476,0.0004939062002313634,0.0005518600941797814,66.218,0,0,62301,556,630784,659456,47359598,861158,336.34,188.55,0.01,0.08,3.2738446581715914
30-5-2021 22:11:29,1622427089.7580612,1500.0,94.7,1900.9,739.45,12887.09,11.1,50235180,84198911,0.000546059011712215,0.0007142068948721859,67.192,0,0,63317,561,630784,659456,47437831,866983,342.68,192.77,0.01,0.08,3.2210191114395834
30-5-2021 22:11:34,1622427094.7617223,1500.0,63.0,1910.11,744.05,12893.09,11.0,50502909,84546169,0.0005350662078605696,0.0006940078258584079,67.192,0,0,64333,566,630784,659456,47516046,872808,348.6,196.8,0.01,0.08,3.276374332240448
30-5-2021 22:11:39,1622427099.7625885,1500.0,88.2,1919.14,748.71,12899.26,11.0,50768201,84890109,0.000530492100233071,0.0006877608557897051,67.679,0,0,65349,571,630784,659456,47594295,878633,354.62,201.14,0.01,0.08,3.277316759834728
30-5-2021 22:11:44,1622427104.7669208,1500.0,57.2,1926.42,752.9,12907.57,11.1,51020882,85176787,0.0005049245027113549,0.0005728596395783054,66.218,0,0,66359,573,630784,659456,47669055,880963,358.4,204.35,0.01,0.08,3.2703725565084545
30-5-2021 22:11:49,1622427109.7708182,1500.0,54.4,1936.62,757.59,12912.44,11.0,51290596,85526169,0.0005390078510865349,0.0006982197476894627,67.679,0,0,67375,578,630784,659456,47747342,886788,365.86,208.66,0.01,0.08,3.2806400571408734
30-5-2021 22:11:54,1622427114.781437,1500.0,60.7,1947.87,762.16,12916.72,11.0,51554823,85858440,0.0005273340809242152,0.0006631336782492701,68.653,0,0,68387,581,630784,659456,47823273,890283,373.77,212.63,0.01,0.08,3.246117446318828
30-5-2021 22:11:59,1622427119.7827973,1500.0,77.8,1957.55,767.72,12921.28,11.0,51827562,86208009,0.0005453296249256218,0.0006989478279806873,67.192,0,0,69403,586,630784,659456,47901566,896108,380.1,217.41,0.01,0.08,3.278854404856974
30-5-2021 22:12:4,1622427124.7867117,1500.0,93.2,1967.2,772.95,12926.26,11.0,52097323,86555192,0.0005390999541469962,0.0006938228260594252,70.114,0,0,70421,592,630784,659456,47980985,903096,386.78,222.22,0.01,0.08,3.2705709623177768
30-5-2021 22:12:9,1622427129.7953582,1500.0,47.9,1976.61,778.47,12931.27,11.0,52372676,86914457,0.0005497553094419374,0.0007172895928014499,69.14,0,0,71437,597,630784,659456,48059244,908921,393.44,226.87,0.01,0.08,3.2119916471154273
30-5-2021 22:12:14,1622427134.799228,1500.0,55.7,1985.85,783.3,12937.02,11.1,52628857,87226591,0.0005119657618503288,0.0006237852186906544,69.14,0,0,72451,601,630784,659456,48136371,913581,399.77,231.3,0.01,0.08,3.2704221579607853
30-5-2021 22:12:19,1622427139.8023765,1500.0,91.2,1995.2,788.04,12942.99,11.0,52897319,87573211,0.0005365861057456743,0.0006928037337633095,68.653,0,0,73465,605,630784,659456,48213455,918241,406.11,235.36,0.01,0.08,3.272951832029642
30-5-2021 22:12:24,1622427144.8065248,1500.0,89.7,2005.09,793.29,12947.63,11.0,53168634,87927340,0.0005421801807706248,0.0007076708815808952,68.653,0,0,74483,611,630784,659456,48292874,925231,413.06,239.91,0.01,0.08,3.266850853392987
30-5-2021 22:12:29,1622427149.810206,1500.0,93.9,2016.66,798.76,12950.37,11.0,53442680,88291387,0.0005476887714962053,0.0007275583449379996,69.627,0,0,75499,616,630784,659456,48371121,931056,421.58,244.68,0.01,0.08,3.27563031045549
30-5-2021 22:12:34,1622427154.8124065,1500.0,68.5,2027.89,803.19,12954.64,11.1,53840437,88768776,0.0007951640318520549,0.0009543579673062212,69.627,0,0,76515,621,630784,659456,48449385,936877,429.39,248.62,0.01,0.08,3.2615930994459514
30-5-2021 22:12:39,1622427159.8167183,1500.0,56.7,2038.43,808.4,12958.71,11.2,54121800,89138415,0.0005622411457252292,0.0007386410255247777,69.14,0,0,77533,627,630784,659456,48528839,943865,436.55,252.9,0.01,0.08,3.217447806871785
30-5-2021 22:12:44,1622427164.820478,1000.0,40.7,2046.11,813.3,12965.94,11.1,54375569,89439164,0.0005071566564771657,0.0006010460587339317,68.653,0,0,78545,630,630784,659456,48604769,947360,440.82,257.03,0.01,0.08,3.2752831002891765
30-5-2021 22:12:49,1622427169.8226101,1500.0,59.9,2054.62,817.51,12973.02,11.1,54640872,89769405,0.000530379827228789,0.0006602004671031331,67.679,0,0,79559,634,630784,659456,48681895,952020,446.31,260.65,0.01,0.08,3.2765727380497705
30-5-2021 22:12:54,1622427174.8244255,1500.0,54.3,2064.81,822.76,12977.35,11.0,54911931,90131400,0.0005419212480057566,0.0007237272408289112,69.14,0,0,80577,640,630784,659456,48761300,959008,453.94,265.56,0.01,0.08,3.271364585555065
30-5-2021 22:12:59,1622427179.8261812,1500.0,48.5,2074.13,827.12,12983.63,11.0,55181300,90476585,0.000538548892389128,0.000690127666581311,69.14,0,0,81593,645,630784,659456,48839573,964833,460.02,269.42,0.01,0.08,3.2754815060984988
30-5-2021 22:13:4,1622427184.8295152,1500.0,74.4,2084.48,832.7,12987.51,11.0,55458175,90846615,0.0005533810005230277,0.000739566850107579,70.114,0,0,82614,650,630784,659456,48918149,970658,467.04,273.87,0.01,0.08,3.269281324557183
30-5-2021 22:13:9,1622427189.8357363,1500.0,80.3,2094.74,837.95,12991.9,11.0,55720641,91176626,0.0005242796853451866,0.0006592018137223502,70.114,0,0,83638,654,630784,659456,48995892,975318,474.05,278.34,0.01,0.08,3.2215647274152186
30-5-2021 22:13:14,1622427194.8396635,1500.0,70.2,2102.53,843.01,12998.83,11.0,55983222,91503318,0.0005247498372517008,0.0006528712048146387,69.14,0,0,84662,658,630784,659456,49073646,979978,478.95,282.91,0.01,0.08,3.27280302767265
30-5-2021 22:13:19,1622427199.8423414,1500.0,93.2,2112.93,847.9,13003.37,11.0,56258708,91863764,0.0005506770664515312,0.0007205061088192817,69.627,0,0,85688,663,630784,659456,49152548,985803,486.93,287.44,0.01,0.08,3.272852629124981
30-5-2021 22:13:24,1622427204.846304,1000.0,54.0,2122.14,852.5,13009.36,11.0,56532187,92213816,0.0005465248772001712,0.0006995496045900209,68.653,0,0,86714,668,630784,659456,49231442,991628,493.2,291.44,0.01,0.08,3.279102412118627
30-5-2021 22:13:29,1622427209.850012,1500.0,93.8,2133.42,857.22,13013.08,11.0,56797093,92560104,0.0005294193694489937,0.0006920627490798741,71.088,0,0,87740,673,630784,659456,49310318,997453,500.96,295.6,0.01,0.08,3.2676444766302755
30-5-2021 22:13:34,1622427214.852343,1500.0,66.6,2142.42,861.91,13019.15,11.1,57064208,92905207,0.0005339810560615009,0.0006898843733597594,68.166,0,0,88766,678,630784,659456,49389252,1003278,506.71,299.33,0.01,0.08,3.2820784992584584
30-5-2021 22:13:39,1622427219.8628244,1500.0,98.0,2153.16,867.45,13022.85,11.0,57341634,93278385,0.0005536913126731997,0.0007447947080690321,71.088,0,0,89794,684,630784,659456,49469292,1010266,514.53,304.11,0.01,0.08,3.270025346342141
30-5-2021 22:13:44,1622427224.866674,1500.0,41.7,2160.22,871.05,13031.98,11.0,57589712,93559541,0.0004957743027318998,0.0005618794083267763,69.14,0,0,90809,686,630784,659456,49544380,1012596,518.58,307.39,0.01,0.08,3.229699365597425
30-5-2021 22:13:49,1622427229.870653,1500.0,94.8,2171.63,876.78,13034.83,11.0,57857971,93922093,0.0005360913819449768,0.0007245274257598635,70.114,0,0,91826,692,630784,659456,49623786,1019584,526.79,312.4,0.01,0.08,3.276771143859092
30-5-2021 22:13:54,1622427234.8723793,1500.0,75.1,2179.97,880.69,13042.26,11.1,58128379,94258056,0.0005406293327008206,0.0006716940789553777,70.601,0,0,92839,696,630784,659456,49700858,1024244,531.93,315.55,0.01,0.08,3.278060781619686
30-5-2021 22:13:59,1622427239.8808613,1500.0,54.1,2188.7,884.9,13049.18,11.1,58389103,94583971,0.0005205649158246337,0.0006507261109103324,71.088,0,0,93852,700,630784,659456,49777955,1028902,537.9,319.19,0.01,0.08,3.234361902116494
30-5-2021 22:14:4,1622427244.8826966,1500.0,63.1,2198.31,889.45,13054.85,11.0,58659562,94933530,0.000540719518494922,0.0006988614694484799,70.601,0,0,94867,705,630784,659456,49856185,1034725,544.08,323.16,0.01,0.08,3.2759279191694732
30-5-2021 22:14:9,1622427249.8872921,1500.0,71.9,2207.21,894.29,13060.88,11.0,58924760,95273330,0.0005299089587564454,0.0006789759507441238,70.601,0,0,95880,709,630784,659456,49933284,1039385,550.15,327.49,0.01,0.08,3.2919491882722327
30-5-2021 22:14:14,1622427254.891951,1500.0,90.8,2216.75,899.56,13065.9,11.1,59188139,95605986,0.000526267630405152,0.0006646926477056114,70.114,0,0,96895,714,630784,659456,50011570,1045210,556.97,332.22,0.01,0.08,3.280094441165237
30-5-2021 22:14:19,1622427259.8923573,1500.0,95.2,2225.95,904.32,13071.7,11.0,59463074,95961676,0.0005498253250144088,0.0007113222029002312,70.601,0,0,97910,719,630784,659456,50089912,1051035,563.17,336.17,0.01,0.08,3.274142266885574
30-5-2021 22:14:24,1622427264.910065,1500.0,59.3,2234.67,908.16,13078.94,11.0,59727892,96291697,0.0005277669044000294,0.0006577126991254451,70.601,0,0,98917,723,630784,659456,50166724,1055693,569.18,339.55,0.01,0.08,3.2289057423601366
30-5-2021 22:14:29,1622427269.91467,1500.0,93.7,2244.19,912.88,13084.54,11.1,59999287,96643298,0.0005422905444590461,0.000702554939193224,70.601,0,0,99926,728,630784,659456,50244705,1061518,575.79,343.34,0.01,0.08,3.2350067209967905
30-5-2021 22:14:34,1622427274.918786,1500.0,73.0,2255.09,918.28,13088.14,11.2,60415306,97137858,0.0008313536199981857,0.0009883064146260212,70.601,0,0,100941,733,630784,659456,50322984,1067343,583.3,348.24,0.01,0.08,3.227020887171576
30-5-2021 22:14:39,1622427279.9223633,1500.0,77.8,2265.81,923.33,13092.37,11.1,60682286,97485161,0.000533578253321036,0.0006941094018771284,69.627,0,0,101956,738,630784,659456,50401287,1073166,590.25,352.48,0.01,0.08,3.2865922314205362
30-5-2021 22:14:44,1622427284.9261985,1500.0,81.8,2273.15,928.54,13099.57,11.1,60927251,97770730,0.0004895544919987539,0.0005707002499360813,70.114,0,0,102971,740,630784,659456,50476389,1075496,594.74,356.89,0.01,0.08,3.2857986081832475
30-5-2021 22:14:49,1622427289.930073,1500.0,76.7,2282.41,933.31,13105.36,11.0,61194636,98107761,0.0005343559232850406,0.0006735400683683847,70.114,0,0,103992,745,630784,659456,50554978,1081319,600.84,361.27,0.01,0.08,3.2344115035688246
30-5-2021 22:14:54,1622427294.9324045,1500.0,90.9,2293.72,939.26,13107.86,11.0,61467291,98466968,0.0005450558409753371,0.0007180791603646657,71.088,0,0,105013,750,630784,659456,50633578,1087142,609.04,366.49,0.01,0.08,3.2751838973845158
30-5-2021 22:14:59,1622427299.9362304,1500.0,62.7,2302.6,944.63,13113.41,11.1,61740215,98812995,0.000545430647056898,0.0006915248586022381,70.114,0,0,106034,755,630784,659456,50712194,1092963,614.6,371.1,0.01,0.08,3.2794992237372713
30-5-2021 22:15:4,1622427304.937513,1500.0,79.5,2312.32,950.1,13118.18,11.0,62013758,99167638,0.0005469456874333195,0.0007091040875782408,70.601,0,0,107055,760,630784,659456,50790770,1098788,621.82,376.27,0.01,0.08,3.283368137019052
30-5-2021 22:15:9,1622427309.9411724,1500.0,70.5,2320.71,955.25,13124.49,11.0,62277469,99502693,0.0005270362886658457,0.000669619938868439,69.627,0,0,108074,764,630784,659456,50868228,1103448,627.12,380.4,0.01,0.08,3.287286651753164
30-5-2021 22:15:14,1622427314.945493,1500.0,48.6,2328.02,959.87,13132.32,11.0,62531695,99797397,0.0005080130136111897,0.000588899117963041,69.627,0,0,109091,767,630784,659456,50944515,1106943,631.36,384.27,0.01,0.08,3.2418517214184033
30-5-2021 22:15:19,1622427319.949808,1500.0,90.0,2335.58,963.16,13141.28,11.1,62782425,100090366,0.0005010276232373548,0.0005854327832817157,69.627,0,0,110108,770,630784,659456,51020799,1110438,636.15,387.45,0.01,0.08,3.2827233181387547
30-5-2021 22:15:24,1622427324.9523623,1500.0,71.2,2344.74,968.11,13147.05,11.1,63048683,100428079,0.0005322440853686028,0.0006750811123124449,69.627,0,0,111127,774,630784,659456,51098250,1115096,641.99,391.26,0.01,0.08,3.2851041878506204
30-5-2021 22:15:29,1622427329.9562862,1500.0,72.7,2353.52,972.32,13153.89,11.1,63324156,100783742,0.0005505139684213506,0.0007107682043272582,69.627,0,0,112148,779,630784,659456,51176828,1120919,647.91,394.89,0.01,0.08,3.2823761079724414
30-5-2021 22:15:34,1622427334.9601681,1500.0,95.5,2363.86,977.15,13158.52,11.1,63599715,101148556,0.0005506904514993996,0.0007290619663059524,71.575,0,0,113171,785,630784,659456,51256587,1127909,655.54,399.54,0.01,0.08,3.285699405278587
30-5-2021 22:15:39,1622427339.9623911,1500.0,93.2,2375.06,981.84,13162.51,11.1,63873196,101513909,0.000546718927143255,0.0007303812703206791,71.088,0,0,114192,790,630784,659456,51335183,1133732,663.48,403.44,0.01,0.08,3.2958181015540133
30-5-2021 22:15:44,1622427344.9661186,1500.0,67.7,2383.37,986.51,13169.55,11.1,64125273,101809363,0.0005037784396150141,0.0005904678137950482,71.088,0,0,115209,793,630784,659456,51411425,1137227,668.28,407.3,0.01,0.08,3.28411215880401
30-5-2021 22:15:49,1622427349.9723754,1500.0,57.2,2393.58,991.54,13174.09,11.1,64394501,102159354,0.000537783037798836,0.0006991071626363247,70.601,0,0,116230,798,630784,659456,51490031,1143052,675.63,411.97,0.01,0.08,3.235552336972426
30-5-2021 22:15:54,1622427354.9825504,1500.0,61.7,2402.49,995.27,13181.31,11.0,64657968,102487638,0.000525863868111639,0.000655234598940897,70.114,0,0,117249,802,630784,659456,51567514,1147712,680.98,415.11,0.01,0.08,3.236643568923698
30-5-2021 22:15:59,1622427359.9863687,1500.0,72.5,2413.06,1000.09,13185.72,11.1,64938663,102864203,0.0005609616190181458,0.0007525553075956752,70.601,0,0,118272,808,630784,659456,51647308,1154702,688.58,419.2,0.01,0.08,3.263775563348495
30-5-2021 22:16:4,1622427364.9923992,1500.0,77.7,2424.05,1005.7,13189.03,11.1,65215155,103234907,0.000552317842872733,0.0007405148562138999,70.114,0,0,119295,814,630784,659456,51727057,1161692,696.03,424.2,0.01,0.08,3.2839137529946876
30-5-2021 22:16:9,1622427369.996311,1500.0,76.5,2432.19,1009.75,13196.71,11.1,65485965,103569435,0.0005411965966148063,0.0006685329754158189,69.14,0,0,120314,818,630784,659456,51804520,1166352,701.37,427.63,0.01,0.08,3.2865426299682055
